Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange
ENSG00000005102	MEOX1	205619_s_at	NA	1.75482355486655	0
ENSG00000005108	THSD7A	230008_at	0.0475350873662688	-3.23424328969836	-0.1
ENSG00000005156	LIG3	1554599_x_at	NA	-0.881728706616078	0
ENSG00000005175	RPAP3	218842_at	0.195243524897814	1.91447348758266	0.1
ENSG00000005187	ACSM3	210377_at	0.220265413268904	-1.79738469137062	-0.1
ENSG00000005189	REXO5	215215_s_at	NA	-0.197353169049523	0
ENSG00000005194	CIAPIN1	208968_s_at	0.348011024415154	1.37631570144532	0
ENSG00000005206	SPPL2B	225248_at	NA	-0.425276904733418	0
ENSG00000005238	FAM214B	211433_x_at	NA	-0.299280646631105	0
ENSG00000005243	COPZ2	219561_at	0.886184803372192	0.252854489019861	0
ENSG00000005249	PRKAR2B	203680_at	0.121098755523412	2.31311814221488	0.2
ENSG00000005302	MSL3	207551_s_at	0.203274897044779	1.87881269317428	0.1
ENSG00000005339	CREBBP	202160_at	0.80477897435581	-0.41427853652477	0
ENSG00000005379	TSPOAP1	205839_s_at	NA	-1.86433348508908	-0.1
ENSG00000005381	MPO	203949_at	0.815777785757268	0.392136733545238	0
ENSG00000005421	PON1	206344_at	NA	0.473969763892421	0
ENSG00000005436	GCFC2	216305_s_at	0.574360705244286	-0.860676681638053	0
ENSG00000005448	WDR54	225898_at	0.748071206647877	0.523690339512756	0
ENSG00000005469	CROT	204573_at	NA	-0.953277471917923	0
ENSG00000005471	ABCB4	207819_s_at	0.215852644316812	-1.81999775261867	-0.1
ENSG00000005483	KMT2E	223190_s_at	0.914652081183684	0.194522868280751	0
ENSG00000005486	RHBDD2	222995_s_at	0.439053017010135	-1.14547044134194	0
ENSG00000005513	SOX8	226913_s_at	NA	-0.57878230099715	0
ENSG00000005700	IBTK	210970_s_at	0.177602840652556	1.99628366476565	0.1
ENSG00000005801	ZNF195	204234_s_at	0.781374545329646	0.458087091918198	0
ENSG00000005810	MYCBP2	201960_s_at	0.653349029742482	0.70608575681875	0
ENSG00000005812	FBXL3	225132_at	0.477783384492758	1.05980762603331	0
ENSG00000005844	ITGAL	213475_s_at	0.372038296875395	1.31054058489997	0.1
ENSG00000005882	PDK2	202590_s_at	NA	-0.367231121847963	0
ENSG00000005889	ZFX	229022_at	NA	0.343051699841623	0
ENSG00000005893	LAMP2	203041_s_at	0.051398565176735	3.14413748885386	0.2
ENSG00000005961	ITGA2B	206493_at	0.051398565176735	3.14481601108256	0.1
ENSG00000005981	ASB4	235619_at	NA	-1.47052540693943	0
ENSG00000006007	GDE1	226214_at	NA	1.87418968218876	0
ENSG00000006015	REX1BD	51200_at	0.0404057329951491	3.3748870004852	0.2
ENSG00000006016	CRLF1	206315_at	NA	0.579348523628685	0
ENSG00000006025	OSBPL7	227946_at	NA	0.279102796296533	0
ENSG00000006042	TMEM98	223170_at	0.259479062416545	-1.64933320285465	-0.1
ENSG00000006047	YBX2	219704_at	NA	-1.44545544950117	0
ENSG00000006059	KRT33A	208483_x_at	NA	0.294031192854891	0
ENSG00000006062	MAP3K14	205192_at	0.337203784359601	-1.40519646171643	0
ENSG00000006071	ABCC8	210246_s_at	NA	-1.33122218839256	0
ENSG00000006116	CACNG3	206384_at	NA	-0.091918258036353	0
ENSG00000006118	TMEM132A	232419_at	NA	-1.89492497983726	-0.1
ENSG00000006125	AP2B1	200612_s_at	0.448077007525316	-1.12379489007299	0
ENSG00000006128	TAC1	206552_s_at	NA	0.664049650479232	0
ENSG00000006194	ZNF263	203707_at	NA	1.3072952960039	0
ENSG00000006210	CX3CL1	203687_at	NA	-2.14595465953926	0
ENSG00000006282	SPATA20	218164_at	0.792612409298237	-0.435848537787649	0
ENSG00000006283	CACNA1G	211802_x_at	NA	-0.061196570740175	0
ENSG00000006327	TNFRSF12A	218368_s_at	NA	-1.06836503199776	0
ENSG00000006377	DLX6	221289_at	NA	0.0672184525183739	0
ENSG00000006432	MAP3K9	214969_at	NA	-2.98838219679157	-0.1
ENSG00000006451	RALA	224880_at	0.280133181030067	1.57469020930971	0.1
ENSG00000006453	BAIAP2L1	222675_s_at	NA	0.562056787646251	0
ENSG00000006459	KDM7A	221778_at	0.610356403669117	-0.79030531580072	0
ENSG00000006468	ETV1	206501_x_at	0.0314829547293091	-3.59521617760581	-0.1
ENSG00000006530	AGK	222132_s_at	0.477703536375125	1.06020284588562	0
ENSG00000006534	ALDH3B1	211004_s_at	NA	0.936864942756723	0
ENSG00000006555	TTC22	235651_at	0.719041588437821	-0.576446621705289	0
ENSG00000006576	PHTF2	209780_at	0.138888959905352	2.19871167424806	0.1
ENSG00000006606	CCL26	223710_at	NA	-1.58476937746863	-0.1
ENSG00000006607	FARP2	225652_at	NA	-2.78334269973156	-0.1
ENSG00000006611	USH1C	205137_x_at	NA	-1.75922107554737	-0.1
ENSG00000006625	GGCT	215380_s_at	0.218277833978171	1.80858909849408	0.1
ENSG00000006634	DBF4	204244_s_at	0.325688175183334	1.44120011509841	0.1
ENSG00000006638	TBXA2R	207555_s_at	0.0666520856769685	2.91189766128401	0.1
ENSG00000006659	LGALS14	220158_at	0.362542528604579	-1.33761399034293	-0.1
ENSG00000006695	COX10	1569685_at	0.0965315060707289	-2.54203389037062	-0.1
ENSG00000006695	COX10	203858_s_at	NA	-1.28217657444552	0
ENSG00000006704	GTF2IRD1	218412_s_at	NA	-1.6238110914519	0
ENSG00000006712	PAF1	202093_s_at	0.158332652726274	2.09256418957204	0.1
ENSG00000006715	VPS41	210849_s_at	0.458298218348492	1.10046560796853	0
ENSG00000006740	ARHGAP44	215232_at	NA	-3.14140207023252	-0.1
ENSG00000006744	ELAC2	201767_s_at	NA	2.62437152701566	0.1
ENSG00000006747	SCIN	222272_x_at	NA	0.334446573928249	0
ENSG00000006756	ARSD	225280_x_at	NA	0.0775744665239459	0
ENSG00000006757	PNPLA4	209739_s_at	0.892880259355196	0.239602216662794	0
ENSG00000006788	MYH13	208208_at	0.504404235293607	1.00475940421779	0
ENSG00000006831	ADIPOR2	201346_at	0.91177576528666	0.200309049371622	0
ENSG00000006837	CDKL3	241911_at	0.102577516969443	-2.47769255374111	-0.1
ENSG00000007001	UPP2	233155_at	NA	-2.05228838321777	-0.1
ENSG00000007038	PRSS21	220051_at	0.874589982927258	0.275985521446396	0
ENSG00000007047	MARK4	221560_at	NA	-1.18846245169661	0
ENSG00000007062	PROM1	204304_s_at	NA	-0.973479770890456	0
ENSG00000007080	CCDC124	225454_at	0.943123047112008	0.133700806756076	0
ENSG00000007129	CEACAM21	214907_at	0.429157761048889	1.16887400983367	0
ENSG00000007168	PAFAH1B1	200816_s_at	0.0873353668744134	2.646707306863	0.1
ENSG00000007171	NOS2	210037_s_at	NA	2.12651059634683	0
ENSG00000007174	DNAH9	210345_s_at	NA	-0.206783174199724	0
ENSG00000007202	KIAA0100	201729_s_at	0.869102393382659	-0.287592096190261	0
ENSG00000007216	SLC13A2	207567_at	NA	-0.784026806630833	0
ENSG00000007237	GAS7	202192_s_at	NA	-0.839745771238799	0
ENSG00000007255	TRAPPC6A	204985_s_at	0.838343697158228	-0.346218030761827	0
ENSG00000007264	MATK	206267_s_at	NA	1.00000658297139	0
ENSG00000007306	CEACAM7	211848_s_at	NA	-1.48279311007763	0
ENSG00000007312	CD79B	205297_s_at	0.273879052123339	1.59773062907158	0
ENSG00000007314	SCN4A	206981_at	NA	-1.58150273668793	-0.1
ENSG00000007341	ST7L	230079_at	NA	0.576413408977148	0
ENSG00000007350	TKTL1	214183_s_at	0.0167717040966968	-3.98838759048943	-0.2
ENSG00000007372	PAX6	205646_s_at	NA	-1.07827579904298	0
ENSG00000007376	RPUSD1	226078_at	NA	-0.17784648141359	0
ENSG00000007384	RHBDF1	218686_s_at	NA	-1.44499167238386	0
ENSG00000007392	LUC7L	223295_s_at	0.218936802809488	1.80585969658096	0.1
ENSG00000007402	CACNA2D2	204811_s_at	NA	0.356665696422501	0
ENSG00000007516	BAIAP3	216356_x_at	NA	-0.897006173619992	0
ENSG00000007520	TSR3	213105_s_at	0.107580098709652	2.42420526978051	0.1
ENSG00000007541	PIGQ	204144_s_at	NA	-0.325651319804189	0
ENSG00000007545	CRAMP1	225172_at	NA	-0.909229618196056	0
ENSG00000007866	TEAD3	209454_s_at	NA	1.22233799923284	0
ENSG00000007908	SELE	206211_at	NA	0.916812292641581	0
ENSG00000007923	DNAJC11	215792_s_at	NA	-0.02038543739667	0
ENSG00000007933	FMO3	206496_at	0.787094607524461	-0.446132355322049	0
ENSG00000007944	MYLIP	228098_s_at	0.188716648950141	1.94160011361324	0.1
ENSG00000007952	NOX1	210808_s_at	NA	0.674325884600107	0
ENSG00000007968	E2F2	228361_at	0.690076812212918	-0.634392133315476	0
ENSG00000008018	PSMB1	214288_s_at	0.0148904443241823	4.08311367986718	0.2
ENSG00000008056	SYN1	1553264_a_at	0.172739725092391	-2.02350654124156	-0.1
ENSG00000008083	JARID2	203297_s_at	NA	0.680748038247155	0
ENSG00000008086	CDKL5	206575_at	NA	0.838444083612649	0
ENSG00000008118	CAMK1G	215161_at	0.0446532409783285	-3.2907747059615	-0.1
ENSG00000008130	NADK	208919_s_at	0.784870162294145	0.450152652266176	0
ENSG00000008196	TFAP2B	214451_at	NA	1.04401070386335	0
ENSG00000008197	TFAP2D	233987_at	NA	-0.791450365414591	0
ENSG00000008226	DLEC1	215085_x_at	NA	-2.84508137637701	-0.1
ENSG00000008256	CYTH3	206523_at	NA	0.513288956205756	0
ENSG00000008277	ADAM22	208237_x_at	NA	-0.668710997861378	0
ENSG00000008282	SYPL1	201259_s_at	0.977871977082972	0.0555888810710923	0
ENSG00000008283	CYB561	209163_at	0.417929202973403	-1.19603175276147	0
ENSG00000008294	SPAG9	212470_at	0.56854071521799	0.8727289805477	0
ENSG00000008300	CELSR3	40020_at	0.147490975878945	-2.14881912970507	-0.1
ENSG00000008311	AASS	210852_s_at	NA	-0.359890250383366	0
ENSG00000008323	PLEKHG6	220073_s_at	NA	-2.11971534237615	-0.1
ENSG00000008324	SS18L2	218283_at	0.0986501917695683	2.52261264050384	0.1
ENSG00000008382	MPND	233651_s_at	0.809363009822942	-0.403905261372453	0
ENSG00000008394	MGST1	224918_x_at	0.444359959680963	1.13317964947643	0.1
ENSG00000008405	CRY1	209674_at	0.576881652932275	0.854810199049115	0
ENSG00000008438	PGLYRP1	207384_at	0.727943631245364	0.562050428385506	0
ENSG00000008441	NFIX	228278_at	NA	0.213743324387546	0
ENSG00000008513	ST3GAL1	208322_s_at	0.381935772952592	1.28730753820157	0
ENSG00000008516	MMP25	207289_at	NA	0.979716051925995	0
ENSG00000008517	IL32	203828_s_at	0.317890377013473	1.46244437682505	0.1
ENSG00000008710	PKD1	202327_s_at	NA	0.79191360265988	0
ENSG00000008735	MAPK8IP2	1556001_at	NA	-0.796409693738705	0
ENSG00000008838	MED24	213043_s_at	0.461862109741606	-1.09241573010169	-0.1
ENSG00000008853	RHOBTB2	209441_at	0.556603239813551	-0.893085224081084	0
ENSG00000008869	HEATR5B	233642_s_at	0.989722540937168	0.0249371449693066	0
ENSG00000008952	SEC62	208943_s_at	0.0949602069861308	2.56636611221839	0.1
ENSG00000008988	RPS20	200949_x_at	0.0867974405523335	2.65073913213771	0.1
ENSG00000009307	CSDE1	219939_s_at	0.264019813353577	1.63188730646626	0.1
ENSG00000009335	UBE3C	201817_at	0.236415870284242	1.73348873971492	0.1
ENSG00000009413	REV3L	208070_s_at	0.268331978063498	1.61795952382577	0.1
ENSG00000009694	TENM1	1553007_a_at	NA	0.725234777108487	0
ENSG00000009709	PAX7	208060_at	NA	-0.302388283607802	0
ENSG00000009724	MASP2	207041_at	NA	-1.10008661720551	0
ENSG00000009765	IYD	231070_at	NA	-0.490502155633361	0
ENSG00000009780	FAM76A	216897_s_at	NA	-0.531967525148204	0
ENSG00000009790	TRAF3IP3	213888_s_at	0.593877140447931	0.822819008515934	0
ENSG00000009830	POMT2	220632_s_at	NA	-0.815442319280166	0
ENSG00000009844	VTA1	224437_s_at	0.26972176101657	1.61271584461599	0.1
ENSG00000009950	MLXIPL	221163_s_at	0.647034343771906	-0.71918151392992	0
ENSG00000009954	BAZ1B	208445_s_at	0.523650655115003	0.960333839686913	0
ENSG00000010017	RANBP9	202582_s_at	0.135531896195824	2.21527256557874	0.1
ENSG00000010030	ETV7	221680_s_at	NA	-0.453363642451867	0
ENSG00000010072	SPRTN	223511_at	0.370707042967282	1.31416888966204	0
ENSG00000010165	EEF1AKNMT	212405_s_at	0.446809952712284	1.1277156606612	0
ENSG00000010219	DYRK4	212954_at	NA	0.33862039164384	0
ENSG00000010244	ZNF207	200828_s_at	0.215023703144344	1.82537281158465	0.1
ENSG00000010256	UQCRC1	201903_at	0.319681665283706	1.45837996496927	0.1
ENSG00000010270	STARD3NL	223065_s_at	0.0652063403488635	2.92795718344806	0.1
ENSG00000010278	CD9	201005_at	0.277051387881448	1.58630993566431	0.1
ENSG00000010282	HHATL	223572_at	NA	-0.830595983586337	0
ENSG00000010292	NCAPD2	201774_s_at	0.175153340855851	-2.00897970247931	-0.1
ENSG00000010295	IFFO1	36030_at	0.455135851702818	1.10842681792841	0
ENSG00000010310	GIPR	231291_at	NA	0.265877178504623	0
ENSG00000010318	PHF7	221611_s_at	0.102695976355003	2.47510452053557	0.1
ENSG00000010319	SEMA3G	219689_at	NA	-3.175690379365	-0.1
ENSG00000010322	NISCH	201591_s_at	0.906868097498319	0.211097091777636	0
ENSG00000010327	STAB1	38487_at	NA	-0.855689358105425	0
ENSG00000010361	FUZ	221187_s_at	NA	1.51555748866984	0
ENSG00000010379	SLC6A13	207184_at	NA	-2.70674743815044	-0.1
ENSG00000010404	IDS	210666_at	NA	0.666044609010302	0
ENSG00000010438	PRSS3	213421_x_at	NA	0.317656857824886	0
ENSG00000010539	ZNF200	207338_s_at	0.601325150906063	0.809114051469915	0
ENSG00000010610	CD4	203547_at	0.81549644842347	-0.392783579587172	0
ENSG00000010626	LRRC23	206076_at	NA	-1.43603619050941	0
ENSG00000010671	BTK	205504_at	0.414240336653992	1.20541200995938	0
ENSG00000010704	HFE	211332_x_at	NA	-0.0390567794911284	0
ENSG00000010803	SCMH1	221216_s_at	NA	-0.161577424759683	0
ENSG00000010810	FYN	210105_s_at	0.203274897044779	1.8794304447412	0.1
ENSG00000010818	HIVEP2	212642_s_at	0.853757121810612	0.315871529348509	0
ENSG00000010932	FMO1	205666_at	0.572802572407304	-0.864128806170074	0
ENSG00000011007	ELOA	213604_at	NA	0.516324953659575	0
ENSG00000011009	LYPLA2	202292_x_at	NA	0.179731972444145	0
ENSG00000011021	CLCN6	203950_s_at	NA	-1.10421471066882	0
ENSG00000011028	MRC2	37408_at	NA	2.14800575464233	0
ENSG00000011083	SLC6A7	208494_at	NA	1.42919674062795	0
ENSG00000011105	TSPAN9	220968_s_at	NA	2.35456144739613	0.1
ENSG00000011114	BTBD7	224945_at	0.36806246076051	1.32072330538021	0.1
ENSG00000011132	APBA3	215148_s_at	0.222183593185734	1.78982213593577	0.1
ENSG00000011143	MKS1	1555820_a_at	NA	-0.499427358864976	0
ENSG00000011198	ABHD5	218739_at	0.299598724193687	1.51693799002098	0
ENSG00000011201	ANOS1	205206_at	0.897851441407614	-0.228313315546219	0
ENSG00000011243	AKAP8L	215741_x_at	0.697546400665906	0.619068922846236	0
ENSG00000011258	MBTD1	226797_at	0.413075826254806	1.21006148595622	0.1
ENSG00000011260	UTP18	203721_s_at	0.0781839154003222	2.76597746722772	0.2
ENSG00000011275	RNF216	218426_s_at	NA	0.0705554554506116	0
ENSG00000011295	TTC19	217964_at	0.684900351725639	0.645228395351784	0
ENSG00000011304	PTBP1	216306_x_at	0.441968592912024	1.13803174876541	0.1
ENSG00000011332	DPF1	231599_x_at	NA	0.524824944640456	0
ENSG00000011347	SYT7	232025_at	NA	-1.02447324291998	0
ENSG00000011376	LARS2	34764_at	0.4843912350827	-1.04545337368391	0
ENSG00000011405	PIK3C2A	213070_at	0.819182396611629	0.386209903837309	0
ENSG00000011422	PLAUR	210845_s_at	0.224528321391172	-1.77903999735987	-0.1
ENSG00000011426	ANLN	1552619_a_at	0.789138528437297	-0.44254280906642	0
ENSG00000011451	WIZ	221783_at	NA	-1.05353914873561	0
ENSG00000011454	RABGAP1	204028_s_at	0.756417899186046	0.506989119703283	0
ENSG00000011465	DCN	201893_x_at	NA	-0.988707336268721	0
ENSG00000011478	QPCTL	220438_at	NA	-0.513036690984683	0
ENSG00000011485	PPP5C	201979_s_at	0.752562704470888	-0.5148114121448	0
ENSG00000011523	CEP68	212677_s_at	0.847853644636378	0.329272681729561	0
ENSG00000011566	MAP4K3	218311_at	0.271691299910701	1.60564217795135	0.1
ENSG00000011590	ZBTB32	220118_at	0.711721063662225	0.589717928006936	0
ENSG00000011600	TYROBP	204122_at	0.482263516041978	1.04958300259145	0.1
ENSG00000011638	TMEM159	213272_s_at	NA	-0.925809450460134	0
ENSG00000011677	GABRA3	207210_at	NA	-0.453017134508983	0
ENSG00000012048	BRCA1	211851_x_at	NA	1.31084688849229	0
ENSG00000012061	ERCC1	203720_s_at	0.651990375786949	0.708667232761747	0
ENSG00000012124	CD22	38521_at	NA	-0.804847274497566	0
ENSG00000012171	SEMA3B	203071_at	NA	2.20922138398416	0.1
ENSG00000012174	MBTPS2	226760_at	0.687100268615056	0.640159342530265	0
ENSG00000012211	PRICKLE3	217349_s_at	NA	-0.32822153431066	0
ENSG00000012223	LTF	202018_s_at	0.678371369162175	-0.655485744186759	-0.1
ENSG00000012232	EXTL3	209202_s_at	NA	1.38785555622663	0
ENSG00000012504	NR1H4	206340_at	NA	-1.82767926564463	-0.1
ENSG00000012660	ELOVL5	208788_at	0.242716122629002	1.71029002560221	0.1
ENSG00000012779	ALOX5	204446_s_at	0.728178991960385	0.56013955357901	0
ENSG00000012817	KDM5D	206700_s_at	0.835123437330547	0.353405929899006	0
ENSG00000012822	CALCOCO1	209002_s_at	NA	-0.272795359177175	0
ENSG00000012963	UBR7	218108_at	0.24066412666874	1.71781623550877	0.1
ENSG00000012983	MAP4K5	203553_s_at	0.426672932618109	1.1739280186039	0.1
ENSG00000013016	EHD3	230740_at	0.884761180874632	-0.255535496437164	0
ENSG00000013275	PSMC4	201252_at	0.0386528529072879	3.41158338319602	0.1
ENSG00000013288	MAN2B2	214703_s_at	0.0564754354245434	3.05613239158474	0.1
ENSG00000013293	SLC7A14	1556641_at	NA	-1.67105027144493	0
ENSG00000013297	CLDN11	206908_s_at	NA	-0.699035985445772	0
ENSG00000013306	SLC25A39	223649_s_at	0.941450704396519	0.136942918969534	0
ENSG00000013364	MVP	202180_s_at	0.872994079308067	0.278895219999862	0
ENSG00000013374	NUB1	222512_at	0.573820268794198	0.861907006577312	0
ENSG00000013375	PGM3	221788_at	0.18672027290874	1.95098106478552	0.1
ENSG00000013392	RWDD2A	229786_at	NA	0.614305454960659	0
ENSG00000013441	CLK1	214683_s_at	0.63170940807546	0.749299020068554	0
ENSG00000013503	POLR3B	219459_at	0.915277832064485	-0.192827510748124	0
ENSG00000013523	ANGEL1	213099_at	NA	-0.00700313835440176	0
ENSG00000013561	RNF14	201823_s_at	0.0990533492029688	2.51967687949885	0.1
ENSG00000013563	DNASE1L1	203912_s_at	0.747809817753519	0.524212911491212	0
ENSG00000013573	DDX11	208159_x_at	0.0493772795757894	-3.17394248603542	-0.1
ENSG00000013583	HEBP1	218450_at	0.219397665072945	1.80372205085158	0.1
ENSG00000013588	GPRC5A	212444_at	NA	-2.65675858663087	-0.1
ENSG00000013619	MAMLD1	205088_at	0.117799878637862	-2.33508223376092	-0.1
ENSG00000013725	CD6	213958_at	NA	-0.138958496987847	0
ENSG00000013810	TACC3	218308_at	0.973221614781404	0.0691675151147416	0
ENSG00000014123	UFL1	212633_at	0.201711829543853	1.88730326770869	0.2
ENSG00000014138	POLA2	204441_s_at	0.925330627821945	0.17109279904583	0
ENSG00000014164	ZC3H3	213445_at	NA	-0.802105206850425	0
ENSG00000014216	CAPN1	200752_s_at	0.508499966035216	0.99572476076513	0
ENSG00000014257	ACP3	237030_at	NA	1.14852629082898	0
ENSG00000014641	MDH1	200978_at	0.0586410661396469	3.01484050099341	0.2
ENSG00000014824	SLC30A9	202614_at	0.219397665072945	1.80370564005949	0.1
ENSG00000014914	MTMR11	1556034_s_at	NA	-1.49435563711492	0
ENSG00000014919	COX15	219547_at	0.526812093863946	0.951582496475788	0
ENSG00000015133	CCDC88C	227228_s_at	0.793694997920186	0.433926744434252	0
ENSG00000015153	YAF2	206238_s_at	0.761760507366704	0.497602507330376	0
ENSG00000015171	ZMYND11	202136_at	0.200543589394882	1.89370151815032	0.1
ENSG00000015285	WAS	38964_r_at	NA	0.931060562274813	0
ENSG00000015413	DPEP1	205983_at	0.629556331289307	0.753886567364684	0
ENSG00000015475	BID	211725_s_at	0.334703450764162	1.41183984422868	0
ENSG00000015520	NPC1L1	224306_at	NA	-0.677939582279115	0
ENSG00000015532	XYLT2	219401_at	0.606306285063025	0.798929812031448	0
ENSG00000015568	RGPD5	242712_x_at	0.347193923054373	1.37899786704339	0
ENSG00000015592	STMN4	236812_at	NA	-2.03086807028988	0
ENSG00000015676	NUDCD3	201270_x_at	NA	0.00257668584302697	0
ENSG00000016082	ISL1	206104_at	NA	-0.587151111363892	0
ENSG00000016391	CHDH	228560_at	0.192216738036726	-1.92593786964643	-0.1
ENSG00000016402	IL20RA	222829_s_at	NA	-1.55770668677693	0
ENSG00000016490	CLCA1	210107_at	NA	-2.33001727622953	-0.1
ENSG00000016602	CLCA4	220026_at	NA	-1.55170262282886	0
ENSG00000016864	GLT8D1	218146_at	0.311140807949336	1.47965965890797	0.1
ENSG00000017260	ATP2C1	209934_s_at	0.669260763849307	0.673146483359349	0
ENSG00000017427	IGF1	209541_at	0.581978585603741	0.846487770353017	0
ENSG00000017483	SLC38A5	234973_at	0.284329295082872	-1.56208189709991	-0.1
