Gene ID	Gene Name	g4_g1.p-value	g4_g1.log2foldchange	g4_g2.p-value	g4_g2.log2foldchange	g4_g3.p-value	g4_g3.log2foldchange	g4_g5.p-value	g4_g5.log2foldchange
ENSG00000002330	BAD	0.981345968157493	0	0.919810100630407	0	0.694708270262753	0.2	0.844977919014594	0.1
ENSG00000002549	LAP3	0.967255816286909	0	0.144854149582801	0.6	0.235002973625481	0.6	0.0169853857384901	0.9
ENSG00000002586	CD99	0.672155532686346	-0.1	0.343095885789175	-0.2	0.281508899405186	-0.3	0.841080125628759	0.1
ENSG00000002587	HS3ST1	0.512430303445781	-0.4	0.406163510173978	-0.4	0.0666551266651055	-1	0.487489336799445	-0.4
ENSG00000002726	AOC1	0.733991132269177	0.3	0.154358556277146	0.8	0.0420125243935931	1.3	0.00265574527620813	1.7
ENSG00000002745	WNT16	NA	-0.1	NA	0.2	NA	0	NA	0
ENSG00000002746	HECW1	NA	0	NA	0	NA	0	NA	0
ENSG00000002822	MAD1L1	0.551340933473869	-0.2	0.264830540188675	-0.3	0.857327026885923	-0.1	0.844819463251366	0.1
ENSG00000002834	LASP1	0.808398599398532	0.1	0.279445320545999	0.2	0.157040485586756	0.3	0.0745809133369591	0.4
ENSG00000002919	SNX11	0.574069400677615	0.1	0.923751629535651	0	0.680379496873004	0.1	0.822734557035978	-0.1
ENSG00000002933	TMEM176A	0.687627983743968	0.3	0.638854202738359	0.3	0.917576138777015	-0.1	0.345303179020983	0.6
ENSG00000003056	M6PR	0.866447775796375	0.1	0.449829097274874	0.2	0.517388499759321	0.2	0.111730508949133	0.4
ENSG00000003096	KLHL13	NA	0	NA	0	NA	-0.1	NA	-0.1
ENSG00000003137	CYP26B1	NA	0	NA	0.2	NA	0.1	NA	0.4
ENSG00000003147	ICA1	0.605788297848155	0.3	0.535097976560915	-0.3	0.80297169209907	-0.2	0.0859990683534754	-0.8
ENSG00000003249	DBNDD1	0.510563591491308	-0.4	0.917633796639424	0.1	0.642202105474622	-0.3	0.935593872917598	-0.1
ENSG00000003393	ALS2	0.32319707240482	-0.4	0.693778235139238	-0.2	0.808306101515243	-0.1	0.648657739164977	-0.2
ENSG00000003400	CASP10	0.890775932406719	0.1	0.86629806644022	-0.1	0.518092484456522	0.2	0.859729829329184	0.1
ENSG00000003402	CFLAR	0.483860350529673	0.2	0.613890264951307	0.1	0.762094424886693	0.1	0.893195715080481	0
ENSG00000003436	TFPI	0.853692836395613	0.1	NA	-0.2	0.985991545809149	0	0.550459232226496	-0.4
ENSG00000003509	NDUFAF7	0.821630346119678	0.1	0.425818789826457	0.3	0.181311065413744	0.6	0.763348385402472	-0.2
ENSG00000003756	RBM5	0.86273500250964	0	0.591214070647072	0.1	0.930132040062821	0	0.75535699936477	-0.1
ENSG00000003987	MTMR7	NA	-0.2	NA	-0.2	NA	0.3	NA	-0.3
ENSG00000003989	SLC7A2	NA	0	NA	0	NA	0	NA	0
ENSG00000004059	ARF5	0.321369057759939	-0.3	0.754994617361814	0.1	0.493972799066015	0.2	0.935986662085499	0
ENSG00000004139	SARM1	0.125316889892934	-0.6	0.269067791006001	-0.4	0.00959520674286763	-0.9	0.0849077882641139	-0.7
ENSG00000004142	POLDIP2	0.36931442213589	0.2	0.836951084116331	0	0.852771273600749	0	0.168764136407752	0.2
ENSG00000004399	PLXND1	0.431291638332135	-0.3	0.997034588406988	0	0.694753289288276	-0.2	0.925049194209885	0
ENSG00000004455	AK2	0.935853750181873	0	0.62701500328559	-0.1	0.630628928868206	-0.1	0.358161156921104	-0.3
ENSG00000004468	CD38	0.294104236608094	0.5	0.63329380286937	0.2	0.627156180601897	0.2	0.570381399139521	0.3
ENSG00000004478	FKBP4	0.579378499018226	-0.2	0.625667288288598	0.2	0.459274368371728	0.3	0.23496775942892	0.4
ENSG00000004487	KDM1A	0.661378529311557	-0.1	0.186296363071271	-0.3	0.263828431429804	-0.3	0.475515270335378	-0.2
ENSG00000004534	RBM6	0.858771820180639	-0.1	0.884723675064096	0	0.803198390273267	-0.1	0.974295742607292	0
ENSG00000004660	CAMKK1	0.193834048668681	0.4	0.233312526849312	0.3	0.233492706497844	0.3	0.602230707590038	0.2
ENSG00000004700	RECQL	0.800364236864571	-0.1	0.643905881162433	0.2	0.700677579466001	0.2	0.815889208267376	0.1
ENSG00000004766	VPS50	0.536946876906418	-0.3	0.895151269654171	-0.1	0.95337929396803	0	0.362454833487039	-0.5
ENSG00000004776	HSPB6	0.99561064135901	0	NA	-0.3	0.363854943600004	-0.6	0.65755759756324	-0.3
ENSG00000004777	ARHGAP33	0.835307946864882	0.1	0.421814383058948	0.4	0.831289521343706	-0.1	0.824222280195861	-0.1
ENSG00000004779	NDUFAB1	0.706847683499471	-0.2	0.883082005297185	0.1	0.775287953652495	-0.1	0.869058806932139	-0.1
ENSG00000004799	PDK4	0.822528619080311	0.1	0.646652185350986	0.3	0.906385969236029	0.1	0.764227293253506	-0.2
ENSG00000004809	SLC22A16	0.677143394087339	0.2	0.479702559657409	0.3	0.735595692310788	0.2	0.438042473663811	-0.4
ENSG00000004838	ZMYND10	0.247320330806068	-0.5	0.231130802651521	-0.4	0.0851493446931748	-0.7	0.844901998932413	-0.1
ENSG00000004846	ABCB5	NA	0.1	NA	0	NA	0	NA	0
ENSG00000004848	ARX	NA	0	NA	0	NA	0	NA	0
ENSG00000004864	SLC25A13	0.951956529390361	0	0.790296215881927	0.1	0.809478831653758	0.1	0.627845083087976	0.2
ENSG00000004866	ST7	0.71229282614065	-0.2	0.659293072592243	-0.2	0.540075726555108	-0.3	0.904902432918275	-0.1
ENSG00000004897	CDC27	0.797511199366479	-0.1	0.590652517623453	-0.2	0.539284858190944	-0.3	0.111368344187435	-0.6
ENSG00000004939	SLC4A1	0.48003109534176	-0.4	0.153872156751267	-0.7	0.0723843221666813	-0.9	0.00329942426377987	-1.3
ENSG00000004948	CALCR	NA	0	NA	0	NA	0	NA	0
ENSG00000004961	HCCS	0.408772121252139	-0.2	0.921849218698483	0	0.517504577979161	0.2	0.590658945804002	-0.2
ENSG00000004975	DVL2	0.374953810799875	-0.3	0.570553792576759	-0.2	0.37179644188399	-0.3	0.966677159725636	0
ENSG00000005001	PRSS22	NA	-0.1	NA	-0.2	NA	-0.3	NA	-0.1
ENSG00000005007	UPF1	0.727759638421141	-0.1	0.771358143429326	0.1	0.839350252769638	0.1	0.570562918672717	0.2
ENSG00000005020	SKAP2	0.699737762992142	0.2	0.399759813511362	0.4	0.770547054202343	0.2	0.744168078305116	-0.2
ENSG00000005022	SLC25A5	0.937396391646543	0	0.524818622172188	-0.1	0.121656451735256	-0.3	0.841378451759075	-0.1
ENSG00000005059	MCUB	0.686071119483103	-0.2	0.565250066464143	-0.2	0.0873510270982619	-0.6	0.989726310523413	0
ENSG00000005073	HOXA11	NA	0	NA	0	NA	0	NA	0
ENSG00000005075	POLR2J	0.606929309623502	-0.2	0.974571196119254	0	0.93970591838188	0	0.491989863930134	-0.3
ENSG00000005100	DHX33	0.835307946864882	-0.1	0.73229940436174	-0.1	0.827321448463683	-0.1	0.340223917912971	-0.3
ENSG00000005102	MEOX1	0.937149042623858	-0.1	NA	-0.2	0.78104884302642	-0.2	0.77486635174805	0.2
ENSG00000005108	THSD7A	NA	0.3	NA	-0.2	NA	-0.5	NA	-0.5
ENSG00000005156	LIG3	0.871144268950019	0.1	0.400917996243004	-0.2	0.137595884474332	-0.4	0.435504101495974	-0.2
ENSG00000005175	RPAP3	0.247620887378323	-0.5	0.370836558200657	-0.4	0.164528856429792	-0.5	0.0500245659935148	-0.7
ENSG00000005187	ACSM3	0.588506364131554	-0.3	0.118288215310078	-0.8	0.0568316501323987	-1	0.0192546635794072	-1.2
ENSG00000005189	REXO5	0.596636862776976	0.3	0.993100730342879	0	0.994368092769095	0	0.685508736681044	-0.3
ENSG00000005194	CIAPIN1	0.853680237278003	-0.1	0.51969946469032	-0.2	0.385390477946746	-0.2	0.986139627127364	0
ENSG00000005206	SPPL2B	0.254551134833363	-0.4	0.927409467208149	0.1	0.438215969625496	-0.3	0.749168077476728	-0.1
ENSG00000005238	FAM214B	0.527294689637471	-0.2	0.214275888310415	-0.4	0.145029530470013	-0.5	0.00723951506122068	-0.8
ENSG00000005243	COPZ2	0.108640885524554	-0.7	0.0488411659898119	-0.8	0.00289628531661606	-1.3	0.00236844918366289	-1.3
ENSG00000005249	PRKAR2B	0.874686619332944	0.1	0.908149458846539	0.1	0.666903122286933	-0.2	0.714229339399863	-0.2
ENSG00000005302	MSL3	0.258810070251002	0.4	0.0388278411242872	0.6	0.0468936755568705	0.7	0.347640320305593	0.4
ENSG00000005339	CREBBP	0.996862024361925	0	0.492322443852409	0.2	0.818319150005659	-0.1	0.832602135825824	0.1
ENSG00000005379	TSPOAP1	0.144559306770503	-0.6	0.472335886724185	-0.3	0.605546678657707	-0.2	0.926856743835074	-0.1
ENSG00000005381	MPO	0.123648059411192	0.9	0.779961238357942	-0.2	0.566141595613224	0.4	0.585720766018986	-0.3
ENSG00000005421	PON1	NA	0	NA	0	NA	0	NA	0
ENSG00000005436	GCFC2	0.59492541567534	-0.3	0.647255786310727	-0.3	0.504198930859015	-0.4	0.203463502856606	-0.6
ENSG00000005448	WDR54	0.559526492022707	-0.3	0.0843920617552504	-0.5	0.231904696868052	-0.5	0.730330756396525	-0.2
ENSG00000005469	CROT	0.882675583697097	-0.1	0.733161623187314	0.2	0.972033306901548	0	0.996204761145091	0
ENSG00000005471	ABCB4	0.193648030266902	-0.8	NA	-0.4	0.480501416637653	-0.5	0.51840980308474	-0.4
ENSG00000005483	KMT2E	0.935264934378355	0	0.672855493965276	-0.1	0.43292825539917	-0.3	0.0255834465567014	-0.6
ENSG00000005486	RHBDD2	0.207774982929073	0.4	0.148313845453059	0.4	0.0618235762813632	0.4	0.0307584656269879	0.5
ENSG00000005513	SOX8	0.629297899673487	-0.3	0.781832450138365	0.2	0.500917138350302	-0.5	0.42530025385123	-0.5
ENSG00000005700	IBTK	0.652621474348783	-0.2	0.873922775583465	0.1	0.950611429491865	0	0.358020508005777	-0.5
ENSG00000005801	ZNF195	0.368271918154258	-0.4	0.96403961499442	0	0.364886464681118	-0.5	0.0744185577244171	-0.7
ENSG00000005810	MYCBP2	0.806480850355082	-0.1	0.783164727432009	-0.1	0.0968040027397764	-0.5	0.418469065182898	-0.3
ENSG00000005812	FBXL3	0.980638218898554	0	0.432785519665932	0.4	0.132656126034224	0.7	0.682214534600084	0.3
ENSG00000005844	ITGAL	0.963596469445406	0	0.672236151632246	0.1	0.770672953103589	0.1	0.32753834502371	0.2
ENSG00000005882	PDK2	0.656749990297036	-0.2	0.603516168430039	-0.2	0.599867177358965	-0.3	0.894590635670899	-0.1
ENSG00000005884	ITGA3	0.576641168968712	-0.3	0.71477228700859	-0.2	0.33686249215315	-0.5	0.819197821483144	0.2
ENSG00000005889	ZFX	0.628532985779354	-0.2	0.958074814329622	0	0.992347094836048	0	0.276408211691522	-0.4
ENSG00000005893	LAMP2	0.343586538576777	0.3	0.440331108033408	0.3	0.0287568352485821	0.7	0.675361961546876	0.2
ENSG00000005961	ITGA2B	0.43756624602462	0.4	0.691399723784861	-0.2	0.84853930424309	-0.1	0.925457646998483	-0.1
ENSG00000005981	ASB4	NA	0	NA	0	NA	0	NA	0
ENSG00000006007	GDE1	0.571176472279066	-0.2	0.0568116760646224	-0.5	0.279162106404881	-0.4	0.0376916175858776	-0.6
ENSG00000006015	REX1BD	0.0434309878660557	-0.7	0.0428841441463387	-0.5	0.0303984214175203	-0.7	0.0903465746796508	-0.5
ENSG00000006016	CRLF1	0.651395552305769	-0.3	NA	-0.6	0.968393185686392	0	0.647900371255348	-0.3
ENSG00000006025	OSBPL7	0.151158087562094	-0.6	0.0160056451325335	-0.7	0.0303984214175203	-0.8	0.478911939925268	-0.3
ENSG00000006042	TMEM98	0.828281163426068	0.2	NA	-0.2	NA	-0.3	NA	-0.6
ENSG00000006047	YBX2	NA	0	NA	0.2	NA	-0.1	NA	0
ENSG00000006059	KRT33A	NA	0	NA	0	NA	0	NA	0
ENSG00000006062	MAP3K14	0.00402781043685485	-0.8	0.0140548622868915	-0.6	0.0133614228932487	-0.7	0.0268426932045901	-0.5
ENSG00000006071	ABCC8	NA	-0.3	NA	-0.3	NA	-0.3	NA	-0.4
ENSG00000006116	CACNG3	NA	0	NA	0	NA	0	NA	0
ENSG00000006118	TMEM132A	0.759089516550356	0.2	0.63139507848128	-0.2	0.103167694818727	-0.7	0.200289575099125	-0.6
ENSG00000006125	AP2B1	0.510675408200067	0.2	0.390357496722836	-0.2	0.739910945352661	-0.1	0.516656129762782	-0.2
ENSG00000006128	TAC1	NA	0	NA	0	NA	0	NA	0
ENSG00000006194	ZNF263	0.356280973766951	-0.2	0.394905526590094	-0.2	0.837168898562045	-0.1	0.985069281438711	0
ENSG00000006210	CX3CL1	NA	-0.1	NA	-0.1	NA	0.1	NA	-0.1
ENSG00000006282	SPATA20	0.316704195957262	-0.5	0.499221418756533	-0.3	0.0725122994807723	-0.7	0.339600208151082	-0.4
ENSG00000006283	CACNA1G	NA	0	NA	0	NA	-0.1	NA	0
ENSG00000006327	TNFRSF12A	0.530881542432664	-0.2	0.886518477253197	0.1	0.896630751835274	0.1	0.438477749797987	-0.3
ENSG00000006377	DLX6	NA	0	NA	0	NA	0	NA	0
ENSG00000006432	MAP3K9	0.454124742405187	-0.4	0.508326481366329	-0.3	0.287617331534518	-0.5	0.288563539869791	-0.6
ENSG00000006451	RALA	0.989394122795473	0	0.919420604505824	0.1	0.837600193215343	0.1	0.532261295297057	-0.3
ENSG00000006453	BAIAP2L1	0.141030294789105	0.7	0.872431682809878	0.1	0.884367998148748	-0.1	0.157519531172652	-0.6
ENSG00000006459	KDM7A	0.772408201076268	0.1	0.996388554504942	0	0.909223261431713	-0.1	0.0850044092276683	-0.6
ENSG00000006468	ETV1	NA	0	NA	0.5	NA	0.1	NA	0.1
ENSG00000006530	AGK	0.53572854315661	-0.3	0.535953501209036	-0.2	0.121656451735256	-0.6	0.782104072461596	-0.1
ENSG00000006534	ALDH3B1	0.771309005837998	0.1	0.440331108033408	0.2	0.407061082107738	0.3	0.936341419161094	0
ENSG00000006555	TTC22	0.298475231939889	-0.4	0.754546701911878	-0.1	0.124924946558435	-0.5	0.610245672335012	-0.2
ENSG00000006576	PHTF2	0.69362398317935	-0.2	0.804676698756331	-0.1	0.80737964744653	-0.2	0.240376032670649	-0.5
ENSG00000006606	CCL26	NA	0	NA	0	NA	0	NA	0
ENSG00000006607	FARP2	0.514843253321173	-0.3	0.299235539739271	-0.4	0.290501293877764	-0.4	0.256186444474846	-0.5
ENSG00000006611	USH1C	NA	0	NA	0	NA	0	NA	0
ENSG00000006625	GGCT	0.466128124635657	-0.4	0.61299877075218	0.3	0.386316263258298	-0.5	0.074270476263256	-0.9
ENSG00000006634	DBF4	0.96878263257132	0	NA	-0.1	0.879141211065232	0.1	0.543203553276799	-0.4
ENSG00000006638	TBXA2R	0.901165777643534	0.1	0.89983745344481	0.1	0.672710992553373	-0.2	0.866025920126543	0.1
ENSG00000006652	IFRD1	0.88671095388357	0.1	0.856948643131304	0.1	0.613243834014142	0.2	0.487890821216518	-0.3
ENSG00000006659	LGALS14	NA	0	NA	0	NA	0	NA	0
ENSG00000006695	COX10	0.837367839300236	-0.1	0.894458210475017	0.1	0.618968181508884	0.2	0.339368377475672	0.3
ENSG00000006704	GTF2IRD1	NA	-0.4	NA	-0.1	NA	-0.6	NA	-0.3
ENSG00000006712	PAF1	0.361704424578489	0.3	0.595584201830289	0.2	0.299047642322134	0.4	0.0449051303654028	0.5
ENSG00000006715	VPS41	0.552256991959069	-0.2	0.395059458302194	-0.3	0.842893293599548	-0.1	0.123132039447544	-0.4
ENSG00000006740	ARHGAP44	0.390990729450193	-0.5	0.443761537962437	-0.4	0.529605271029996	-0.4	0.754042531645979	-0.2
ENSG00000006744	ELAC2	0.745903003990619	-0.1	0.637777247846647	-0.1	0.283177841609623	-0.3	0.652011628997024	-0.1
ENSG00000006747	SCIN	NA	0	NA	0.1	NA	0.2	NA	0.2
ENSG00000006756	ARSD	0.277890110600756	0.3	0.26549656893807	0.3	0.0179409208247115	0.6	0.982784155326116	0
ENSG00000006757	PNPLA4	0.433706532612815	-0.3	0.930884189470819	0	0.669292134142285	-0.2	0.701885713465189	0.2
ENSG00000006788	MYH13	NA	0	NA	0	NA	0	NA	0
ENSG00000006831	ADIPOR2	0.973151179916401	0	0.671980705170831	-0.1	0.697107179553734	0.1	0.913056272239976	0
ENSG00000006837	CDKL3	NA	-0.2	NA	-0.3	NA	-0.5	NA	-0.3
ENSG00000007001	UPP2	NA	0	NA	0	NA	0	NA	0
ENSG00000007038	PRSS21	0.927921191718232	-0.1	0.699802735801846	0.2	0.639190694114871	-0.3	0.886439942161517	0.1
ENSG00000007047	MARK4	0.96176423835387	0	0.674519095895202	-0.1	0.608122116837938	-0.2	0.693994337178098	-0.1
ENSG00000007062	PROM1	NA	0	NA	-0.1	NA	-0.1	NA	-0.1
ENSG00000007080	CCDC124	0.463107590728858	-0.3	0.248566834184551	-0.3	0.244657089188402	-0.4	0.859737134187416	-0.1
ENSG00000007129	CEACAM21	0.451800867033044	0.3	0.140761309712574	0.4	0.280998483854912	0.4	0.52432339597816	0.3
ENSG00000007168	PAFAH1B1	0.13605119349995	0.4	0.715893761025503	0.1	0.644355223051671	0.2	0.971721665947624	0
ENSG00000007171	NOS2	NA	0	NA	0	NA	0	NA	0
ENSG00000007174	DNAH9	NA	0	NA	0	NA	-0.1	NA	-0.1
ENSG00000007202	KIAA0100	0.909418035505959	0	0.803536822210185	0.1	0.886688777956438	0	0.647547552685417	0.1
ENSG00000007216	SLC13A2	NA	0	NA	0	NA	0	NA	0
ENSG00000007237	GAS7	0.132261608344446	0.5	0.00481057493210628	0.8	0.000462818124243594	1	0.0029240514900719	0.9
ENSG00000007255	TRAPPC6A	0.499583190907501	-0.3	0.0768162628992239	-0.5	0.0450122782979586	-0.6	0.621828349193927	-0.2
ENSG00000007264	MATK	0.115060574955834	-0.7	0.123275341898395	-0.6	0.0650132932449792	-0.7	0.181674792048169	-0.6
ENSG00000007306	CEACAM7	NA	0	NA	0	NA	0	NA	0
ENSG00000007312	CD79B	0.352016578691003	-0.5	0.130820401866757	-0.6	0.195084558331623	-0.5	0.92887810256864	0.1
ENSG00000007314	SCN4A	NA	-0.7	NA	-0.7	NA	-0.9	0.710986047816007	-0.3
ENSG00000007341	ST7L	0.94520096427586	0	0.464384459577428	-0.2	0.299047642322134	0.3	0.486964809776791	-0.3
ENSG00000007350	TKTL1	0.273285452722734	-0.6	0.0278561265386398	-0.9	0.172292746885475	-0.7	0.0129281018533094	-1.1
ENSG00000007372	PAX6	NA	0	NA	0	NA	0	NA	-0.1
ENSG00000007376	RPUSD1	0.460824657362188	-0.3	0.360988997214318	0.3	0.722855687259207	0.1	0.554565414373829	0.2
ENSG00000007384	RHBDF1	NA	0	NA	0	NA	-0.1	NA	0
ENSG00000007392	LUC7L	0.559526492022707	-0.2	0.073092677864682	-0.4	0.156740885918893	-0.4	0.404449812215955	-0.2
ENSG00000007402	CACNA2D2	0.278890022956539	-0.5	0.299718609718973	-0.4	0.0809026359570304	-0.8	0.696505854611216	-0.2
ENSG00000007516	BAIAP3	0.059987490550789	-0.9	0.00423515768990659	-1.2	0.000403513891927196	-1.6	0.000238486225232184	-1.5
ENSG00000007520	TSR3	0.561432189579274	-0.2	0.582420872105522	0.2	0.697107179553734	0.2	0.707378098281354	0.1
ENSG00000007541	PIGQ	0.438360321101803	-0.3	0.704199024919788	-0.1	0.604474423741195	-0.2	0.66545538693494	-0.1
ENSG00000007545	CRAMP1	0.510801984213717	-0.2	0.588724922439961	0.2	0.80273625359984	-0.1	0.925049194209885	0
ENSG00000007866	TEAD3	0.77709660306389	0.2	0.174131598383785	0.7	0.93822174631641	0.1	0.699933564514765	0.3
ENSG00000007908	SELE	NA	0	NA	0	NA	0	NA	0
ENSG00000007923	DNAJC11	0.907648561837441	-0.1	0.177446706592274	-0.4	0.180439142910505	-0.5	0.910664397411764	0.1
ENSG00000007933	FMO3	NA	0	NA	-0.1	NA	-0.1	NA	-0.1
ENSG00000007944	MYLIP	0.731032250899936	0.1	0.9613075389637	0	0.975108080644196	0	0.785869483749846	-0.1
ENSG00000007952	NOX1	NA	0	NA	0	NA	0	NA	0
ENSG00000007968	E2F2	0.691486163636681	0.2	0.557131691202457	-0.2	0.77094352662669	-0.2	0.263263405552829	-0.4
ENSG00000008018	PSMB1	0.810008438164557	0.1	0.802759360120365	0.1	0.861441504570761	0.1	0.581748094250476	-0.2
ENSG00000008056	SYN1	0.186846680983075	0.7	0.417423289204961	0.4	0.50062940280073	0.4	0.585730403109727	0.4
ENSG00000008083	JARID2	0.571176472279066	-0.2	0.04889552208532	-0.4	0.0603724489733236	-0.4	0.000633997516143997	-0.6
ENSG00000008086	CDKL5	0.643882166334197	0.2	0.610451961810716	0.2	0.91448666310026	0.1	0.146076817274467	-0.5
ENSG00000008118	CAMK1G	NA	0	NA	0	NA	0	NA	-0.1
ENSG00000008128	CDK11A	0.488261771323664	-0.3	0.737946466666407	-0.1	0.655429112571672	-0.2	0.710598400115737	-0.1
ENSG00000008130	NADK	0.779100042505264	-0.1	0.122447880603141	0.4	0.458458349080125	0.2	0.100658641023027	0.4
ENSG00000008196	TFAP2B	NA	0	NA	0	NA	-0.1	NA	-0.1
ENSG00000008197	TFAP2D	NA	0	NA	0	NA	0	NA	0
ENSG00000008226	DLEC1	0.546695578847229	-0.3	0.321509039975967	-0.3	0.0740582440218416	-0.6	0.096045242134837	-0.5
ENSG00000008256	CYTH3	0.53623527627603	-0.3	0.879024388413729	0.1	0.762186957189418	-0.1	0.914584562121443	0.1
ENSG00000008277	ADAM22	0.854080629565469	-0.1	NA	-0.2	0.773410920474707	0.2	0.628876805592692	-0.4
ENSG00000008282	SYPL1	0.829221654796168	-0.1	0.954854002939102	0	0.936512288869037	-0.1	0.658320790090967	-0.2
ENSG00000008283	CYB561	0.125118748080002	-0.7	0.124781111347846	-0.6	0.0428314975750049	-0.8	0.406241350791694	-0.3
ENSG00000008294	SPAG9	0.936539708842547	0	0.268307566170735	-0.3	0.166823784698957	-0.4	0.00495962782661845	-0.7
ENSG00000008300	CELSR3	0.431672920541982	-0.4	0.97024499951818	0	0.999449917861016	0	0.648415489448827	-0.3
ENSG00000008311	AASS	NA	-0.1	NA	-0.1	NA	-0.2	NA	0.1
ENSG00000008323	PLEKHG6	0.833997109937185	0.1	0.716151469280286	0.2	0.962115994185429	0	0.460400851736449	0.4
ENSG00000008324	SS18L2	0.658642127269719	-0.2	0.615913123169957	-0.2	0.837600193215343	-0.1	0.0756569646244614	-0.7
ENSG00000008382	MPND	0.189565235191408	-0.4	0.376995783344739	-0.3	0.335144483854245	-0.3	0.786928164599516	-0.1
ENSG00000008394	MGST1	0.725112311726398	0.2	0.783830961380831	0.1	0.198849498318484	0.5	0.820180428733998	0.1
ENSG00000008405	CRY1	0.463107590728858	-0.4	0.949821265699378	0	0.952803139958727	0	0.543499328237603	-0.4
ENSG00000008438	PGLYRP1	0.0444588255920943	0.9	0.253482456242825	0.4	0.0711445517659084	0.7	0.655398971391065	0.3
ENSG00000008441	NFIX	0.48812800325594	-0.4	0.467052452522499	-0.4	0.155265403829409	-0.7	0.0478477661466995	-0.9
ENSG00000008513	ST3GAL1	0.476376706674505	-0.2	0.00431328074237853	-0.5	0.0826065446764205	-0.4	0.00145862928004956	-0.5
ENSG00000008516	MMP25	0.697587374186375	-0.2	0.0913739361991144	0.6	0.550535583127171	0.2	0.497601495857568	0.3
ENSG00000008517	IL32	0.359488242036584	-0.4	0.158100494341104	-0.5	0.272509406005678	-0.5	0.93008067948266	0.1
ENSG00000008710	PKD1	0.101552427687661	-0.7	0.866198993741134	-0.1	0.238357442479658	-0.5	0.994456834882992	0
ENSG00000008735	MAPK8IP2	0.190228383993612	-0.7	0.488166849758742	-0.4	0.496955864154599	-0.5	0.761669904132982	-0.2
ENSG00000008838	MED24	0.728345389130706	0.1	0.81875444033146	0.1	0.932039218480567	0	0.329465991868431	0.3
ENSG00000008853	RHOBTB2	0.460236461450143	-0.3	0.817967263189729	-0.1	0.723149176200546	-0.2	0.859424219621016	0.1
ENSG00000008869	HEATR5B	0.916071561159717	-0.1	0.946857326265078	0	0.967569601437971	0	0.994784485744428	0
ENSG00000008952	SEC62	0.816794265122837	0.1	0.653153894463346	-0.2	0.550535583127171	-0.3	0.0502248462568657	-0.8
ENSG00000008988	RPS20	0.17382343436913	-0.6	0.337859267293095	-0.4	0.0622255850110564	-0.8	0.0869084503139422	-0.7
ENSG00000009307	CSDE1	0.885764670527686	0.1	0.688465356899358	-0.1	0.840197377638368	-0.1	0.113922777525198	-0.4
ENSG00000009335	UBE3C	0.867786359847615	0	0.690242717475668	0.1	0.742645672865826	0.1	0.478911939925268	0.2
ENSG00000009413	REV3L	0.633312982489465	-0.2	0.804429391458334	-0.1	0.216222466603486	-0.5	0.0573428273213462	-0.7
