Gene ID	Gene Name	Design Element	g1_g2.p-value	g1_g2.t-statistic	g1_g2.log2foldchange	g1_g3.p-value	g1_g3.t-statistic	g1_g3.log2foldchange	g2_g4.p-value	g2_g4.t-statistic	g2_g4.log2foldchange	g3_g4.p-value	g3_g4.t-statistic	g3_g4.log2foldchange
ENSG00000004866	ST7	207871_s_at	0.000827983550535599	-4.47925703507805	-0.3	0.0227513004941243	-3.00126127592713	-0.2	NA	0.399538187176554	0	NA	-0.798441651954085	-0.1
ENSG00000004897	CDC27	217879_at	0.163042378165975	2.04322155552046	0.2	0.0668503229716805	2.44482613592834	0.2	NA	1.44314097832687	0.1	NA	1.20187520845367	0.1
ENSG00000004939	SLC4A1	205592_at	1.09354629218572e-05	-5.98440300138494	-0.8	3.40228765417528e-06	-5.49562946710148	-0.6	0.753055288338292	-0.48378477556903	-0.1	0.632263268816547	-0.937638886192094	-0.2
ENSG00000004948	CALCR	207887_s_at	0.857997726999098	-0.373405387133204	0	0.0663414809076597	-2.44924093913209	-0.1	NA	-2.16346986458181	-0.1	NA	-1.05605818212715	-0.1
ENSG00000004961	HCCS	203746_s_at	0.443483295700873	1.26066231660074	0.1	0.0956418088439507	2.22643316600388	0.1	NA	0.450447931773619	0	NA	-0.403519460870539	0
ENSG00000004975	DVL2	57532_at	NA	0.8308310637431	0	0.867800214320204	0.26191249378009	0	NA	-0.447698678356355	0	NA	0.142294140919842	0
ENSG00000005001	PRSS22	205847_at	0.725820687505771	0.663916469445506	0	0.00123954572761469	-4.04569835800396	-0.2	NA	-2.45680079766999	-0.2	NA	-0.34102922329043	0
ENSG00000005007	UPF1	211168_s_at	0.0324928139357367	-2.9411751206407	-0.1	0.677220275092074	0.609813326070675	0	NA	2.27639560438325	0.1	NA	-0.625148504716103	0
ENSG00000005020	SKAP2	204362_at	0.240159513575006	1.77623049829163	0.2	0.148312820317594	1.93386516208569	0.1	NA	2.07834848111231	0.2	0.249698583135765	2.58664828216904	0.3
ENSG00000005022	SLC25A5	200657_at	0.0213584868204431	-3.14280585694707	-0.2	0.101723904246162	-2.18784897934261	-0.1	NA	-0.673064841230111	-0.1	NA	-1.63529273465401	-0.1
ENSG00000005059	MCUB	218802_at	0.00327039626796225	3.95812965739899	0.6	1.3606409984639e-11	7.91489443514269	0.9	0.218665989418759	2.24640280868409	0.4	0.971449022834858	0.0686614477301253	0
ENSG00000005073	HOXA11	213823_at	0.800373114082173	0.505207445134598	0	0.135224993910706	-2.00039071878577	-0.1	NA	-0.15383460108367	0	NA	0.842192330009473	0.1
ENSG00000005100	DHX33	222875_at	0.219118316896649	1.84173049976918	0.1	0.234335661266707	1.60216333124839	0.1	NA	-0.196807525048856	0	NA	0.18820239384352	0
ENSG00000005102	MEOX1	205619_s_at	0.653881522657647	0.816453213662558	0.1	0.185584427587633	1.7781754231607	0.1	0.162450697966188	2.53929551071986	0.5	0.238534052258514	2.6504119661556	0.4
ENSG00000005108	THSD7A	213894_at	0.938652651862002	-0.172218144564392	0	0.216166351191793	-1.66345256012001	-0.2	0.787412524589935	0.421191717443621	0.1	0.537363307716151	1.25757665243881	0.2
ENSG00000005156	LIG3	1554597_at	0.0289091322636236	-2.99861237505017	-0.2	0.070240340287115	-2.4145766156937	-0.1	NA	0.58102878724562	0	NA	0.0170955256876819	0
ENSG00000005175	RPAP3	218842_at	0.878665842741487	-0.324337165189879	-0.1	0.559726051194293	0.830782231130621	0.1	0.307172311034507	1.82668982345899	0.5	0.537981171861902	1.24948486559556	0.3
ENSG00000005187	ACSM3	205942_s_at	0.117698777694161	-2.24692067653266	-0.3	0.104876898342272	-2.16783987897477	-0.3	0.904318599174441	-0.189623015954353	0	0.885955934711032	-0.272904272129602	-0.1
ENSG00000005189	REXO5	215215_s_at	0.385054974367592	1.38766311815054	0.1	0.808172782642791	0.374064441838046	0	NA	-1.78207521190478	-0.1	NA	-1.44075021894095	-0.1
ENSG00000005194	CIAPIN1	208968_s_at	0.351357784144686	-1.46915148066944	-0.1	0.655380829333794	-0.64997749452282	0	NA	0.0267207738678702	0	NA	-0.821383554054495	0
ENSG00000005206	SPPL2B	225248_at	NA	-1.75257754726045	-0.1	0.218167964469656	-1.65710580522278	-0.1	NA	-0.131433054085961	0	NA	-0.0397050044569597	0
ENSG00000005238	FAM214B	211433_x_at	0.391838726590783	-1.37070520801081	-0.1	0.09998895610083	-2.19933142517776	-0.1	NA	-0.490841491652801	0	NA	-0.420479903946122	0
ENSG00000005243	COPZ2	219561_at	0.369474555488127	-1.42671446747371	-0.1	0.102449854444746	-2.18297110405002	-0.1	NA	-0.138901240599881	0	NA	-0.469739698102338	0
ENSG00000005249	PRKAR2B	203680_at	0.819985332778235	0.461300612816175	0.1	0.33005163180555	1.32913814009809	0.2	0.36257180773577	1.55005325301667	0.3	0.687250970256483	0.766401717261894	0.1
ENSG00000005302	MSL3	207551_s_at	0.0339202622336281	2.92147816936573	0.2	6.36638275091797e-07	5.8549102971272	0.3	NA	1.78784452835606	0.1	NA	0.233080854099788	0
ENSG00000005339	CREBBP	202160_at	0.93919361400211	0.170721945345116	0	0.0282855908818807	2.89867779518909	0.2	NA	2.11465341976718	0.2	NA	0.329927372403844	0
ENSG00000005379	TSPOAP1	205839_s_at	0.124438761565693	-2.21515433089935	-0.1	0.740767826857682	-0.495259676934931	0	NA	0.304582231910754	0	NA	-0.854465493084192	-0.1
ENSG00000005381	MPO	203949_at	NA	1.25242849026647	0	0.790026059543232	-0.407861252706236	0	NA	-3.02533861422397	-0.1	NA	-0.64838393581898	0
ENSG00000005421	PON1	206345_s_at	0.13742727618776	2.15525576108869	0.2	0.865097226660261	-0.266972205716609	0	0.0881313726407706	-3.28369409343365	-0.5	0.369618202540026	-1.98231473664949	-0.3
ENSG00000005436	GCFC2	216305_s_at	0.358441520547667	-1.45241343397044	-0.2	0.737249202937992	-0.501767979313854	-0.1	0.390790011273723	1.42933668758977	0.2	0.744633761305538	0.616753314914926	0.1
ENSG00000005448	WDR54	225898_at	0.387050739492337	1.38239809115775	0.1	0.264928033168518	1.5085647504359	0.1	NA	1.37179002421203	0.1	NA	0.943094858287649	0.1
ENSG00000005469	CROT	204573_at	0.663611014453239	-0.794781188611353	0	0.882832451378602	-0.233068237418406	0	NA	1.39902137300206	0.1	NA	0.780033231538713	0
ENSG00000005471	ABCB4	207819_s_at	0.639423126721091	0.844313674123326	0.1	0.55959399275627	0.831445441801934	0	NA	-1.92168001896972	-0.2	NA	-1.50412781505897	-0.1
ENSG00000005483	KMT2E	223190_s_at	0.907246246199986	0.254992406001842	0	0.370554206053119	1.23025402447097	0.2	0.319042838975084	1.76121258885891	0.4	0.462292770159228	1.54176686806099	0.3
ENSG00000005486	RHBDD2	222995_s_at	0.870970644204167	-0.343392790937654	0	0.0232894790551689	-2.98925222979182	-0.1	NA	-1.70463109295323	-0.1	NA	-0.428931168576897	0
ENSG00000005513	SOX8	226913_s_at	0.803743509760756	0.497157846038152	0	0.872442081142656	-0.254283120805714	0	NA	-1.52831317447955	-0.1	NA	-1.03003726198942	-0.1
ENSG00000005700	IBTK	210970_s_at	0.830022159985615	-0.437153626733205	-0.1	0.751905309971187	0.474248830111774	0.1	0.367345823031189	1.53357653716592	0.4	0.598564705816076	1.05242475946464	0.2
ENSG00000005801	ZNF195	204234_s_at	0.877283849120796	-0.329161428124934	-0.1	0.984938087376553	-0.0317645948313268	0	0.376499787605182	1.50450169380101	0.3	0.473622811753232	1.50844364221123	0.3
ENSG00000005810	MYCBP2	201960_s_at	0.556266571295584	1.02274869825658	0.1	0.000141760474547352	4.63440953039437	0.4	0.120656401457962	2.85970958072481	0.4	0.788902924514532	0.515068650424566	0.1
ENSG00000005812	FBXL3	225132_at	0.999718798897459	-0.00154374823158865	0	0.715007787324361	0.541412198936326	0.1	0.453340861461111	1.19850935950656	0.2	0.64030720286171	0.914188890214927	0.1
ENSG00000005844	ITGAL	213475_s_at	0.211664727307632	1.86725677408131	0.2	1.69629968396768e-11	7.87693574454215	0.6	0.231045392395792	2.17884587834864	0.3	0.822108341185648	-0.425930448562328	-0.1
ENSG00000005882	PDK2	202590_s_at	0.00545486818799861	-3.73389618070089	-0.4	0.00956690348825825	-3.36327452792638	-0.3	NA	-1.57266806161189	-0.2	0.346112391035932	-2.07729274925803	-0.3
ENSG00000005889	ZFX	229022_at	0.96875162745552	-0.089157970821403	0	0.466937912140423	1.01460562104763	0.1	0.219839912744811	2.23890691132868	0.3	0.411440022279005	1.79909607753087	0.2
ENSG00000005893	LAMP2	203041_s_at	0.537190570914508	-1.06182854600433	-0.1	0.161775822833987	-1.87558180038639	-0.1	NA	-1.14829226975756	-0.1	NA	-0.543277499350483	-0.1
ENSG00000005961	ITGA2B	206493_at	0.0205236090944148	-3.16194114658383	-0.2	0.0479453437410539	-2.63315570698066	-0.1	NA	-0.681998991751773	0	NA	-1.12121762647137	-0.1
ENSG00000005981	ASB4	235619_at	NA	-1.43772806378842	-0.1	0.670390049797177	0.621813246731133	0	NA	-0.0150660489946876	0	NA	-1.01098199128084	-0.1
ENSG00000006007	GDE1	226214_at	0.730881142622117	-0.654852916552611	0	0.621014743370645	-0.715836559443069	0	NA	-0.00509972989376815	0	NA	-0.246168654473766	0
ENSG00000006015	REX1BD	51200_at	0.999374314351575	0.00281691914316802	0	0.030072667455341	2.86942694667832	0.1	NA	1.8249955839033	0.1	NA	-0.659441337528272	-0.1
ENSG00000006016	CRLF1	206315_at	0.876390519955483	0.33139596260331	0	0.235645103536712	-1.59809489259012	-0.1	NA	0.980334533529097	0.1	NA	1.81218078354101	0.2
ENSG00000006025	OSBPL7	227946_at	0.0073496000065041	3.60388000456042	0.2	0.00640230304660674	3.51298326958427	0.1	NA	0.286306838976516	0	NA	0.485496237336832	0
ENSG00000006042	TMEM98	223170_at	0.0520882862154669	2.70242961717962	0.2	0.386514367530965	-1.1918210852418	-0.1	NA	-1.8255161972695	-0.2	0.945343082706911	0.131603653765572	0
ENSG00000006047	YBX2	219704_at	0.239562599299639	-1.77841041805462	-0.1	0.00263095600255812	-3.81493563892619	-0.2	NA	-3.08595588159706	-0.2	NA	-1.86038984502796	-0.1
ENSG00000006059	KRT33A	208483_x_at	0.999409370447476	0.00249190865814544	0	0.437791220032944	-1.07472839905189	0	NA	-1.49991162402196	-0.1	NA	-0.38218023680459	0
ENSG00000006062	MAP3K14	205192_at	0.999020390653513	0.00437940903412375	0	0.00162142152259455	3.96488028653904	0.2	NA	1.18913855078338	0.1	NA	-0.401027506413479	0
ENSG00000006071	ABCC8	210246_s_at	0.640505308109243	-0.841946728476311	-0.1	0.089461801532961	-2.26718487961561	-0.1	NA	-2.14319073940434	-0.2	NA	-1.88672158587899	-0.2
ENSG00000006116	CACNG3	206384_at	0.333976947025668	-1.51566969186609	-0.1	0.191112989562764	-1.7555118597768	-0.1	NA	-2.23729532503294	-0.1	NA	-1.62744047908287	-0.1
ENSG00000006118	TMEM132A	218834_s_at	0.0936885785469329	2.37961961886249	0.1	0.861416187085766	-0.27370163392405	0	NA	-2.2312245235511	-0.2	NA	-0.931459193760344	-0.1
ENSG00000006125	AP2B1	200612_s_at	0.00489895840536889	3.78708292819623	0.4	0.320173527987797	-1.35613054160897	-0.1	0.390407564440909	-1.43736440788077	-0.2	0.36366794366768	2.0087978739915	0.2
ENSG00000006128	TAC1	206552_s_at	0.131060917875305	2.18257654092106	0.5	0.884794911555111	0.229825793419314	0	0.957495408862772	0.0888461842358667	0	0.420203457839237	1.77434747847536	0.5
ENSG00000006194	ZNF263	203707_at	0.407773123428523	1.33508620588383	0.1	0.246158725095152	1.56414726992106	0.1	NA	0.941780844274893	0	NA	0.553649809389318	0
ENSG00000006210	CX3CL1	823_at	0.00970449974465502	3.4914035780772	0.3	0.000196411707855396	4.55109562084044	0.3	NA	1.86492787830446	0.2	0.488746294452181	1.45511703309616	0.2
ENSG00000006282	SPATA20	218164_at	0.786726271932324	-0.53299647306036	0	0.271266987921151	-1.48949439043586	-0.1	NA	-0.539565445284147	-0.1	NA	-0.0462062054433353	0
ENSG00000006283	CACNA1G	211802_x_at	0.860597040844919	-0.36741575103197	0	0.036645337638032	-2.77078995258983	-0.1	NA	-2.14178606702861	-0.1	NA	-0.589056715429555	0
ENSG00000006327	TNFRSF12A	218368_s_at	0.00326852135168355	3.96456888745728	0.4	0.565668272747598	0.819358617065236	0.1	0.639711170704689	-0.7284197243332	-0.1	0.537363307716151	1.26040097577016	0.2
ENSG00000006377	DLX6	221289_at	0.119652191129971	-2.23767919677081	-0.1	0.299520471598423	-1.40986256817552	-0.1	NA	-1.03380279143878	-0.1	NA	-1.55684290857418	-0.1
ENSG00000006432	MAP3K9	213927_at	0.955390053174692	0.129918297227172	0	0.68650653286763	-0.592824573432845	0	NA	0.199688424989738	0	NA	0.188281438730907	0
ENSG00000006451	RALA	224880_at	0.0741678638030247	2.51470660994947	0.2	0.331427333471327	1.32572133286682	0.1	NA	1.04435895879273	0.1	NA	2.30426439765434	0.1
ENSG00000006453	BAIAP2L1	229798_s_at	0.997979540716643	0.00826972693031929	0	0.797367793345279	-0.394342641967778	0	NA	-2.0175523776279	-0.2	NA	-1.45102787768162	-0.1
ENSG00000006459	KDM7A	221778_at	0.749875545134993	0.611616053015967	0.1	0.142855382927083	1.95992402365449	0.2	0.318385834482183	1.76380062245279	0.3	0.780178889065009	0.534626898814819	0.1
ENSG00000006468	ETV1	206501_x_at	0.818278427213317	0.465540609269604	0	0.037704657125286	-2.75625326584529	-0.1	NA	-1.35225518938235	-0.1	NA	0.749509070428835	0
ENSG00000006530	AGK	222132_s_at	NA	-0.837120075553513	0	0.654289657312485	-0.652034665705327	0	NA	-0.163599694585756	0	NA	-0.655557417604823	0
ENSG00000006534	ALDH3B1	211004_s_at	0.0539859716764884	-2.6840618267057	-0.2	0.0770124679633993	-2.35872056669131	-0.1	NA	-0.756884288549583	-0.1	NA	-1.61126620221964	-0.1
ENSG00000006555	TTC22	235651_at	0.0652649083255402	-2.58991263345852	-0.3	0.32193675850304	-1.35155178338722	-0.1	0.509842022590813	-1.04056757403474	-0.1	0.344355974422931	-2.09862181016275	-0.3
ENSG00000006576	PHTF2	209780_at	0.913660753413312	0.241739929784529	0	0.0152088279017239	3.17914769841419	0.4	0.107560632711821	2.95980504688062	0.7	0.537981171861902	1.24977101479982	0.3
ENSG00000006606	CCL26	223710_at	0.90604398776655	-0.258402827334468	0	0.21343655808612	1.67321305537526	0.1	NA	-1.53728626264708	-0.1	NA	-2.89449332864688	-0.2
ENSG00000006607	FARP2	225652_at	0.0631827928091846	2.6075287747189	0.1	0.730343709139111	0.515611305032624	0	NA	0.519778877663376	0	NA	2.01388731704083	0.1
ENSG00000006611	USH1C	205137_x_at	0.417833899285465	-1.31491177142293	-0.2	0.21343655808612	-1.67313941155695	-0.2	0.237675864869783	-2.15970702709776	-0.3	0.350609838961279	-2.06137589915805	-0.3
ENSG00000006625	GGCT	215380_s_at	0.481061213348789	-1.17765085902884	-0.1	0.911920675988348	0.17586992856724	0	NA	0.370529513781976	0	NA	-0.353731490901029	0
ENSG00000006634	DBF4	204244_s_at	0.924115947817475	-0.20947111439391	0	0.00371081231615196	3.70323082956421	0.4	0.117661135783317	2.87983075942116	0.5	0.780492674776653	0.532950524344725	0.1
ENSG00000006638	TBXA2R	207555_s_at	0.406150100760203	-1.33880074726021	-0.1	0.0874700991642583	-2.28093524147145	-0.1	NA	-1.31271693965273	-0.1	NA	-0.57580359275462	-0.1
ENSG00000006652	IFRD1	202146_at	0.889846587119827	0.297068624613378	0	0.692852557017046	0.581912434050141	0.1	0.453340861461111	1.19641335846095	0.2	0.508940492150637	1.35787591980916	0.2
