Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange	g2_g3.p-value	g2_g3.log2foldchange
ENSG00000002586	CD99	0.00353405304292918	-0.3	0.840002828412479	0
ENSG00000002587	HS3ST1	0.000661016126944981	0.3	0.0129665306639805	0.4
ENSG00000002726	AOC1	9.51572853672366e-12	-1.9	6.19241084585387e-06	-1.6
ENSG00000002745	WNT16	0.0850504640395417	0.5	0.9492784663585	0
ENSG00000002746	HECW1	0.377800702610161	0.2	0.0225847557088343	0.5
ENSG00000002822	MAD1L1	0.0143047694548987	-0.3	0.384327645411086	-0.1
ENSG00000002834	LASP1	0.00156852773031088	-0.3	0.112639580666026	-0.2
ENSG00000002919	SNX11	0.00601464004100661	-0.2	0.171342922254126	-0.1
ENSG00000002933	TMEM176A	0.0117249393122698	-0.3	0.00151050829986698	-0.5
ENSG00000003056	M6PR	0.454419942132114	0.1	0.060022997770723	0.3
ENSG00000003096	KLHL13	0.0815148162589695	0.3	0.0730728234251513	-0.4
ENSG00000003137	CYP26B1	0.00300111537636864	0.8	0.142904888461346	0.5
ENSG00000003147	ICA1	0.00059917472655996	-0.4	0.00299446029060231	-0.4
ENSG00000003249	DBNDD1	0.0083440719370378	-0.5	0.746551412906553	-0.1
ENSG00000003393	ALS2	3.06387665312359e-06	0.5	0.0013531747702713	0.4
ENSG00000003400	CASP10	0.00505705983282127	0.3	5.21589021565396e-09	0.8
ENSG00000003402	CFLAR	9.43344023857968e-08	0.5	1.8129300706434e-07	0.6
ENSG00000003436	TFPI	6.73761980750606e-06	0.9	8.31099273806154e-09	1.4
ENSG00000003509	NDUFAF7	0.304855258494476	-0.1	0.553457776467227	0.1
ENSG00000003756	RBM5	0.394493134380027	0.1	0.933473810383356	0
ENSG00000003987	MTMR7	0.186231073915021	0.2	0.828638174541166	0
ENSG00000003989	SLC7A2	0.000510923553796411	0.8	9.11459182411511e-09	1.5
ENSG00000004059	ARF5	9.43593346046744e-09	-0.7	0.00132493323505026	-0.5
ENSG00000004139	SARM1	0.128935619103134	0.1	0.000267772634604983	-0.3
ENSG00000004142	POLDIP2	2.52115284042964e-11	-0.7	0.00598071132459092	-0.4
ENSG00000004399	PLXND1	6.22492587848881e-05	0.7	1.09084342860609e-09	1.3
ENSG00000004455	AK2	2.44608034345162e-09	-0.6	0.000406321167844393	-0.5
ENSG00000004468	CD38	0.00161906129333062	0.8	0.000121783186211613	1.2
ENSG00000004478	FKBP4	4.60763457357679e-06	-0.8	0.0119616371773382	-0.5
ENSG00000004487	KDM1A	0.000140314315969957	-0.2	5.57847694857448e-05	-0.3
ENSG00000004534	RBM6	0.596419307397268	0.1	0.854473709412967	0
ENSG00000004660	CAMKK1	0.104724354765277	0.2	0.276340186612611	-0.2
ENSG00000004700	RECQL	4.49958289954484e-05	0.8	2.3419195965054e-07	1.1
ENSG00000004766	VPS50	0.158993347194625	-0.2	0.428075635311145	-0.1
ENSG00000004776	HSPB6	0.0723263088784178	0.5	0.157450340325216	0.4
ENSG00000004777	ARHGAP33	0.948788893713092	0	0.0212677502108485	-0.3
ENSG00000004779	NDUFAB1	6.70094192723902e-10	-1	0.000123891829247686	-0.7
ENSG00000004799	PDK4	8.99532947801953e-05	0.9	0.0915907672386472	-0.4
ENSG00000004809	SLC22A16	0.162832921997611	0.6	0.00555701943401736	1.3
ENSG00000004838	ZMYND10	0.683655931818698	-0.1	0.840327661947413	0
ENSG00000004846	ABCB5	0.764310821882914	0.1	0.0200765870464501	0.9
ENSG00000004848	ARX	0.601735514395629	0.1	0.143545164683927	-0.5
ENSG00000004864	SLC25A13	5.89194044575681e-08	-0.6	0.00210799414109282	-0.4
ENSG00000004866	ST7	0.193695824856764	0.1	0.0114176937966953	0.2
ENSG00000004897	CDC27	0.0010514486990621	0.4	9.92432403466392e-11	0.7
ENSG00000004939	SLC4A1	0.0781736652177995	0.7	3.10727333993292e-07	1.7
ENSG00000004948	CALCR	0.143849995794635	0.6	0.156311262729653	-0.8
ENSG00000004961	HCCS	1.15372167260079e-09	-0.7	5.52539670797274e-06	-0.6
ENSG00000004975	DVL2	0.456109325419009	0	0.0145948953789769	-0.2
ENSG00000005001	PRSS22	0.0076461015916891	-1	0.720144899705154	-0.2
ENSG00000005007	UPF1	0.00723846695637403	-0.2	0.175300834246022	-0.1
ENSG00000005020	SKAP2	0.421837440582263	-0.1	0.6701000043055	-0.1
ENSG00000005022	SLC25A5	3.92741984564607e-11	-1	9.33089919422696e-06	-0.8
ENSG00000005059	MCUB	0.00195251729068845	0.5	0.00106331839890252	0.5
ENSG00000005073	HOXA11	0.0190009182606077	-0.9	0.698142706171785	0.2
ENSG00000005075	POLR2J	8.65079750333202e-06	-0.8	0.0217543653283687	-0.5
ENSG00000005100	DHX33	0.330926282980846	0.1	0.0796771696118378	0.2
ENSG00000005102	MEOX1	1.34172468220559e-05	1	4.35777471379331e-15	1.8
ENSG00000005108	THSD7A	1.24921685021719e-05	1.2	7.13259918538811e-13	2.2
ENSG00000005156	LIG3	0.213606127102995	-0.1	0.531469418316608	-0.1
ENSG00000005175	RPAP3	0.737355605876592	0	0.0352613015859758	0.2
ENSG00000005187	ACSM3	9.86736973220274e-06	-0.9	2.3279156766349e-07	-1.3
ENSG00000005189	REXO5	0.0245683696543503	-0.3	6.24250740788598e-05	-0.5
ENSG00000005194	CIAPIN1	1.88226343599491e-08	-0.6	0.0124635633622723	-0.3
ENSG00000005206	SPPL2B	0.00173313212081447	-0.5	4.57691165926961e-07	-0.8
ENSG00000005238	FAM214B	3.83008338847666e-06	-0.6	0.0311813473389185	-0.3
ENSG00000005243	COPZ2	0.295591532911525	0.2	0.00680276988634682	0.6
ENSG00000005249	PRKAR2B	0.000699444202038692	0.6	0.00389518544205521	0.6
ENSG00000005302	MSL3	2.83728832909624e-05	0.4	1.17341366411963e-09	0.8
ENSG00000005339	CREBBP	0.000135837041308765	0.4	0.253773473722651	0.2
ENSG00000005379	TSPOAP1	0.000872042582596786	0.5	0.227164269788543	-0.2
ENSG00000005381	MPO	0.000125513079848792	1.1	6.72878304444477e-05	1.3
ENSG00000005421	PON1	0.44617976289002	0.2	0.00260493534699234	-1
ENSG00000005436	GCFC2	0.253978850543187	0.1	0.850065576196413	0
ENSG00000005448	WDR54	0.598366621620423	0.1	0.436476102035301	0.1
ENSG00000005469	CROT	0.00196801270938557	-0.4	6.18785392000111e-09	-0.8
ENSG00000005471	ABCB4	0.402447522332383	0.2	0.600170869177741	-0.2
ENSG00000005483	KMT2E	0.0365225973877533	0.4	0.120854577946867	0.3
ENSG00000005486	RHBDD2	0.954217571510397	0	0.697916018535758	-0.1
ENSG00000005513	SOX8	0.894133724469902	0	0.11239895935483	-0.4
ENSG00000005700	IBTK	0.454636879276953	-0.1	0.21625176661621	0.2
ENSG00000005801	ZNF195	0.413117834896419	-0.1	0.0500158350335913	-0.2
ENSG00000005810	MYCBP2	0.000134330986904692	0.6	3.45797161654758e-05	0.8
ENSG00000005812	FBXL3	0.316400517571005	0.1	0.111387744877412	0.2
ENSG00000005844	ITGAL	0.00173061768472785	0.7	0.165016435510939	0.4
ENSG00000005882	PDK2	3.20917299212136e-05	-0.5	2.02618514592764e-10	-0.9
ENSG00000005884	ITGA3	1.61421698230045e-08	-0.9	6.90058183809298e-05	-0.7
ENSG00000005889	ZFX	0.000371518971529733	0.4	0.000259447897244597	0.5
ENSG00000005893	LAMP2	0.291274816287395	0.1	7.28346404181481e-06	0.5
ENSG00000005961	ITGA2B	0.000200390819156831	0.7	0.00804946677609165	0.7
ENSG00000005981	ASB4	0.900016941430756	0	0.0154736021744062	-0.8
ENSG00000006007	GDE1	1.66751959018281e-09	-0.7	5.26772978485534e-05	-0.6
ENSG00000006015	REX1BD	0.00260540018762487	-0.6	0.0118089819465326	-0.6
ENSG00000006016	CRLF1	0.161304725315176	-0.3	0.239097640799814	0.3
ENSG00000006025	OSBPL7	2.08312846883598e-07	-0.7	4.89053812406745e-08	-1
ENSG00000006042	TMEM98	4.77156247653795e-09	-0.8	3.31341208333168e-12	-1.2
ENSG00000006047	YBX2	0.000225135651813223	-0.9	0.000221774192655314	-1.3
ENSG00000006059	KRT33A	NA	0	NA	0
ENSG00000006062	MAP3K14	0.158637379945953	0.1	0.362696042137664	-0.1
ENSG00000006071	ABCC8	0.0117873723459498	0.4	0.804483233015673	0.1
ENSG00000006116	CACNG3	NA	0	NA	-0.1
ENSG00000006118	TMEM132A	0.0302727214065815	0.4	1.20508345449141e-18	1.6
ENSG00000006125	AP2B1	5.74543175116364e-06	-0.4	0.293383207437743	-0.1
ENSG00000006128	TAC1	0.167182246154152	0.5	0.56151057699576	0.3
ENSG00000006194	ZNF263	0.335614129382111	-0.1	0.00165274766831894	-0.2
ENSG00000006210	CX3CL1	0.00401041596055675	0.6	0.00198511427914564	0.8
ENSG00000006282	SPATA20	3.97916061872396e-05	-0.5	2.32484918299934e-05	-0.6
ENSG00000006283	CACNA1G	0.0130622088128171	0.6	0.456047264376386	0.2
ENSG00000006327	TNFRSF12A	0.857295893034395	-0.1	0.247125340252968	0.4
ENSG00000006377	DLX6	0.300370151189096	-0.5	0.57908479238352	-0.3
ENSG00000006432	MAP3K9	0.386680727285012	-0.1	0.621834080552487	-0.1
ENSG00000006451	RALA	2.07824155398435e-07	-0.4	0.590570341880909	-0.1
ENSG00000006453	BAIAP2L1	6.96630973808732e-06	-0.8	0.000306345968350897	-0.9
ENSG00000006459	KDM7A	0.9749632877223	0	0.095629214799405	-0.3
ENSG00000006468	ETV1	0.168134943899931	0.3	0.0021009150902127	0.6
ENSG00000006530	AGK	0.99208579199195	0	0.312895058228379	0.1
ENSG00000006534	ALDH3B1	0.0007603810318748	-0.5	0.132049834521103	-0.3
ENSG00000006555	TTC22	5.35448442034517e-08	-1.1	8.298600721024e-07	-1.2
ENSG00000006576	PHTF2	0.00164357093793309	0.4	0.00213056881778614	0.5
ENSG00000006606	CCL26	0.57513268614252	0.2	0.00101922319139837	0.9
ENSG00000006607	FARP2	0.0489436857833259	-0.2	0.0248116785630334	-0.3
ENSG00000006611	USH1C	6.92833802231376e-07	-1	1.54710229306623e-05	-1.3
ENSG00000006625	GGCT	2.6191235117658e-07	-0.7	0.0278719669669652	-0.4
ENSG00000006634	DBF4	0.840372067889029	0	0.166512838992597	0.2
ENSG00000006638	TBXA2R	0.000975370617488592	0.6	0.013641448817031	0.5
ENSG00000006652	IFRD1	0.13396306629537	0.4	0.821406436496618	0.1
ENSG00000006659	LGALS14	NA	-0.2	NA	-0.1
ENSG00000006695	COX10	7.72735517581167e-08	-0.6	1.09450965305923e-05	-0.7
ENSG00000006704	GTF2IRD1	0.152640020473964	-0.2	0.218093531632654	-0.2
ENSG00000006712	PAF1	0.869724702224934	0	0.520653828266179	-0.1
ENSG00000006715	VPS41	0.965507399285243	0	0.3151059683686	-0.1
ENSG00000006740	ARHGAP44	3.73496809335539e-08	-1.1	2.39321501521494e-10	-1.4
ENSG00000006744	ELAC2	0.000130597802170227	-0.3	0.162754764146939	-0.1
ENSG00000006747	SCIN	0.000114922112971071	-1	4.25897389667608e-06	-1.4
ENSG00000006756	ARSD	1.85956010222162e-06	-0.8	2.79828718891518e-12	-1.3
ENSG00000006757	PNPLA4	1.53410691771738e-09	-0.8	5.7103885683436e-08	-0.8
ENSG00000006788	MYH13	0.0682255583713139	0.7	0.0590257400356518	0.8
ENSG00000006831	ADIPOR2	0.00036512609738411	-0.3	0.453034357680468	-0.1
ENSG00000006837	CDKL3	0.338666237606078	0.2	0.197910120738555	0.2
ENSG00000007001	UPP2	0.331590380495508	0.4	0.521484251475359	0.3
ENSG00000007038	PRSS21	0.00626896963900597	-0.8	0.213996375216754	-0.4
ENSG00000007047	MARK4	0.100731507372321	0.2	0.00195240857783696	0.3
ENSG00000007062	PROM1	0.00239182793810706	-0.6	2.58335831466858e-06	-1.3
ENSG00000007080	CCDC124	1.31890046427837e-05	-0.7	0.286331348655564	-0.2
ENSG00000007129	CEACAM21	0.000574539900059845	0.7	0.00297545760694745	0.7
ENSG00000007168	PAFAH1B1	0.270251212134143	0.1	0.0715079749119351	0.1
ENSG00000007171	NOS2	0.000137315052111342	1	2.97811104073173e-05	1.3
ENSG00000007174	DNAH9	0.464963311580905	-0.2	0.0692892099629614	0.4
ENSG00000007202	KIAA0100	0.544244376838388	-0.1	0.17301047738357	0.1
ENSG00000007216	SLC13A2	0.17785524651265	0.5	5.40367416933877e-09	-2.2
ENSG00000007237	GAS7	0.00634002469817188	0.6	0.00849500692265822	0.6
ENSG00000007255	TRAPPC6A	5.40787990620749e-07	-0.9	2.30206091092625e-08	-1.2
ENSG00000007264	MATK	0.0962654596521231	0.4	0.510926330165956	-0.2
ENSG00000007306	CEACAM7	3.67061556173857e-05	-1.7	0.00175690065584059	-1.5
ENSG00000007312	CD79B	0.612742222790122	-0.2	0.627139087044542	-0.2
ENSG00000007314	SCN4A	0.0898224743309449	0.4	0.333805953915156	-0.3
ENSG00000007341	ST7L	0.0172507272127139	-0.1	0.0598298386596943	-0.1
ENSG00000007350	TKTL1	6.78251589364038e-05	1.3	0.0473010203055041	0.8
ENSG00000007372	PAX6	0.00314511783748346	0.4	0.0105320512511365	-0.4
ENSG00000007376	RPUSD1	9.39549835559603e-06	-0.7	0.0824583608355802	-0.3
ENSG00000007384	RHBDF1	0.811823658064572	0	0.00219962822171604	0.5
ENSG00000007392	LUC7L	0.528779527776856	0.1	0.55462109273223	-0.1
ENSG00000007402	CACNA2D2	0.589854460311297	-0.1	7.68742063075923e-08	-0.8
ENSG00000007516	BAIAP3	0.235096591580368	-0.2	1.39760937412072e-08	-1.1
ENSG00000007520	TSR3	3.13898556784455e-06	-0.8	0.0247560041987324	-0.5
ENSG00000007541	PIGQ	0.000339736926974055	-0.5	0.0330428375113842	-0.3
ENSG00000007545	CRAMP1	0.000245456970588721	0.2	0.491232261119904	0.1
ENSG00000007866	TEAD3	0.16448021597374	-0.1	0.0823980471506176	-0.2
ENSG00000007908	SELE	7.38858050245477e-06	1.7	4.45201136541046e-19	3.5
ENSG00000007923	DNAJC11	2.98813772753005e-05	-0.5	0.000789869528384133	-0.5
ENSG00000007933	FMO3	1.37303517398607e-05	1.4	0.00133709162314536	1.1
ENSG00000007944	MYLIP	0.0737324470531366	0.4	0.907390668623789	0
ENSG00000007952	NOX1	0.00982295738168329	-1	0.0901875446688856	-0.7
ENSG00000007968	E2F2	3.47322748869643e-06	-0.9	0.00502360919662948	-0.6
ENSG00000008018	PSMB1	0.00151560111968824	-0.5	0.109189243615195	-0.3
ENSG00000008056	SYN1	0.736423132417023	-0.1	0.126611974149284	0.4
ENSG00000008083	JARID2	5.06572071972799e-06	0.4	3.13929868323247e-05	0.5
ENSG00000008086	CDKL5	0.0140743522268042	0.4	0.000681368690222552	0.6
ENSG00000008118	CAMK1G	0.337132476246447	0.4	0.800955676689183	0.1
ENSG00000008128	CDK11A	0.310260107664429	0.1	0.768509331251362	0
ENSG00000008130	NADK	1.83450609436915e-08	-0.5	0.00314883625702442	-0.3
ENSG00000008196	TFAP2B	NA	0	NA	0.1
ENSG00000008197	TFAP2D	NA	0	NA	0.1
ENSG00000008226	DLEC1	0.398894156338068	-0.1	1.22584167499717e-06	-0.6
ENSG00000008256	CYTH3	0.000577472721494944	0.5	0.145121180946678	0.3
ENSG00000008277	ADAM22	0.0208318027045863	-0.3	1.70033975611661e-17	-1.2
ENSG00000008282	SYPL1	0.181679492612954	-0.1	0.598017776662967	0.1
ENSG00000008283	CYB561	9.09614428213913e-06	-0.5	0.111560382499375	-0.2
ENSG00000008294	SPAG9	0.0341117994256869	0.3	0.0200164339301941	0.4
ENSG00000008300	CELSR3	0.276591494960548	0.2	0.242655549970711	-0.2
ENSG00000008311	AASS	9.9998816961539e-08	1.1	1.79140607109252e-05	1
ENSG00000008323	PLEKHG6	7.94318756778143e-08	-1.2	2.38940409309511e-10	-1.8
ENSG00000008324	SS18L2	0.336728104874591	-0.1	0.989548616411813	0
ENSG00000008382	MPND	2.37929725876211e-11	-1.3	9.19398871105747e-09	-1.3
ENSG00000008394	MGST1	6.78493170045257e-09	-1.2	0.000756117406865341	-0.9
ENSG00000008405	CRY1	0.101677096618005	0.4	0.335765349126991	0.2
ENSG00000008438	PGLYRP1	9.87135653666167e-05	1.1	1.15275565974861e-08	1.9
ENSG00000008441	NFIX	0.440254915195886	0.1	0.103787573074242	-0.3
ENSG00000008513	ST3GAL1	5.06572071972799e-06	0.9	7.40893854882124e-06	1
ENSG00000008516	MMP25	8.81876176251547e-07	1	4.42913867953416e-11	1.8
ENSG00000008517	IL32	0.961921915354988	0	0.816166027718288	0.1
ENSG00000008710	PKD1	0.139806918234355	0.2	0.771746908514374	0
ENSG00000008735	MAPK8IP2	0.096341141087825	-0.3	0.0107669880656148	-0.6
ENSG00000008838	MED24	0.000786619419325436	-0.3	0.0645163860144962	-0.2
ENSG00000008853	RHOBTB2	0.00139042385957422	0.6	0.340714308470958	0.2
ENSG00000008869	HEATR5B	0.0265148054115415	0.3	0.0789437371945365	0.2
ENSG00000008952	SEC62	0.135892133828591	0.2	1.89597807341572e-05	0.5
ENSG00000008988	RPS20	0.260035911469372	-0.2	0.0459768543271898	-0.4
ENSG00000009307	CSDE1	0.0887711515944641	0.1	0.0956728739728035	0.1
ENSG00000009335	UBE3C	0.319125010149069	-0.1	0.799191636119294	0
ENSG00000009413	REV3L	0.0015912649252319	0.5	0.00523624696907953	0.5
ENSG00000009694	TENM1	0.000532942036781729	0.8	0.595855527346416	0.2
ENSG00000009709	PAX7	0.991919875818446	0	NA	-0.1
ENSG00000009724	MASP2	0.146919645027248	0.3	0.142214565782994	-0.3
ENSG00000009765	IYD	0.230497692710093	-0.3	1.04432221864591e-05	-1.3
ENSG00000009780	FAM76A	0.925372648668253	0	0.30247262391166	-0.1
ENSG00000009790	TRAF3IP3	0.00178707714151162	0.6	0.596555583866073	0.2
ENSG00000009830	POMT2	0.117676763771203	-0.1	0.571275458984131	0.1
ENSG00000009844	VTA1	8.88508076922783e-05	-0.3	0.197466257893188	-0.2
ENSG00000009950	MLXIPL	1.93218993268895e-06	1.2	0.0491786472433562	-0.6
ENSG00000009954	BAZ1B	0.697572985231409	0	0.106318279079919	0.1
ENSG00000010017	RANBP9	0.0061184261175519	0.2	1.29248099274401e-07	0.5
ENSG00000010030	ETV7	3.83296705725793e-06	0.7	1.60416475477971e-14	1.3
ENSG00000010072	SPRTN	0.0738066436748172	0.2	0.000198223203389509	0.5
ENSG00000010165	EEF1AKNMT	3.14397355453747e-06	-0.4	0.00937672737896365	-0.3
ENSG00000010219	DYRK4	0.116977122851176	-0.2	0.194035158607292	-0.2
ENSG00000010244	ZNF207	0.986761912978262	0	0.529246462507817	0.1
ENSG00000010256	UQCRC1	2.55460228625242e-13	-1.3	4.41100114106265e-06	-1
ENSG00000010270	STARD3NL	0.54631940139568	0.1	7.27373058372621e-05	0.3
ENSG00000010278	CD9	3.69017151360715e-13	-1	9.99128098176699e-07	-0.9
ENSG00000010282	HHATL	0.0363289276496378	-0.7	0.341576294204919	-0.4
ENSG00000010292	NCAPD2	0.289481491376406	-0.1	0.366858575651599	-0.1
ENSG00000010295	IFFO1	0.000959368191489	0.6	0.00186638761828046	0.6
ENSG00000010310	GIPR	0.000156527067669182	-0.7	0.00168093509504926	-0.7
ENSG00000010318	PHF7	4.66712453420044e-06	-0.6	3.65471385768043e-07	-0.8
ENSG00000010319	SEMA3G	0.100862540560385	0.4	0.0251496648589042	0.6
ENSG00000010322	NISCH	0.186036651631006	0.1	0.810046942836001	0
ENSG00000010327	STAB1	0.177619480376897	0.3	0.123970999558752	0.4
ENSG00000010361	FUZ	0.092902879342868	0.2	0.356886772467025	0.1
ENSG00000010379	SLC6A13	0.120893951876071	0.5	8.3330907920122e-05	1.4
ENSG00000010404	IDS	0.000130111965789465	0.6	0.0592612424606185	0.4
ENSG00000010438	PRSS3	5.65395313889728e-11	-1.6	1.18183394234177e-05	-1.5
ENSG00000010539	ZNF200	0.00363802469534839	0.2	0.00568086337770656	0.2
ENSG00000010610	CD4	0.00180422214272909	0.6	0.128445498018535	0.4
ENSG00000010626	LRRC23	0.996590921541106	0	0.218207490141313	-0.3
ENSG00000010671	BTK	0.0412852558491083	0.5	0.123776393061135	0.5
ENSG00000010704	HFE	0.78021893898533	0	0.926907124761186	0
ENSG00000010803	SCMH1	0.138143976603106	-0.1	0.000566297526672382	-0.2
ENSG00000010810	FYN	2.51773292413374e-06	0.9	2.3550795356499e-05	1
ENSG00000010818	HIVEP2	0.000608865561938783	0.6	0.000130511571689913	0.8
ENSG00000010932	FMO1	3.35462728124992e-05	1.3	3.9246040450962e-10	2.2
ENSG00000011007	ELOA	0.298470860940793	-0.1	0.311520216875501	0.1
ENSG00000011009	LYPLA2	6.22809877931178e-09	-1	0.000565085993753929	-0.7
ENSG00000011021	CLCN6	0.000130368677489055	0.3	9.72128511145387e-05	0.4
ENSG00000011028	MRC2	0.0334958789534996	0.5	0.00512131144994392	0.7
ENSG00000011052	NME1-NME2	0.0455401224733731	-0.5	0.00333813042922945	0.7
ENSG00000011083	SLC6A7	8.08522034877547e-08	-1.3	8.25486925144381e-08	-1.6
ENSG00000011105	TSPAN9	0.00256879725799346	0.5	3.61913191044357e-08	1
ENSG00000011114	BTBD7	0.400676534700845	0.1	0.489193192736968	0.1
ENSG00000011132	APBA3	0.361802099046614	-0.1	0.803094836042602	0
ENSG00000011143	MKS1	0.00438701730034551	-0.2	7.65635405098487e-07	-0.5
ENSG00000011198	ABHD5	0.977364072275666	0	0.00191134168989115	0.4
ENSG00000011201	ANOS1	0.00113305507924444	0.8	0.000575144716315601	0.9
ENSG00000011243	AKAP8L	0.878120191915724	0	0.796493202759633	0
ENSG00000011258	MBTD1	0.0401956951807775	0.3	0.756080508197322	-0.1
ENSG00000011260	UTP18	0.116315965184719	-0.1	0.697666623891666	0
ENSG00000011275	RNF216	3.64262489161439e-05	0.4	0.0503569628851728	0.2
ENSG00000011295	TTC19	1.19330761031633e-05	-0.4	4.92390986440804e-09	-0.5
ENSG00000011304	PTBP1	0.0888845159746546	-0.1	0.974793891484021	0
ENSG00000011332	DPF1	0.88181278929606	0	0.084714537501001	0.4
ENSG00000011347	SYT7	4.90491670330699e-07	-0.7	7.95460331612817e-05	-0.7
ENSG00000011376	LARS2	6.77556734673634e-06	-0.6	0.312567778668266	-0.2
ENSG00000011405	PIK3C2A	0.00259387624941743	0.5	6.23951075624023e-07	0.9
ENSG00000011422	PLAUR	0.313215935423622	0.3	0.0202671322733628	0.7
ENSG00000011426	ANLN	0.911003370626795	0	0.00842512955815705	0.6
ENSG00000011451	WIZ	0.0297940377763125	-0.2	0.367691919580089	0.1
ENSG00000011454	RABGAP1	0.786436141098045	0	0.986864607503147	0
ENSG00000011465	DCN	0.00591527380112559	0.7	0.0760281404065301	0.5
ENSG00000011478	QPCTL	0.000734062737204601	-0.5	0.455018643358485	-0.1
ENSG00000011485	PPP5C	1.49813977529619e-05	-0.4	0.278733782782138	-0.1
ENSG00000011523	CEP68	0.000509673799880341	0.4	0.496766258548768	0.1
ENSG00000011566	MAP4K3	0.00965943924951617	0.5	0.051409137160598	0.4
ENSG00000011590	ZBTB32	0.000160963146117322	0.9	5.59219834913657e-07	1.3
ENSG00000011600	TYROBP	0.0388315971771113	0.5	0.020627701674907	0.7
ENSG00000011638	TMEM159	1.06955104196758e-08	-0.6	0.000172547186037894	-0.5
ENSG00000011677	GABRA3	0.458915578414759	0.3	0.942289398239713	0
ENSG00000012048	BRCA1	0.236553561271123	-0.2	0.864538874001452	0
ENSG00000012061	ERCC1	0.290915756139412	-0.1	0.0868562980827131	-0.2
ENSG00000012124	CD22	0.917502763499178	0	0.098857422940881	-0.7
ENSG00000012171	SEMA3B	0.00110748342909731	-0.5	0.000210790334911564	-0.7
ENSG00000012174	MBTPS2	0.143561701006392	0.2	5.52883278729016e-05	0.5
ENSG00000012211	PRICKLE3	2.58888194473908e-06	-0.4	0.594637877357194	-0.1
ENSG00000012223	LTF	0.273293961563113	-0.4	0.312670562619732	0.4
ENSG00000012232	EXTL3	0.0662850205163333	0.2	0.000230646566425626	0.4
ENSG00000012504	NR1H4	0.914838948285085	0	0.00494658902066538	-1.1
ENSG00000012660	ELOVL5	1.41113822965879e-05	0.9	1.02025929824986e-08	1.3
ENSG00000012779	ALOX5	0.000201383434291876	0.7	0.000461367460441004	0.9
ENSG00000012817	KDM5D	0.130143873595105	0.7	0.148939601543886	0.8
ENSG00000012822	CALCOCO1	0.000754458219850977	0.4	0.108474214312422	0.2
ENSG00000012963	UBR7	0.000128066731963504	-0.2	0.00701910134863052	-0.2
ENSG00000012983	MAP4K5	0.0231885960822676	0.3	0.0391570639534281	0.3
ENSG00000013016	EHD3	5.0228724117938e-06	0.9	1.34827316351435e-10	1.4
ENSG00000013275	PSMC4	3.6997931621858e-05	-0.4	0.816553247839002	0
ENSG00000013288	MAN2B2	0.403267457011592	-0.1	0.231435442338987	-0.1
ENSG00000013293	SLC7A14	0.684756641445295	0.2	0.924358498275464	0
ENSG00000013297	CLDN11	0.00507293774081303	0.6	0.0196016612199946	0.6
ENSG00000013306	SLC25A39	1.27702433083595e-08	-0.8	0.00336549465966847	-0.5
ENSG00000013364	MVP	9.20636555781415e-10	-1.1	1.9063251019723e-05	-0.9
ENSG00000013374	NUB1	0.64448650755574	0	0.689927188803004	0
ENSG00000013375	PGM3	0.803290892356681	0	2.32972934633422e-08	0.6
ENSG00000013392	RWDD2A	0.882923364345868	0	0.00932242953129741	0.3
ENSG00000013441	CLK1	9.33942395965752e-05	0.6	0.0171106207502845	0.4
