Creation Time:	2022-12-29 16:29:13

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.8
threshold type:	proportion
belief:	2.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3207313394

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	8738
Proportion perturbed genes:	0.799963380023803

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.1774193548387097
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-6282.568737615176 +- 12.036930673411996

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
246	82	64	0.0382	0.07639	1.313e+03	0.192	tissue homeostasis
247	210	142	0.0369	0.06262	1.176e+04	-0.102	response to hypoxia
248	63	45	0.0365	0.06423	9.759e+02	-0.007	wound healing
249	89	60	0.03556	0.08032	2.157e+03	-0.073	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
250	91	73	0.03535	0.08189	1.472e+03	0.052	maintenance of protein location
251	105	88	0.035	0.05913	1.632e+03	0.259	response to ionizing radiation
252	161	132	0.03466	0.06755	4.193e+03	0.04	regulation of protein catabolic process
253	57	55	0.03459	0.07058	1.133e+02	0.324	DNA modification
254	45	42	0.03392	0.10177	1.323e+02	0.188	protein targeting to mitochondrion
255	199	169	0.03329	0.09388	5.419e+03	0.153	antigen processing and presentation
256	184	163	0.03205	0.06759	3.583e+03	0.06	establishment of protein localization to membrane
257	98	76	0.03196	0.06705	1.907e+03	0.002	positive regulation of intracellular protein transport
258	99	99	0.03054	0.06545	9.887e-01	0.165	translational elongation
259	63	35	0.0301	0.06501	1.379e+03	-0.178	calcium-mediated signaling
260	129	97	0.02983	0.0895	3.586e+03	-0.017	regulation of cellular component size
261	176	126	0.02978	0.0832	7.444e+03	-0.145	epidermal growth factor receptor signaling pathway
262	175	152	0.02935	0.08653	3.703e+03	0.182	antigen processing and presentation of peptide antigen
263	70	67	0.02894	0.06651	2.064e+02	0.763	DNA conformation change
264	126	91	0.02811	0.05347	3.768e+03	0.028	regulation of insulin secretion
265	36	28	0.0278	0.0738	2.601e+02	0.139	amino sugar metabolic process
266	142	105	0.02777	0.0559	4.524e+03	0.138	regulation of neuron apoptotic process
267	49	40	0.0271	0.05724	4.039e+02	0.333	organophosphate ester transport
268	81	61	0.02659	0.04987	1.419e+03	-0.052	positive regulation of nucleocytoplasmic transport
269	65	56	0.02626	0.04715	5.462e+02	0.095	neural tube closure
270	98	71	0.02615	0.05268	2.274e+03	0.049	negative regulation of neuron death
271	221	156	0.0257	0.04143	1.202e+04	0.1	response to extracellular stimulus
272	66	42	0.02563	0.05523	1.301e+03	-0.115	striated muscle tissue development
273	186	119	0.02489	0.07466	1.007e+04	-0.235	negative regulation of growth
274	425	383	0.02486	0.07458	1.620e+04	0.147	protein ubiquitination
275	121	83	0.02484	0.05275	3.850e+03	0.135	detection of abiotic stimulus
276	175	136	0.02478	0.03129	5.977e+03	0.058	monovalent inorganic cation transport
277	70	62	0.02474	0.05884	5.290e+02	0.077	regulation of mitochondrion organization
278	107	62	0.02459	0.05213	3.788e+03	-0.25	second-messenger-mediated signaling
279	64	41	0.02458	0.04215	1.213e+03	-0.194	memory
280	61	52	0.0244	0.03888	5.107e+02	0.218	glycoprotein metabolic process
281	55	48	0.02407	0.04882	3.629e+02	0.526	tetrapyrrole metabolic process
282	31	24	0.02349	0.06311	1.964e+02	0.343	primary alcohol metabolic process
283	158	111	0.02306	0.06598	6.248e+03	-0.198	transmembrane receptor protein serine/threonine kinase signaling pathway
284	21	19	0.02262	0.03334	4.191e+01	0.043	membrane protein ectodomain proteolysis
285	65	42	0.02258	0.0623	1.235e+03	-0.067	regulation of interferon-gamma production
286	36	30	0.02253	0.0355	2.012e+02	0.376	cellular aldehyde metabolic process
287	59	55	0.02187	0.05424	2.295e+02	0.129	protein deubiquitination
288	332	295	0.02186	0.03293	1.120e+04	0.145	nucleoside metabolic process
289	331	237	0.02176	0.04541	2.587e+04	-0.123	cellular response to nitrogen compound
290	206	152	0.02172	0.04336	9.494e+03	-0.082	chordate embryonic development
291	56	38	0.02166	0.04238	8.514e+02	-0.028	positive regulation of leukocyte mediated immunity
292	224	162	0.02136	0.06407	1.173e+04	-0.16	positive regulation of defense response
293	151	115	0.02072	0.03722	4.734e+03	0.019	regulation of stress-activated MAPK cascade
294	80	66	0.02062	0.06186	1.021e+03	-0.097	MyD88-dependent toll-like receptor signaling pathway
295	85	60	0.02006	0.04327	1.811e+03	-0.004	negative regulation of defense response
296	132	87	0.02004	0.03809	4.888e+03	-0.003	regulation of organ morphogenesis
297	99	76	0.01999	0.05998	2.005e+03	0.084	B cell activation
298	260	211	0.01982	0.04253	1.125e+04	0.042	apoptotic signaling pathway
299	22	18	0.01919	0.02964	8.281e+01	0.061	maintenance of protein localization in organelle
300	205	150	0.01884	0.03305	9.591e+03	-0.157	Fc receptor signaling pathway
301	98	72	0.01866	0.05063	2.202e+03	-0.007	regulation of dephosphorylation
302	36	28	0.01861	0.05217	2.601e+02	0.917	digestive system process
303	76	55	0.01845	0.04383	1.377e+03	0.238	regeneration
304	213	172	0.01837	0.04114	7.739e+03	0.013	glycerophospholipid metabolic process
305	210	156	0.01823	0.0547	9.702e+03	-0.079	embryo development ending in birth or egg hatching
306	100	89	0.0181	0.05429	1.035e+03	0.425	carbohydrate catabolic process
307	41	32	0.01799	0.02991	3.326e+02	0.448	cell fate specification
308	129	91	0.0177	0.03218	4.147e+03	0.01	cell cycle arrest
309	389	283	0.01768	0.05304	3.429e+04	-0.025	regulation of protein localization
310	311	220	0.01758	0.0496	2.347e+04	-0.042	positive regulation of apoptotic process
311	52	37	0.01727	0.02844	6.726e+02	-0.07	sterol homeostasis
312	95	67	0.01707	0.03791	2.262e+03	-0.004	carbohydrate homeostasis & glucose homeostasis
313	42	40	0.01689	0.05066	8.361e+01	0.281	DNA methylation or demethylation
314	132	111	0.01688	0.03277	2.527e+03	-0.067	pattern recognition receptor signaling pathway
315	31	23	0.01598	0.02337	2.203e+02	0.21	neural precursor cell proliferation
316	260	187	0.01594	0.04381	1.593e+04	-0.156	neurotrophin signaling pathway
317	198	138	0.0159	0.04769	9.915e+03	0.01	regulation of neuron projection development
318	39	20	0.01589	0.03403	5.690e+02	-0.55	skeletal muscle cell differentiation
319	89	66	0.01587	0.0476	1.779e+03	0.073	response to monosaccharide
320	66	45	0.01547	0.04346	1.170e+03	0.01	negative regulation of inflammatory response
321	86	64	0.01527	0.03843	1.648e+03	-0.021	regulation of actin filament polymerization
322	147	105	0.01515	0.03072	5.237e+03	-0.024	positive regulation of cell development
323	52	43	0.0151	0.02847	4.307e+02	-0.024	type I interferon signaling pathway & cellular response to type I interferon
324	220	159	0.01502	0.04402	1.134e+04	-0.146	cellular response to peptide hormone stimulus & cellular response to peptide
325	79	65	0.01488	0.02833	1.008e+03	0.096	maintenance of protein location in cell
326	31	29	0.01472	0.01748	6.179e+01	0.16	execution phase of apoptosis
327	152	110	0.01439	0.04318	5.441e+03	0.077	regulation of neuron death
328	33	28	0.01438	0.03512	1.555e+02	0.667	placenta development
329	81	79	0.01421	0.02613	1.605e+02	0.994	chromosome segregation
330	105	70	0.01396	0.04188	3.050e+03	-0.104	cellular response to oxidative stress
331	118	73	0.01386	0.04072	4.273e+03	-0.055	homophilic cell adhesion
332	334	234	0.01346	0.03807	2.752e+04	-0.06	positive regulation of cell death
