Gene ID	Gene Name	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000006788	MYH13	0.894980455236485	0.2
ENSG00000006831	ADIPOR2	0.000249591037513449	-1.2
ENSG00000006837	CDKL3	0.130475565182972	0.9
ENSG00000007001	UPP2	3.81207491115612e-07	-4.1
ENSG00000007038	PRSS21	0.485531742261846	-1
ENSG00000007047	MARK4	0.816020718763156	-0.1
ENSG00000007062	PROM1	2.85684201415407e-09	3.8
ENSG00000007080	CCDC124	0.387478416964006	0.2
ENSG00000007129	CEACAM21	0.115820564267079	-0.7
ENSG00000007168	PAFAH1B1	0.00778131911457872	0.5
ENSG00000007171	NOS2	0.203023546690776	1
ENSG00000007174	DNAH9	0.00185667210789873	2.4
ENSG00000007202	KIAA0100	0.000142617449063289	0.8
ENSG00000007216	SLC13A2	0.519046192864111	1
ENSG00000007237	GAS7	0.000623868848767305	2
ENSG00000007255	TRAPPC6A	0.447575812703015	-0.2
ENSG00000007264	MATK	0.000536961825300757	-1.4
ENSG00000007306	CEACAM7	4.67745586019757e-11	8.1
ENSG00000007312	CD79B	0.00616302031843372	-1.5
ENSG00000007314	SCN4A	0.0594031438438749	-1.3
ENSG00000007341	ST7L	0.339809747053353	0.2
ENSG00000007350	TKTL1	0.0173090146422807	-2.4
ENSG00000007372	PAX6	0.321439023860381	1.2
ENSG00000007376	RPUSD1	0.00347021850426312	0.8
ENSG00000007384	RHBDF1	5.53777390606857e-08	1.8
ENSG00000007392	LUC7L	0.845178954219011	0.1
ENSG00000007402	CACNA2D2	0.954747696490675	0
ENSG00000007516	BAIAP3	0.481107399430355	0.4
ENSG00000007520	TSR3	0.147468434431747	0.4
ENSG00000007541	PIGQ	0.0277368171279051	0.8
ENSG00000007545	CRAMP1	0.0966944528568781	0.5
ENSG00000007866	TEAD3	0.88267167841281	0.1
ENSG00000007908	SELE	3.39116483973083e-07	-3.4
ENSG00000007923	DNAJC11	0.000266366623408241	-0.6
ENSG00000007933	FMO3	3.68419603506199e-21	-5.5
ENSG00000007944	MYLIP	0.000427471145521508	1.2
ENSG00000007952	NOX1	0.411623316760683	0.8
ENSG00000007968	E2F2	0.00829441737757728	1
ENSG00000008018	PSMB1	5.32538483898163e-15	-1.2
ENSG00000008056	SYN1	0.0773038920424654	-1.2
ENSG00000008083	JARID2	0.915138144377598	0
ENSG00000008086	CDKL5	0.00437679433773346	1.2
ENSG00000008118	CAMK1G	0.00992238885143843	1.7
ENSG00000008128	CDK11A	0.00857575308399991	-1.3
ENSG00000008130	NADK	2.86185715620713e-19	-1.8
ENSG00000008196	TFAP2B	NA	0.2
ENSG00000008197	TFAP2D	NA	-0.2
ENSG00000008226	DLEC1	0.00158780413215734	-1.6
ENSG00000008256	CYTH3	1.34991490505328e-08	1.7
ENSG00000008277	ADAM22	1.09560563166009e-07	2.5
ENSG00000008282	SYPL1	0.000381529963219382	0.9
ENSG00000008283	CYB561	5.30115639646062e-18	2.3
ENSG00000008294	SPAG9	0.0657415941337436	-0.5
ENSG00000008300	CELSR3	0.381260625487751	0.4
ENSG00000008311	AASS	4.59324875352519e-20	-3.5
ENSG00000008323	PLEKHG6	5.78603797271454e-06	1.9
ENSG00000008324	SS18L2	8.56198465623912e-09	-1.1
ENSG00000008382	MPND	0.0230567456496074	-0.8
ENSG00000008394	MGST1	0.000109024832409258	-2.8
ENSG00000008405	CRY1	8.89489758941865e-06	-1.1
ENSG00000008438	PGLYRP1	0.0373917270346602	-1.9
ENSG00000008441	NFIX	0.640257093811189	0.2
ENSG00000008513	ST3GAL1	0.005361788610383	-1.4
ENSG00000008516	MMP25	0.0221625277223798	-1.1
ENSG00000008517	IL32	0.120572569796497	-0.9
ENSG00000008710	PKD1	0.967069317890528	0
ENSG00000008735	MAPK8IP2	0.029206968919818	1.7
ENSG00000008838	MED24	0.0853872641764839	0.5
ENSG00000008853	RHOBTB2	2.65636515928935e-07	1.2
ENSG00000008869	HEATR5B	0.000205828214867391	-0.6
ENSG00000008952	SEC62	5.25117098317302e-11	-1.2
ENSG00000008988	RPS20	0.914786162103282	0
ENSG00000009307	CSDE1	0.590788003215991	0.2
ENSG00000009335	UBE3C	0.525044500188162	0.2
ENSG00000009413	REV3L	0.00193619129003201	-0.8
ENSG00000009694	TENM1	2.66359179669644e-12	-4.7
ENSG00000009709	PAX7	NA	0.7
ENSG00000009724	MASP2	1.48711724808831e-45	-5.8
ENSG00000009765	IYD	0.0134345201149077	-2.2
ENSG00000009780	FAM76A	0.00270450262840826	-0.5
ENSG00000009790	TRAF3IP3	0.0269434939303441	-0.7
ENSG00000009830	POMT2	0.0620879901981541	0.6
ENSG00000009844	VTA1	0.00384793593449329	-0.7
ENSG00000009950	MLXIPL	3.50937550626419e-28	-4.9
ENSG00000009954	BAZ1B	0.186662625076178	0.4
ENSG00000010017	RANBP9	0.0116604811072953	-0.5
ENSG00000010030	ETV7	0.93651392902598	0.1
ENSG00000010072	SPRTN	0.880646001584008	0.1
ENSG00000010165	EEF1AKNMT	0.0127386437481896	0.9
ENSG00000010219	DYRK4	0.100990662201997	0.5
ENSG00000010244	ZNF207	0.00129054965257127	0.5
ENSG00000010256	UQCRC1	5.40146367244004e-07	-1.5
ENSG00000010270	STARD3NL	5.56286523329249e-05	1.2
ENSG00000010278	CD9	0.98173561248564	0
ENSG00000010282	HHATL	0.0606025588832277	-1.8
ENSG00000010292	NCAPD2	1.3120881438268e-12	1.5
ENSG00000010295	IFFO1	0.0623627565650965	-0.8
ENSG00000010310	GIPR	7.33750573284821e-08	3.3
ENSG00000010318	PHF7	4.13002839283128e-07	-1.6
ENSG00000010319	SEMA3G	0.736494970251895	0.3
ENSG00000010322	NISCH	0.245388089371964	-0.4
ENSG00000010327	STAB1	8.25809056427487e-05	-1.5
ENSG00000010361	FUZ	6.17441112472879e-05	1.1
ENSG00000010379	SLC6A13	5.28097798983538e-41	-7.2
ENSG00000010404	IDS	3.36094846543739e-05	1
ENSG00000010438	PRSS3	0.207346137021412	1.3
ENSG00000010539	ZNF200	0.948949101265146	0
ENSG00000010610	CD4	3.84059629425646e-09	-2.2
ENSG00000010626	LRRC23	1.14194556506444e-05	1.7
ENSG00000010671	BTK	0.0526195609161388	-0.7
ENSG00000010704	HFE	0.978978939416909	0
ENSG00000010803	SCMH1	0.503263334790013	0.2
ENSG00000010810	FYN	2.22526786060007e-05	-1.2
ENSG00000010818	HIVEP2	0.081269265634502	-0.5
ENSG00000010932	FMO1	5.15492795935869e-07	4.1
ENSG00000011007	ELOA	2.45221590192879e-13	-1.2
ENSG00000011009	LYPLA2	0.033426580839601	-0.5
ENSG00000011021	CLCN6	6.8393966180634e-06	-1
ENSG00000011028	MRC2	0.000502707140505899	1.5
ENSG00000011052	NME1-NME2	NA	0
ENSG00000011083	SLC6A7	0.0849232672749856	1.7
ENSG00000011105	TSPAN9	7.28133296515278e-08	-1.5
ENSG00000011114	BTBD7	0.286096007586132	0.5
ENSG00000011132	APBA3	0.492939837166809	0.2
ENSG00000011143	MKS1	0.245422349254326	0.4
ENSG00000011198	ABHD5	5.655312674785e-08	-1.8
ENSG00000011201	ANOS1	0.000113936436229653	2
ENSG00000011243	AKAP8L	0.156021822356854	0.4
ENSG00000011258	MBTD1	0.382273601377235	0.2
ENSG00000011260	UTP18	0.51916629804645	0.2
ENSG00000011275	RNF216	0.255857930173289	0.3
ENSG00000011295	TTC19	0.432237300915396	-0.2
ENSG00000011304	PTBP1	0.624004947946031	-0.1
ENSG00000011332	DPF1	0.3840398858011	1.1
ENSG00000011347	SYT7	7.42081990569987e-16	-4.2
ENSG00000011376	LARS2	0.00236694007593724	-0.9
ENSG00000011405	PIK3C2A	0.703949507402743	-0.1
ENSG00000011422	PLAUR	0.570951677830715	0.4
ENSG00000011426	ANLN	1.9164697717976e-08	3.2
ENSG00000011451	WIZ	0.00755555497918942	0.6
ENSG00000011454	RABGAP1	0.298638284973872	0.3
ENSG00000011465	DCN	0.774244433455767	-0.2
ENSG00000011478	QPCTL	0.701463541002952	-0.1
ENSG00000011485	PPP5C	0.0243335412380609	0.6
ENSG00000011523	CEP68	3.59753627668409e-05	1.1
ENSG00000011566	MAP4K3	1.16240344721199e-05	1.6
ENSG00000011590	ZBTB32	0.0588351373672255	1
ENSG00000011600	TYROBP	0.00131352694664318	-1
ENSG00000011638	TMEM159	1.37533149942372e-25	3.4
ENSG00000011677	GABRA3	NA	0
ENSG00000012048	BRCA1	6.34551568675196e-08	1.8
ENSG00000012061	ERCC1	0.764172902338619	0.1
ENSG00000012124	CD22	0.00030959915939019	1.7
ENSG00000012171	SEMA3B	0.000561259109075968	1.8
ENSG00000012174	MBTPS2	0.591670318041391	0.2
ENSG00000012211	PRICKLE3	0.440585543224689	0.2
ENSG00000012223	LTF	0.223005317822209	-1.1
ENSG00000012232	EXTL3	0.00090633496781998	0.9
ENSG00000012504	NR1H4	4.94767765504765e-10	-2.8
ENSG00000012660	ELOVL5	0.109659058095786	-0.7
ENSG00000012779	ALOX5	8.46023165359113e-07	2.6
ENSG00000012817	KDM5D	0.571915104684188	-1.2
ENSG00000012822	CALCOCO1	0.582819491730192	0.2
ENSG00000012963	UBR7	0.248541563098997	-0.3
ENSG00000012983	MAP4K5	6.55545873371991e-05	1
ENSG00000013016	EHD3	0.0243490654801837	-1.2
ENSG00000013275	PSMC4	0.691865255025443	-0.1
ENSG00000013288	MAN2B2	0.00648894187274571	-0.7
ENSG00000013293	SLC7A14	0.958234945193002	-0.1
ENSG00000013297	CLDN11	0.00482969662058621	1.7
ENSG00000013306	SLC25A39	0.463593158066469	0.3
ENSG00000013364	MVP	5.2402724225984e-07	1.4
ENSG00000013374	NUB1	0.166107684006677	0.5
ENSG00000013375	PGM3	1.80665159451628e-06	-1.4
ENSG00000013392	RWDD2A	0.223834096317036	-0.5
ENSG00000013441	CLK1	0.0280561154092179	-0.7
ENSG00000013503	POLR3B	0.725763726910052	-0.2
ENSG00000013523	ANGEL1	0.000103131218991254	-1.1
ENSG00000013561	RNF14	0.752560670573649	-0.1
ENSG00000013563	DNASE1L1	0.00070467030268969	0.8
ENSG00000013573	DDX11	0.139939864896193	0.8
ENSG00000013583	HEBP1	0.26760432150435	-0.5
ENSG00000013588	GPRC5A	0.00278220855234222	2.6
ENSG00000013619	MAMLD1	0.000120804143981687	1.5
ENSG00000013725	CD6	0.172844892705407	-0.6
ENSG00000013810	TACC3	0.00108638099344157	1.4
ENSG00000014123	UFL1	0.00559464836330244	-0.7
ENSG00000014138	POLA2	0.103247560691076	0.7
ENSG00000014164	ZC3H3	0.752208897492728	-0.2
ENSG00000014216	CAPN1	8.43294429178037e-07	1.3
ENSG00000014257	ACP3	0.139985848161316	1.3
ENSG00000014641	MDH1	0.00722751130172803	-0.7
ENSG00000014824	SLC30A9	0.410581145658295	0.3
ENSG00000014914	MTMR11	5.4261269088195e-06	2.2
ENSG00000014919	COX15	0.834853709335897	-0.1
ENSG00000015133	CCDC88C	0.221265876779408	-0.5
ENSG00000015153	YAF2	0.0378851344247094	-0.7
ENSG00000015171	ZMYND11	0.408650591483333	0.3
ENSG00000015285	WAS	5.47817962505418e-05	-1.3
ENSG00000015413	DPEP1	1.80824438157857e-06	3.6
ENSG00000015475	BID	0.0620874302149704	-0.7
ENSG00000015479	MATR3	0.991366105273259	0
ENSG00000015520	NPC1L1	0.000344329445599067	-1.7
ENSG00000015532	XYLT2	2.31471591746868e-07	1.1
ENSG00000015568	RGPD5	0.599159188293087	-0.5
ENSG00000015592	STMN4	0.161073049546456	-1.7
ENSG00000015676	NUDCD3	0.00589183646705519	0.7
ENSG00000016082	ISL1	9.99747482478427e-05	4.9
ENSG00000016391	CHDH	1.26392808974764e-05	-1.3
ENSG00000016402	IL20RA	0.00179330515129842	3
ENSG00000016490	CLCA1	NA	0.7
ENSG00000016602	CLCA4	0.34092877754441	1.9
ENSG00000016864	GLT8D1	0.00114576006914191	-0.7
ENSG00000017260	ATP2C1	1.44916165128187e-06	1.1
ENSG00000017427	IGF1	2.78827238578317e-25	-4.6
ENSG00000017483	SLC38A5	0.323547334261758	0.6
ENSG00000017797	RALBP1	0.00468529045497726	0.6
ENSG00000018189	RUFY3	0.0244707088342942	-0.6
ENSG00000018236	CNTN1	0.0363330735818154	1.9
ENSG00000018280	SLC11A1	0.895816794978401	0.1
ENSG00000018408	WWTR1	1.61379686195742e-05	1.4
ENSG00000018510	AGPS	0.527628290225922	-0.2
ENSG00000018607	ZNF806	NA	0.5
ENSG00000018610	STEEP1	0.0308927279408749	0.6
ENSG00000018625	ATP1A2	0.742071054022212	-0.3
ENSG00000018699	TTC27	0.307846288187491	0.3
ENSG00000018869	ZNF582	0.153729042181272	-0.9
ENSG00000019102	VSIG2	0.0860901635871587	1.4
ENSG00000019144	PHLDB1	8.46565173506674e-08	2.4
ENSG00000019169	MARCO	1.6793367279136e-26	-6.6
ENSG00000019186	CYP24A1	0.0638753726604391	2.4
ENSG00000019485	PRDM11	0.173687152424834	0.5
ENSG00000019505	SYT13	4.10837747239881e-30	6
ENSG00000019549	SNAI2	0.722642701775207	-0.3
ENSG00000019582	CD74	0.777961510821849	0.2
ENSG00000019991	HGF	2.38301493265468e-09	-2.8
ENSG00000019995	ZRANB1	0.00259225319298644	-0.9
ENSG00000020129	NCDN	5.69095476107691e-06	1.7
ENSG00000020181	ADGRA2	0.000124344094808438	1.6
ENSG00000020219	CCT8L1P	NA	1
ENSG00000020256	ZFP64	0.000874313389609549	1.1
ENSG00000020426	MNAT1	0.527269270055096	-0.2
ENSG00000020577	SAMD4A	0.00654096230525033	-0.8
ENSG00000020633	RUNX3	0.00114891440997432	-1.2
ENSG00000020922	MRE11	0.000838561554190336	0.8
ENSG00000021300	PLEKHB1	4.54713925354405e-13	4.2
ENSG00000021355	SERPINB1	0.982279516134591	0
ENSG00000021461	CYP3A43	5.86800594405987e-32	-7.3
ENSG00000021488	SLC7A9	6.31147924686257e-14	-3
ENSG00000021574	SPAST	0.795634229111332	0.1
ENSG00000021645	NRXN3	0.00151288342522413	1.5
ENSG00000021762	OSBPL5	5.03184472662781e-05	1.3
ENSG00000021776	AQR	0.594190062249444	0.1
ENSG00000021826	CPS1	3.73535596824688e-33	-7.4
ENSG00000021852	C8B	2.21481138806073e-27	-6.5
ENSG00000022267	FHL1	0.0149956597102252	-1.1
ENSG00000022277	RTF2	0.961906302682702	0
ENSG00000022355	GABRA1	NA	0.5
ENSG00000022556	NLRP2	0.00684778412172933	2.4
ENSG00000022567	SLC45A4	0.000229688288843486	1.3
ENSG00000022840	RNF10	0.112170973206965	-0.4
ENSG00000022976	ZNF839	0.233233713041059	-0.4
ENSG00000023041	ZDHHC6	0.559497572420429	0.1
ENSG00000023171	GRAMD1B	3.2944158524253e-14	3.3
ENSG00000023191	RNH1	0.662767918103464	-0.1
ENSG00000023228	NDUFS1	0.00755555497918942	-0.8
ENSG00000023287	RB1CC1	0.324039471401758	-0.3
ENSG00000023318	ERP44	0.00432912083578383	-0.9
ENSG00000023330	ALAS1	5.28549593736839e-47	-4.5
ENSG00000023445	BIRC3	0.0832945984403694	0.9
ENSG00000023516	AKAP11	0.989602007342968	0
ENSG00000023572	GLRX2	0.333025092797833	-0.3
ENSG00000023608	SNAPC1	0.602515839312347	0.2
ENSG00000023697	DERA	0.0153201349425438	-0.9
ENSG00000023734	STRAP	0.401136611161618	0.3
ENSG00000023839	ABCC2	5.65982748119849e-05	-3.4
ENSG00000023892	DEF6	0.628752764869532	-0.2
ENSG00000023902	PLEKHO1	0.804476629060461	0.1
ENSG00000023909	GCLM	0.00941293571327713	-1.3
ENSG00000024048	UBR2	0.0203663338417964	-0.5
ENSG00000024422	EHD2	0.000753216318864543	1.3
ENSG00000024526	DEPDC1	0.000896176016633884	2.3
ENSG00000024862	CCDC28A	9.92767922879202e-05	-1.3
ENSG00000025039	RRAGD	0.316331848836918	-0.6
ENSG00000025156	HSF2	0.833530824796047	0.1
ENSG00000025293	PHF20	0.0332703243864337	0.5
ENSG00000025423	HSD17B6	1.42309278343777e-31	-7.2
ENSG00000025434	NR1H3	2.60867400531713e-10	-1.5
ENSG00000025708	TYMP	0.867637341971591	0.1
ENSG00000025770	NCAPH2	0.101640443723193	-0.5
ENSG00000025772	TOMM34	0.00602527077785547	0.6
ENSG00000025796	SEC63	0.00961608455447763	-0.8
ENSG00000025800	KPNA6	0.500745224771387	-0.2
ENSG00000026025	VIM	2.20806688354934e-05	1.6
ENSG00000026036	RTEL1-TNFRSF6B	0.0922096420367875	0.6
ENSG00000026103	FAS	0.897147772383292	-0.1
ENSG00000026297	RNASET2	0.235667120990836	-0.4
ENSG00000026508	CD44	0.000312248565733784	2.2
ENSG00000026559	KCNG1	0.000242289387925238	2.8
ENSG00000026652	AGPAT4	0.0688901553409606	0.8
ENSG00000026751	SLAMF7	4.03031220365525e-05	-1.6
ENSG00000026950	BTN3A1	0.0188997637971757	1.2
ENSG00000027001	MIPEP	0.387607963754136	0.3
ENSG00000027075	PRKCH	0.258316518813979	-0.3
ENSG00000027644	INSRR	0.881453994011454	-0.2
ENSG00000027697	IFNGR1	2.75937464803989e-05	-1.5
ENSG00000027847	B4GALT7	0.290270675265368	0.3
ENSG00000027869	SH2D2A	0.0291708158378596	-1.1
ENSG00000028116	VRK2	0.502446108395206	0.3
ENSG00000028137	TNFRSF1B	4.3922240861264e-14	-2
ENSG00000028203	VEZT	0.00261731874499537	1.2
ENSG00000028277	POU2F2	0.0894921168088608	-0.7
ENSG00000028310	BRD9	1.47886636926466e-05	0.7
ENSG00000028528	SNX1	0.00773097191653297	-0.6
ENSG00000028839	TBPL1	0.0191938026828527	-0.6
ENSG00000029153	ARNTL2	0.105438197844759	0.8
ENSG00000029363	BCLAF1	0.00459571296797309	-0.6
ENSG00000029364	SLC39A9	0.297361491711145	-0.3
ENSG00000029534	ANK1	0.493408766730766	0.7
ENSG00000029559	IBSP	4.07036619803566e-06	5.3
ENSG00000029639	TFB1M	3.1234803483116e-07	-1.1
ENSG00000029725	RABEP1	0.00015194044003677	-0.6
ENSG00000029993	HMGB3	0.831839482793296	-0.1
ENSG00000030066	NUP160	0.723775556243946	0.1
ENSG00000030110	BAK1	2.56734395394598e-05	1.2
ENSG00000030304	MUSK	0.00861053731791002	-2.1
ENSG00000030419	IKZF2	0.704184840542804	0.3
ENSG00000030582	GRN	0.146837097960773	0.5
ENSG00000031003	FAM13B	0.015437246734732	0.5
ENSG00000031081	ARHGAP31	0.482284071965609	-0.2
ENSG00000031691	CENPQ	0.0599672103395875	0.7
ENSG00000031698	SARS1	0.698155421445046	-0.1
ENSG00000031823	RANBP3	0.74446678641279	0.1
ENSG00000032219	ARID4A	0.0171488138561959	-0.8
ENSG00000032389	EIPR1	0.218231445231044	0.4
ENSG00000032444	PNPLA6	0.585681771821826	0.2
ENSG00000032742	IFT88	1.74599892318435e-05	-1.1
