Gene ID	Gene Name	g3_g1.p-value	g3_g1.log2foldchange	g3_g2.p-value	g3_g2.log2foldchange
ENSG00000005102	MEOX1	NA	-0.3	NA	-0.6
ENSG00000005108	THSD7A	0.0397014670359944	2.6	0.324685524965065	1.4
ENSG00000005156	LIG3	0.189346987220187	-0.3	0.0128274606973468	-0.8
ENSG00000005175	RPAP3	0.455682517720487	-0.2	0.367717279371092	-0.5
ENSG00000005187	ACSM3	0.990767084463868	0	0.0206233910965088	2
ENSG00000005189	REXO5	0.0028174996593361	-0.9	0.306843861879647	0.7
ENSG00000005194	CIAPIN1	0.896137342490673	0	0.130667029255094	0.5
ENSG00000005206	SPPL2B	0.0431696113284241	0.6	0.0406179747542523	0.7
ENSG00000005238	FAM214B	5.87192093646709e-05	-2.2	0.811314365515685	0.2
ENSG00000005243	COPZ2	0.609606218617738	-0.7	0.507563347059507	-0.9
ENSG00000005249	PRKAR2B	2.27285744513572e-05	3.9	0.0202993662645966	2.6
ENSG00000005302	MSL3	0.0241851824729175	-0.6	0.198267989902385	0.5
ENSG00000005339	CREBBP	0.0792515720239723	0.4	0.00150419576793581	-0.9
ENSG00000005379	TSPOAP1	0.196219111277158	-0.6	0.00470144837618728	-1.4
ENSG00000005381	MPO	NA	0	NA	0.4
ENSG00000005421	PON1	0.646896758120691	0.3	0.707028667158404	-0.4
ENSG00000005436	GCFC2	0.0126624653679181	-0.8	0.859287936556736	-0.1
ENSG00000005448	WDR54	0.940226465964169	0	0.528057534999119	0.4
ENSG00000005469	CROT	0.661150021518065	-0.3	0.497149341023764	-0.5
ENSG00000005471	ABCB4	0.912270617061571	-0.2	NA	-1.1
ENSG00000005483	KMT2E	0.231405345189718	-0.4	0.000533298020221312	-1.2
ENSG00000005486	RHBDD2	0.472817143514355	0.2	0.00936138240999244	1
ENSG00000005513	SOX8	NA	0	NA	0.6
ENSG00000005700	IBTK	0.26661935932393	0.3	0.424653814663324	-0.4
ENSG00000005801	ZNF195	0.000863189159416828	-1	0.905148238902798	-0.1
ENSG00000005810	MYCBP2	0.0271239522051464	0.7	0.536137317471446	-0.4
ENSG00000005812	FBXL3	0.000294566860963552	-1.2	0.0150575121150392	-1.1
ENSG00000005844	ITGAL	0.101045143638592	-2	0.692884165936138	0.4
ENSG00000005882	PDK2	0.326397957144954	0.3	0.976628990831518	0
ENSG00000005884	ITGA3	0.0582284832795518	0.6	0.591442139363238	0.2
ENSG00000005889	ZFX	0.94064170490514	0	0.00462617915917788	-0.9
ENSG00000005893	LAMP2	0.0409497358566962	0.7	0.860612641450412	0.1
ENSG00000005961	ITGA2B	0.346914087563055	0.5	0.328244200254693	0.5
ENSG00000005981	ASB4	0.0221808204754888	2.7	NA	0.6
ENSG00000006007	GDE1	0.97746734027327	0	0.99875786436817	0
ENSG00000006015	REX1BD	0.000508021130752744	-1.2	0.956354875586715	0
ENSG00000006016	CRLF1	0.61269049076245	0.2	0.000888043794076349	1.5
ENSG00000006025	OSBPL7	0.451393909992237	-0.4	0.179570251070854	-0.7
ENSG00000006042	TMEM98	NA	0	NA	0
ENSG00000006047	YBX2	0.774631947177129	-0.2	0.212757350149991	-0.6
ENSG00000006059	KRT33A	NA	0	NA	0
ENSG00000006062	MAP3K14	0.0069287372290802	1.1	0.777209488717824	-0.1
ENSG00000006071	ABCC8	1.36110467259415e-06	2.5	0.22016423424044	1
ENSG00000006116	CACNG3	NA	0.5	NA	-0.3
ENSG00000006118	TMEM132A	0.603410737108316	0.2	0.984308830412847	0
ENSG00000006125	AP2B1	0.00467184681332215	0.8	0.8164097878084	0.1
ENSG00000006128	TAC1	NA	0	NA	0
ENSG00000006194	ZNF263	0.492452789891026	-0.4	0.000263806785378485	1.5
ENSG00000006210	CX3CL1	NA	0.4	NA	0
ENSG00000006282	SPATA20	0.140387287944429	0.5	0.104603646194779	0.6
ENSG00000006283	CACNA1G	0.0370863524717496	0.9	0.95813684718231	0
ENSG00000006327	TNFRSF12A	0.818073076510749	0.1	0.00107241507378922	2
ENSG00000006377	DLX6	NA	0	NA	0
ENSG00000006432	MAP3K9	0.198786712697007	-0.6	0.00901846853628192	-1.4
ENSG00000006451	RALA	0.430327195794034	0.2	0.979254912507378	0
ENSG00000006453	BAIAP2L1	0.717258083829205	0.1	0.242143031563372	-0.3
ENSG00000006459	KDM7A	0.46322995661415	0.3	0.499071848448202	-0.5
ENSG00000006468	ETV1	0.67021640651189	-0.3	0.745501100577871	0.3
ENSG00000006530	AGK	0.0779887022790202	-0.5	0.0602302582925953	-0.8
ENSG00000006534	ALDH3B1	0.318362391451076	-0.3	0.415339660434074	-0.3
ENSG00000006555	TTC22	0.543337108538536	0.9	0.957978633232636	-0.1
ENSG00000006576	PHTF2	0.00401113512299711	0.8	0.891554287677574	-0.1
ENSG00000006606	CCL26	NA	0.1	NA	0.1
ENSG00000006607	FARP2	0.857569128904417	0.1	0.0184854508792264	-1
ENSG00000006611	USH1C	0.918536894394121	0.1	0.821461926162647	-0.2
ENSG00000006625	GGCT	0.00406936641052662	0.7	0.18249647786804	0.5
ENSG00000006634	DBF4	0.0612176142663889	-0.5	0.239863009287066	0.5
ENSG00000006638	TBXA2R	0.0893266695133148	0.7	0.816311320448555	0.1
ENSG00000006652	IFRD1	1.34129722564104e-32	-2.6	0.931110748129645	0
ENSG00000006659	LGALS14	NA	0	NA	0
ENSG00000006695	COX10	0.993869215316773	0	0.586828849065671	0.2
ENSG00000006704	GTF2IRD1	0.00288321313095787	1	0.729088096693077	-0.1
ENSG00000006712	PAF1	0.0495861108107693	0.5	0.000547947840459278	1.2
ENSG00000006715	VPS41	0.282950623594461	0.4	0.669417590914027	-0.3
ENSG00000006740	ARHGAP44	0.0362892622197918	-0.7	0.000364754887641362	-1.6
ENSG00000006744	ELAC2	0.11108034412613	-0.4	0.743581558133372	-0.1
ENSG00000006747	SCIN	0.981300661028927	0	0.00249556016411032	2.3
ENSG00000006756	ARSD	NA	0.2	NA	0.3
ENSG00000006757	PNPLA4	0.502608538404386	-0.3	0.0052345948403699	1.4
ENSG00000006788	MYH13	NA	0	NA	0
ENSG00000006831	ADIPOR2	0.0591944286387671	0.4	0.319244044592213	-0.4
ENSG00000006837	CDKL3	0.111702527362338	0.8	5.78415911737638e-05	2
ENSG00000007001	UPP2	NA	0	NA	0.6
ENSG00000007038	PRSS21	0.294248849740716	0.3	0.0924658779148297	0.8
ENSG00000007047	MARK4	0.779886245756558	0.1	0.209419096428162	-0.4
ENSG00000007062	PROM1	0.00218990739470739	3.1	0.539113837582189	0.9
ENSG00000007080	CCDC124	0.02033273893311	1	0.000181262873809247	2
ENSG00000007129	CEACAM21	NA	0	NA	0.4
ENSG00000007168	PAFAH1B1	0.00900565961088895	0.5	0.352095585658058	-0.4
ENSG00000007171	NOS2	NA	0.6	NA	0
ENSG00000007174	DNAH9	NA	-1.4	0.194840708473438	-1.8
ENSG00000007202	KIAA0100	0.00304008179445272	0.8	0.661615089559955	0.2
ENSG00000007216	SLC13A2	NA	0	NA	0.6
ENSG00000007237	GAS7	0.696885478700629	-0.4	0.0564213092829733	-1.7
ENSG00000007255	TRAPPC6A	0.131188226468419	0.8	0.0658683004518788	1.2
ENSG00000007264	MATK	0.399032447964226	0.4	0.190945700500141	0.8
ENSG00000007306	CEACAM7	NA	0	NA	0
ENSG00000007312	CD79B	0.587116681422832	0.7	0.820497082500164	-0.4
ENSG00000007314	SCN4A	0.0737303829884749	-1	0.000356925983323632	-2.1
ENSG00000007341	ST7L	0.0116552381607234	-0.8	1.50512724133219e-06	1.9
ENSG00000007350	TKTL1	0.907495224704022	0.2	0.506182879799443	-0.9
ENSG00000007372	PAX6	7.39984569465908e-13	-2.5	1.10016306542039e-15	-2.9
ENSG00000007376	RPUSD1	0.764978780606104	-0.2	0.277937000373028	0.7
ENSG00000007384	RHBDF1	0.149863825375207	-0.6	0.28104943129636	-0.5
ENSG00000007392	LUC7L	1.95823212020133e-10	-1.9	0.643240662411847	0.2
ENSG00000007402	CACNA2D2	0.620481371943088	-0.4	0.527228936101052	-0.6
ENSG00000007516	BAIAP3	0.559131564128459	-0.4	0.178706035082399	0.8
ENSG00000007520	TSR3	0.00782402511127404	0.9	0.000128961074569969	1.9
ENSG00000007541	PIGQ	0.553715517022324	-0.2	0.960908593115077	0
ENSG00000007545	CRAMP1	0.435607863980011	-0.3	0.718071040794659	0.2
ENSG00000007866	TEAD3	0.0255300382991467	-1.2	0.266345460729835	0.6
ENSG00000007908	SELE	NA	0	NA	0.4
ENSG00000007923	DNAJC11	0.000880541345904878	0.8	0.602504508825838	-0.2
ENSG00000007933	FMO3	NA	0	NA	0
ENSG00000007944	MYLIP	4.43278724883723e-13	-3.3	0.00210904997647361	-1.3
ENSG00000007952	NOX1	0.878790586289823	-0.2	0.86028585025743	-0.2
ENSG00000007968	E2F2	5.99562664003197e-10	-1.4	1.57260853668573e-05	-1.2
ENSG00000008018	PSMB1	4.98545474116937e-06	1.4	5.72677581947745e-06	1.6
ENSG00000008056	SYN1	0.177293281884433	-0.9	0.601657035956632	0.4
ENSG00000008083	JARID2	0.18395036347129	-0.4	0.000469949076178956	-1.4
ENSG00000008086	CDKL5	0.00343061070365744	0.8	0.313429607190353	-0.5
ENSG00000008118	CAMK1G	0.637227663134611	-0.6	0.111141233162516	-1.9
ENSG00000008128	CDK11A	0.742193466790152	0.3	0.00482921249831331	1.6
ENSG00000008130	NADK	1.97701298371119e-05	1	0.141955841797953	0.5
ENSG00000008196	TFAP2B	NA	0	NA	0
ENSG00000008197	TFAP2D	NA	0	NA	0
ENSG00000008226	DLEC1	2.38392255907018e-07	-3.8	3.95206746842101e-07	-3.3
ENSG00000008256	CYTH3	0.812569128566151	-0.1	0.0261515732879389	-0.8
ENSG00000008277	ADAM22	0.0965508052866481	-0.7	0.0218827684912222	-1.1
ENSG00000008282	SYPL1	0.252242423233984	0.4	0.938264217674575	0
ENSG00000008283	CYB561	3.51517516890412e-07	1.5	0.912077190094356	0.1
ENSG00000008294	SPAG9	0.0114723284811088	0.7	0.749282095239421	-0.2
ENSG00000008300	CELSR3	0.955797543798539	0	0.0564500084163019	1
ENSG00000008311	AASS	NA	0.7	NA	1
ENSG00000008323	PLEKHG6	0.491799750909761	-0.4	0.0134344602689919	-1.4
ENSG00000008324	SS18L2	0.00031448624153873	-1.4	0.435109624262273	-0.3
ENSG00000008382	MPND	0.878162442592126	-0.1	0.817949188255377	-0.1
ENSG00000008394	MGST1	0.343350485163459	0.3	0.946667682111616	0
ENSG00000008405	CRY1	0.905407404882151	0.1	0.846151332565005	-0.1
ENSG00000008438	PGLYRP1	0.171516544901873	-1.6	0.0135662000742321	-3
ENSG00000008441	NFIX	0.000314013766180875	0.9	0.68440621089066	-0.2
ENSG00000008513	ST3GAL1	1.48627661133079e-07	-1.5	5.80281911522544e-09	-2
ENSG00000008516	MMP25	0.0637760386299232	-1.2	NA	0.8
ENSG00000008517	IL32	0.239869766113369	0.5	0.000604318013630331	1.9
ENSG00000008710	PKD1	0.20959996797322	0.5	0.484100031654379	-0.3
ENSG00000008735	MAPK8IP2	0.881438010227327	-0.2	0.0743266711403589	-2.1
ENSG00000008838	MED24	0.0117910126673279	0.7	0.0222553500723062	0.7
ENSG00000008853	RHOBTB2	0.561859774172578	0.2	0.00127395457744193	-0.8
ENSG00000008869	HEATR5B	0.173267297737736	0.4	0.101618861174812	-0.8
ENSG00000008952	SEC62	0.543337108538536	0.2	0.569164308494006	-0.3
ENSG00000008988	RPS20	0.00141068798156081	1.1	7.9963647978455e-09	1.8
ENSG00000009307	CSDE1	0.00105135715643836	0.9	0.564039174115635	0.3
ENSG00000009335	UBE3C	0.124834622296868	0.3	0.163906904844166	-0.6
ENSG00000009413	REV3L	0.303494036018569	-0.3	0.00508109801509048	-1.3
ENSG00000009694	TENM1	6.13683117996694e-07	1.6	0.941232546363045	0.1
ENSG00000009709	PAX7	NA	0	NA	0
ENSG00000009724	MASP2	0.0599885520089622	1	0.22235905895829	0.8
ENSG00000009765	IYD	0.117202780559369	-1.8	0.000194943496242396	3.1
ENSG00000009780	FAM76A	0.301333758787535	-0.5	0.0959092853677057	-0.8
ENSG00000009790	TRAF3IP3	1.71913892761316e-05	-4.5	0.361073289949819	-0.7
ENSG00000009830	POMT2	0.00014936981406656	-1	0.000135550775903301	-1.1
ENSG00000009844	VTA1	0.294248849740716	0.4	0.885839273180047	-0.1
ENSG00000009950	MLXIPL	0.0375242498274684	0.7	0.785424164635168	-0.1
ENSG00000009954	BAZ1B	0.0913600102593538	0.3	0.07202443129543	-0.7
ENSG00000010017	RANBP9	0.0713632185562795	0.5	0.761405274606017	0.1
ENSG00000010030	ETV7	NA	0.8	NA	0.6
ENSG00000010072	SPRTN	0.985803546377801	0	0.463991820341938	0.4
ENSG00000010165	EEF1AKNMT	0.000170747415289524	-0.9	0.728389714920129	-0.1
ENSG00000010219	DYRK4	0.225138075677178	0.5	0.9917331598613	0
ENSG00000010244	ZNF207	0.0423117252127588	0.5	0.828954494679	-0.1
ENSG00000010256	UQCRC1	0.0235501557221979	1	0.00745282044900794	1.4
ENSG00000010270	STARD3NL	0.217884950194754	-0.5	0.487561365800164	-0.3
ENSG00000010278	CD9	0.266873013748499	0.4	0.315813871814972	0.4
ENSG00000010282	HHATL	NA	1.9	NA	0.4
ENSG00000010292	NCAPD2	0.0186965032199168	0.6	0.907066469868629	-0.1
ENSG00000010295	IFFO1	0.178464936337143	-0.7	0.019121470831027	1.5
ENSG00000010310	GIPR	0.0101862914621575	-1.1	0.111579239373435	-0.7
ENSG00000010318	PHF7	0.57259579228315	-0.3	0.312478161984793	0.6
ENSG00000010319	SEMA3G	0.0681325735992759	-1.5	0.161530567503256	-1.1
ENSG00000010322	NISCH	0.916477427997607	0	0.113180383088218	-0.5
ENSG00000010327	STAB1	0.00247934525566938	-2	0.00243180298877848	-2
ENSG00000010361	FUZ	0.00888048501075193	-1.7	0.00642326938667729	-1.7
ENSG00000010379	SLC6A13	3.35118659603986e-08	3.6	0.00698880915309746	2.1
ENSG00000010404	IDS	0.496468771158263	0.3	0.526811344499872	-0.3
ENSG00000010438	PRSS3	0.234696534508353	1.2	0.962231759876867	-0.1
ENSG00000010539	ZNF200	2.7395205342396e-08	-2.6	0.022155049684579	1.2
ENSG00000010610	CD4	9.66187224266756e-07	-3.1	2.35269558858823e-08	-3.4
ENSG00000010626	LRRC23	0.377850280568538	0.5	0.634540025209078	0.3
ENSG00000010671	BTK	0.313746263902089	0.8	0.00670457407634641	1.9
ENSG00000010704	HFE	0.453101030632967	0.3	0.258729840073502	-0.6
ENSG00000010803	SCMH1	0.045551955724876	0.5	0.383690090860295	-0.3
ENSG00000010810	FYN	0.948294912070614	0	0.0947852611125742	-0.6
ENSG00000010818	HIVEP2	0.0219574655203505	0.7	0.301181253398743	-0.4
ENSG00000010932	FMO1	NA	0.4	NA	0.4
ENSG00000011007	ELOA	1.48756452102874e-06	1.2	0.763495572194901	0.1
ENSG00000011009	LYPLA2	0.0237854811212111	0.9	0.0232862393373551	0.9
ENSG00000011021	CLCN6	9.09485557790467e-09	1.8	0.185675254270722	0.6
ENSG00000011028	MRC2	6.1480665553678e-09	1.2	0.348552875186107	0.4
ENSG00000011052	NME1-NME2	NA	0.7	NA	0
ENSG00000011083	SLC6A7	0.0257623509480289	-2.8	0.465076437533925	-0.8
ENSG00000011105	TSPAN9	0.0388668884145281	0.8	0.712257573932605	-0.2
ENSG00000011114	BTBD7	0.126417555066287	-0.4	0.000271327598621031	-1.5
ENSG00000011132	APBA3	0.0195634100947826	-1	0.102962589493013	0.9
ENSG00000011143	MKS1	0.413156212750245	-0.3	0.810162714672312	0.1
ENSG00000011198	ABHD5	0.00841830699748419	0.5	0.71370978678705	-0.1
ENSG00000011201	ANOS1	0.0570579794481121	1.5	0.439118269329771	0.7
ENSG00000011243	AKAP8L	0.252329163131513	0.3	0.0895493502397609	0.5
ENSG00000011258	MBTD1	0.00056854909975445	-0.9	0.0198286266020515	-0.9
ENSG00000011260	UTP18	0.913604953594872	0	0.857487587310524	0.1
ENSG00000011275	RNF216	0.219817074162254	-0.2	0.00148886749157594	-0.9
ENSG00000011295	TTC19	0.503075830635575	-0.2	0.595621687751913	-0.2
ENSG00000011304	PTBP1	0.000220980235497939	1.1	0.0706301461326411	0.6
ENSG00000011332	DPF1	0.143361258490594	-1	0.0445683821240444	-1.2
ENSG00000011347	SYT7	0.128519628298288	0.6	0.61988685640243	-0.3
ENSG00000011376	LARS2	0.0538045471350939	-0.3	0.0876891717857514	-0.4
ENSG00000011405	PIK3C2A	0.462063166791423	0.3	0.319872658748388	-0.5
ENSG00000011422	PLAUR	0.788940617374596	-0.1	0.809231241700513	0.1
ENSG00000011426	ANLN	0.0539625054157433	0.6	0.846484409093278	0.1
ENSG00000011451	WIZ	0.193404445018448	0.5	0.0478334405867434	0.7
ENSG00000011454	RABGAP1	0.221119925951683	0.3	0.396733948943022	-0.4
ENSG00000011465	DCN	0.166576689462641	1.8	NA	0
ENSG00000011478	QPCTL	0.998989850442635	0	0.905020119055645	0.1
ENSG00000011485	PPP5C	0.234784339509753	0.3	0.885978673169907	0.1
ENSG00000011523	CEP68	0.184382362360023	0.5	0.00971880175369959	-1.2
ENSG00000011566	MAP4K3	0.624735727723645	-0.2	0.024654663672236	-1.2
ENSG00000011590	ZBTB32	3.53244357209933e-13	-4.8	4.06865044809399e-06	-2.7
ENSG00000011600	TYROBP	NA	0	NA	0
ENSG00000011638	TMEM159	0.675821398823761	-0.2	0.263384163844567	-0.6
ENSG00000011677	GABRA3	0.00034539325642953	1.2	0.601810026965286	0.3
ENSG00000012048	BRCA1	0.413763734911007	-0.2	0.0383940217436836	-0.9
ENSG00000012061	ERCC1	0.877850779524648	-0.1	0.000938184820445245	1.6
ENSG00000012124	CD22	NA	-1	0.675909719071844	0.6
ENSG00000012171	SEMA3B	0.222794997527537	0.4	0.809553844704308	0.1
ENSG00000012174	MBTPS2	0.231578583754958	0.5	0.572650488295445	-0.3
ENSG00000012211	PRICKLE3	0.0759413235806897	-0.6	0.739233540978059	-0.1
ENSG00000012223	LTF	NA	0	NA	0
ENSG00000012232	EXTL3	0.447257554069582	-0.2	0.00164054980952937	-1
ENSG00000012504	NR1H4	NA	1	0.123626402461478	2.1
ENSG00000012660	ELOVL5	0.0218785461329	0.7	0.677799054668627	-0.2
ENSG00000012779	ALOX5	0.373151456529131	-1.2	0.0725447045538775	-2.1
ENSG00000012817	KDM5D	NA	0	NA	0.4
ENSG00000012822	CALCOCO1	0.982108382878206	0	0.264394561539568	-0.5
ENSG00000012963	UBR7	0.0304784504608445	0.6	0.996733710540697	0
ENSG00000012983	MAP4K5	0.859697088247008	0.1	0.462296048420498	-0.4
ENSG00000013016	EHD3	NA	0	NA	0
ENSG00000013275	PSMC4	0.0629408115304954	0.7	0.000160246766335341	1.3
ENSG00000013288	MAN2B2	0.0142976994219533	0.6	0.988607547803819	0
ENSG00000013293	SLC7A14	3.72159224608335e-11	6	1.97329530636481e-05	4.2
ENSG00000013297	CLDN11	5.88851162563753e-06	3.2	0.0712113092919449	1.6
ENSG00000013306	SLC25A39	0.161434679278857	0.6	0.0807523507830762	0.9
ENSG00000013364	MVP	0.29263358641631	0.4	0.887819320712341	-0.1
ENSG00000013374	NUB1	0.593157515033085	0.2	0.554687583667007	-0.3
ENSG00000013375	PGM3	0.524064520952815	0.2	0.877982974172118	-0.1
ENSG00000013392	RWDD2A	0.0974646682939115	-0.8	0.237175519536913	-0.5
ENSG00000013441	CLK1	0.615450603105261	0.2	0.00488040955999896	1.1
ENSG00000013503	POLR3B	0.00277640903426762	-0.8	0.00568971636294988	-0.9
ENSG00000013523	ANGEL1	0.134502949519168	-0.4	0.00640320826243279	-0.8
ENSG00000013561	RNF14	0.253849716158719	-0.4	0.521830159042277	-0.2
ENSG00000013563	DNASE1L1	0.638677498402531	0.2	0.061215686149921	1
ENSG00000013573	DDX11	0.0482568390687305	-1	0.0946148113225687	-0.9
ENSG00000013583	HEBP1	0.0565828746225211	0.7	0.561737831033441	0.3
ENSG00000013588	GPRC5A	0.00378439329466859	1	0.51486318917859	0.2
ENSG00000013619	MAMLD1	0.0645427334652846	0.5	0.300306057160503	-0.4
ENSG00000013725	CD6	NA	0	NA	0.4
ENSG00000013810	TACC3	0.0620104151468116	0.5	0.055707891151378	0.5
ENSG00000014123	UFL1	0.392352315018263	0.3	0.902662207685659	0.1
ENSG00000014138	POLA2	6.0838440553952e-08	-1.6	0.000253041165268045	-1.6
ENSG00000014164	ZC3H3	0.792304446737384	-0.1	0.681553717880945	0.2
ENSG00000014216	CAPN1	0.0303405500004992	0.8	0.277934415265667	0.5
ENSG00000014257	ACP3	NA	0	NA	0
ENSG00000014641	MDH1	0.468967631527195	0.3	0.0186307297960824	0.8
ENSG00000014824	SLC30A9	0.0119026915240594	0.7	0.97712261742126	0
ENSG00000014914	MTMR11	0.000943032107275077	-1	0.0995025772945918	1
ENSG00000014919	COX15	0.438437296963691	0.3	0.538801676898648	-0.4
ENSG00000015133	CCDC88C	0.183935889534895	-0.3	7.41022095717428e-05	-1.2
ENSG00000015153	YAF2	7.54807282866358e-05	-1.2	0.629673239482955	-0.2
ENSG00000015171	ZMYND11	0.143250245256064	0.5	0.636790109007706	-0.3
ENSG00000015285	WAS	0.455839229711153	0.8	0.693158714527306	0.5
