Gene ID	Gene Name	Design Element	g1_g3.p-value	g1_g3.t-statistic	g1_g3.log2foldchange	g2_g4.p-value	g2_g4.t-statistic	g2_g4.log2foldchange
ENSG00000004468	CD38	205692_s_at	7.11785824144849e-05	4.36141262133743	0.4	0.0421151294582969	2.18425743747067	0.2
ENSG00000004478	FKBP4	200895_s_at	0.00139347684104512	-3.48248075601044	-0.2	0.281770718213062	-1.18116022976433	-0.1
ENSG00000004487	KDM1A	212348_s_at	0.704420835594083	0.445620020035501	0	0.605901058681098	0.584124591120601	0
ENSG00000004534	RBM6	201967_at	0.762182628144738	-0.358725780507481	0	0.0918851243499516	-1.82215749451041	-0.1
ENSG00000004700	RECQL	212918_at	3.41436330358474e-11	7.728442651549	0.5	3.14409320784088e-19	11.0104950465349	0.7
ENSG00000004766	VPS50	207045_at	0.00185423433018846	-3.39031090938064	-0.1	0.0307320753202873	-2.3213443372283	-0.1
ENSG00000004776	HSPB6	214767_s_at	0.00310921707197801	-3.21908637897204	-0.7	0.101786535546272	1.77006944943054	0.3
ENSG00000004777	ARHGAP33	213827_at	0.00169509743547114	-3.41929678380394	-0.2	3.95652182232527e-08	-6.07492680606196	-0.2
ENSG00000004779	NDUFAB1	202077_at	0.29527666306569	1.16961819848266	0.1	0.0390823744823525	2.21728326993039	0.1
ENSG00000004799	PDK4	205960_at	8.36201381469155e-06	-4.92633861340922	-0.6	0.00881594205458185	-2.80750522142924	-0.4
ENSG00000004864	SLC25A13	203775_at	8.56036577118056e-06	4.91993784815537	0.4	0.0257484933325593	2.39444982130627	0.2
ENSG00000004866	ST7	207524_at	0.00118572163923941	-3.53390583673468	-0.1	0.000918290222906614	-3.55860987816797	-0.2
ENSG00000004897	CDC27	217878_s_at	0.0557000823281812	-2.09251314968516	-0.1	0.638520385924018	-0.534730717392398	0
ENSG00000004939	SLC4A1	205592_at	3.15528507893602e-09	-6.76439262328575	-0.3	9.66506788958868e-11	-7.32954212085714	-0.3
ENSG00000004948	CALCR	207887_s_at	0.0691226485659237	-1.99205490762747	-0.1	0.000808496484516459	-3.59793489734969	-0.1
ENSG00000004961	HCCS	203746_s_at	0.00131666571625314	3.50053498850029	0.2	0.000472278412655444	3.75940196862682	0.2
ENSG00000004975	DVL2	57532_at	0.00146308985062395	3.46680952981135	0.1	1.33508418030813e-08	6.31072497079173	0.2
ENSG00000005001	PRSS22	205847_at	8.23716495006595e-08	6.03550194948865	0.4	0.277956408578614	1.1903788874975	0.1
ENSG00000005007	UPF1	211168_s_at	0.000875361320919576	3.62886075142099	0.1	4.83712569886232e-09	6.52691531425529	0.3
ENSG00000005020	SKAP2	204362_at	9.51404213380079e-11	7.51631949772856	0.9	5.33620575297779e-18	10.4918360243684	1.1
ENSG00000005022	SLC25A5	200657_at	0.00455849658357394	-3.08744113715991	-0.3	1.90534465882901e-09	-6.72201518824328	-0.4
ENSG00000005059	MCUB	218802_at	1.81718333206374e-10	7.37974908318952	0.6	1.40573986095225e-12	8.15687884357516	0.6
ENSG00000005073	HOXA11	213823_at	0.429252114559348	0.896244695792154	0	0.254427238878788	-1.24732782617051	0
ENSG00000005102	MEOX1	205619_s_at	0.0533538651488996	2.11243414060118	0.2	1.32229140976709e-06	5.28464733623949	0.4
ENSG00000005108	THSD7A	213894_at	0.288493294674116	1.18553171723452	0.1	8.62564682788874e-05	4.23710808670016	0.2
ENSG00000005156	LIG3	207348_s_at	0.0429670130407708	-2.21147900152647	-0.1	0.0160953554774306	-2.58293593784717	-0.1
ENSG00000005175	RPAP3	218842_at	1.70188835719221e-14	9.26758322202241	0.5	1.01919545693756e-15	9.52138066092412	0.6
ENSG00000005187	ACSM3	210377_at	6.27623198786704e-17	-10.3745504418714	-1.5	1.67542200947084e-22	-12.375937720377	-1.6
ENSG00000005189	REXO5	208107_s_at	0.0123323331711149	-2.72283870527799	-0.1	0.000476495727901409	-3.75665394217482	-0.1
ENSG00000005194	CIAPIN1	208968_s_at	0.0184616788071706	2.56596945819603	0.1	0.730385448902125	-0.396340317476235	0
ENSG00000005206	SPPL2B	215833_s_at	0.114291738586301	-1.73861463340695	-0.1	2.14405464442015e-08	-6.20842693255489	-0.2
ENSG00000005238	FAM214B	211433_x_at	0.0264549945903339	-2.42015707270072	-0.1	3.98057110834700e-09	-6.56751234378337	-0.2
ENSG00000005243	COPZ2	219561_at	0.172741411884348	-1.50852696912168	-0.1	0.0017247242078275	3.36215266468935	0.2
ENSG00000005249	PRKAR2B	203680_at	0.0707709485547299	-1.98036686875188	-0.3	0.920004400659175	-0.117484208697881	0
ENSG00000005302	MSL3	207551_s_at	9.8779403901275e-08	5.99452371039722	0.3	6.71665983767871e-06	4.89401451707477	0.2
ENSG00000005339	CREBBP	202160_at	4.97513794301772e-05	4.45814949510881	0.3	0.000142423929864023	4.09978549547023	0.2
ENSG00000005379	TSPOAP1	205839_s_at	3.90467074109377e-20	-11.849978548729	-0.6	4.17681376389815e-09	-6.55722000452964	-0.4
ENSG00000005381	MPO	203948_s_at	0.00124404682009444	-3.51868843615198	-0.1	1.50937329836362e-05	-4.69155641357816	-0.1
ENSG00000005421	PON1	206345_s_at	0.207097530479508	-1.39924349162594	-0.1	0.000897208383945161	-3.56589067363872	-0.2
ENSG00000005436	GCFC2	216305_s_at	0.834495991646545	-0.249734071144414	0	0.850304158869933	0.218774459355497	0
ENSG00000005469	CROT	204573_at	0.489579648535702	0.789399255925584	0	0.663792917702091	-0.496395244181137	0
ENSG00000005471	ABCB4	207819_s_at	0.144059557224624	-1.61265560836069	-0.1	0.242762774720672	-1.27739099030179	0
ENSG00000005700	IBTK	210970_s_at	0.957605501568492	-0.0634467952705443	0	0.941085907643487	0.0865837982025427	0
ENSG00000005801	ZNF195	204234_s_at	3.57944421755537e-05	4.54615245201267	0.3	5.0879872873292e-05	4.37865771628781	0.3
ENSG00000005810	MYCBP2	201959_s_at	0.684131986508281	0.476005878780686	0	0.00105059814892024	3.51729591936723	0.2
ENSG00000005844	ITGAL	213475_s_at	0.925262657516328	-0.11374499485099	0	0.706262889693646	-0.432166150336544	0
ENSG00000005882	PDK2	213724_s_at	1.68717858502701e-10	-7.39602076608856	-0.3	8.05376371625627e-08	-5.92079650133813	-0.2
ENSG00000005889	ZFX	207920_x_at	0.0246764808477781	2.44919601191545	0.1	0.126193198282613	1.65869608407731	0.1
ENSG00000005893	LAMP2	203041_s_at	0.00793970999271863	-2.88798498683584	-0.3	1.84858837988491e-05	-4.64006529824036	-0.4
ENSG00000005961	ITGA2B	206493_at	2.05957492752676e-06	-5.27580804250682	-0.2	0.04699539134431	-2.13660884465458	-0.1
ENSG00000005981	ASB4	217228_s_at	0.316481242143747	-1.12258838159469	0	7.00593334224531e-06	-4.88374199439215	-0.1
ENSG00000006007	GDE1	202593_s_at	0.634372288693047	-0.553645263215993	-0.1	0.765940999225124	-0.344645033434635	0
ENSG00000006015	REX1BD	51200_at	0.000711243442843314	3.69380184308099	0.2	5.20690866559643e-08	6.01540058811923	0.2
ENSG00000006016	CRLF1	206315_at	0.103161953183561	-1.79173749356676	-0.2	0.383185194557717	-0.964561208930818	-0.1
ENSG00000006025	OSBPL7	208163_s_at	1.35521452741923e-07	-5.92256112081538	-0.3	7.99229576910334e-16	-9.56621116038405	-0.5
ENSG00000006047	YBX2	219704_at	0.0200653228238445	2.53316287108455	0.1	0.641412163039176	0.530075693045129	0
ENSG00000006059	KRT33A	208483_x_at	0.726426175583968	0.413463682624627	0	0.0996644813685812	1.78117636328196	0.1
ENSG00000006062	MAP3K14	205192_at	0.663365886838965	-0.508367791258925	0	0.0152094861773468	2.60439855743622	0.1
ENSG00000006071	ABCC8	210246_s_at	2.55560189323253e-09	-6.80973527310151	-0.5	1.06596442723872e-20	-11.6169772714264	-0.5
ENSG00000006116	CACNG3	206384_at	0.00307496249080334	-3.22315639716048	-0.1	0.162905234859361	-1.51679250772122	0
ENSG00000006118	TMEM132A	218834_s_at	0.0196127160305408	-2.54224520404158	-0.2	4.20611123836815e-05	-4.4283131287259	-0.3
ENSG00000006125	AP2B1	200612_s_at	0.0148972873734904	2.65068779565174	0.2	0.00712778583357353	2.88449217369244	0.2
ENSG00000006128	TAC1	206552_s_at	0.00533720610631132	-3.03124542387691	-0.3	0.00412055707626065	3.07638204329738	0.3
ENSG00000006194	ZNF263	203707_at	0.722771382039583	0.418696586312434	0	0.987609461273755	-0.0181151654522386	0
ENSG00000006210	CX3CL1	203687_at	0.600516844557422	-0.607024100416846	0	0.784325241775967	0.316592651980151	0
ENSG00000006282	SPATA20	218164_at	0.00757883364623262	-2.90548719262141	-0.2	4.79742880070919e-05	-4.3941771565436	-0.2
ENSG00000006283	CACNA1G	211802_x_at	0.852924521952116	-0.222034095681466	0	0.97686763995949	0.0337797336469021	0
ENSG00000006327	TNFRSF12A	218368_s_at	5.65368215712875e-05	4.42384521129422	0.4	9.4337818294032e-07	5.36281151138984	0.4
ENSG00000006377	DLX6	221289_at	9.29165642574626e-05	-4.28701830103341	-0.2	3.24621540173349e-05	-4.49657098994069	-0.1
ENSG00000006432	MAP3K9	214969_at	2.43885804086131e-07	-5.78731194904605	-0.3	3.60125480999141e-07	-5.58495761918683	-0.2
ENSG00000006451	RALA	214435_x_at	1.48696151303745e-09	6.9272796053066	0.6	0.00436319738636185	3.05680741509553	0.3
ENSG00000006459	KDM7A	221778_at	0.0341554120942167	-2.31192512139798	-0.2	0.00268267465204442	-3.21966761289284	-0.2
ENSG00000006468	ETV1	206501_x_at	0.00686195722821135	-2.94134134713451	-0.1	0.00132228265018316	-3.44607769300782	-0.1
ENSG00000006530	AGK	222132_s_at	0.0551075095341405	2.09752558636348	0.1	0.755809873959654	0.359303771385766	0
ENSG00000006534	ALDH3B1	211004_s_at	2.73695910544192e-06	-5.20522627484154	-0.3	6.53786549665338e-11	-7.40649978927493	-0.3
ENSG00000006555	TTC22	220309_at	0.000634478801362258	-3.728711596163	-0.2	2.82587364137707e-10	-7.11575490750186	-0.3
ENSG00000006576	PHTF2	209780_at	3.50075224939008e-12	8.19615147351431	0.7	4.9110887550646e-19	10.9283095397652	0.8
ENSG00000006607	FARP2	204511_at	0.153710579904041	-1.57623870131882	-0.1	1.40086236421158e-06	-5.27102079866703	-0.2
ENSG00000006611	USH1C	205137_x_at	0.000285145856957661	3.96738762327722	0.4	0.857176427782646	0.208017954210757	0
ENSG00000006625	GGCT	215380_s_at	3.43040512040791e-20	11.8747055610863	0.8	2.56794706262333e-18	10.6240059804146	0.8
ENSG00000006634	DBF4	204244_s_at	2.81049817199568e-14	9.17206924254201	0.6	5.10297971146239e-10	6.99509201141781	0.5
ENSG00000006638	TBXA2R	211590_x_at	0.000153978065053131	-4.14491775540522	-0.1	0.000118948609555637	-4.1493930062918	-0.1
ENSG00000006652	IFRD1	202146_at	1.7316348387548e-05	-4.73904419955839	-0.5	0.00138708592196283	-3.43097762238551	-0.3
ENSG00000006659	LGALS14	220158_at	0.924949889914137	0.114229613730103	0	0.0504614247875123	-2.1043692605032	-0.1
ENSG00000006695	COX10	203858_s_at	1.4782089363587e-10	-7.42411878769701	-0.3	2.52921004797092e-14	-8.92290935797389	-0.3
ENSG00000006704	GTF2IRD1	218412_s_at	5.47043794150279e-08	6.12814174525108	0.4	3.54090928328439e-12	7.97742857046329	0.4
ENSG00000006712	PAF1	202093_s_at	0.0305737609988615	2.35914362320007	0.2	1.82970514562367e-07	5.73807640550205	0.3
ENSG00000006715	VPS41	210849_s_at	1.36510036740145e-10	7.44143439246062	0.4	1.93279864123217e-15	9.4022589509993	0.4
ENSG00000006740	ARHGAP44	215232_at	7.88260222571234e-09	-6.56263868257879	-0.2	2.76263287957428e-08	-6.15319465164303	-0.2
ENSG00000006744	ELAC2	201767_s_at	0.00891357306696199	2.84552996025004	0.1	5.17859073963107e-08	6.01662919449076	0.3
ENSG00000006747	SCIN	222272_x_at	0.180752656635755	-1.48202042966788	0	0.00128208412357249	-3.45587723609766	-0.1
ENSG00000006756	ARSD	207784_at	2.57927730064402e-06	-5.22007416795712	-0.2	6.06543658087612e-10	-6.95945573610025	-0.2
ENSG00000006757	PNPLA4	209739_s_at	3.01303641522554e-07	-5.73834231432786	-0.5	5.63391450922464e-17	-10.0571705925913	-0.6
ENSG00000006788	MYH13	208208_at	0.000320437306544837	-3.93287403152935	-0.1	0.000158388684110433	-4.07070058377037	-0.1
ENSG00000006831	ADIPOR2	201346_at	1.17695165521417e-10	-7.47150627352261	-0.4	5.5906674187531e-25	-13.4137840954917	-0.6
ENSG00000007038	PRSS21	220051_at	8.80495597445997e-05	4.3021315833006	0.5	0.0023356414747295	3.26489586226945	0.4
ENSG00000007047	MARK4	221560_at	0.039654345517196	-2.24665626992216	-0.1	0.000106627880864713	-4.17985533996251	-0.2
ENSG00000007062	PROM1	204304_s_at	0.127148837353432	1.68147300641495	0.3	0.0975279435209842	-1.79247172961609	-0.4
ENSG00000007129	CEACAM21	216605_s_at	0.0015326796814916	-3.4517687855587	-0.1	7.14233670803548e-09	-6.44399858665146	-0.2
ENSG00000007168	PAFAH1B1	200816_s_at	0.0255123330920696	-2.43541506535085	-0.2	0.763067694754499	0.348970315183799	0
ENSG00000007171	NOS2	210037_s_at	0.225263893207446	-1.3472427891945	-0.1	0.219759696728637	-1.33988359133402	-0.1
ENSG00000007174	DNAH9	210345_s_at	5.8079733475734e-09	-6.63005633613592	-0.2	1.65913684025963e-07	-5.76016846952529	-0.2
ENSG00000007202	KIAA0100	201729_s_at	2.06623831696482e-08	6.3486697186506	0.4	1.77121495050328e-18	10.692686400563	0.6
ENSG00000007216	SLC13A2	207567_at	1.2512385493155e-07	-5.94149253271975	-0.2	3.60130883303811e-14	-8.85591898429501	-0.4
ENSG00000007237	GAS7	202192_s_at	0.25676047922609	-1.26345877014945	-0.1	0.00619507365467737	2.93437173252125	0.2
ENSG00000007255	TRAPPC6A	204985_s_at	0.422863990942712	0.907619883616318	0.1	0.795358719189178	-0.300296205147528	0
ENSG00000007264	MATK	206267_s_at	0.00838920473381804	-2.86758029264839	-0.1	0.169581572294513	-1.49379671262784	-0.1
ENSG00000007306	CEACAM7	211848_s_at	0.270296105818495	1.23007608924967	0.1	0.163497273055312	1.51463644650581	0.1
ENSG00000007312	CD79B	205297_s_at	0.828040615470398	-0.259294453645501	0	0.391883101035363	-0.948175208450055	-0.1
ENSG00000007314	SCN4A	206981_at	7.632434107462e-10	-7.07116969634297	-0.3	7.06463210099859e-09	-6.44634722712154	-0.3
ENSG00000007341	ST7L	219964_at	0.00623507041002546	-2.9761206729683	-0.1	0.683248004852698	0.467570900592514	0
ENSG00000007350	TKTL1	216370_s_at	0.0967010566601404	1.82570679519123	0.2	0.344420747379759	1.04163767214056	0.1
ENSG00000007372	PAX6	205646_s_at	0.531111666904271	0.720390306788379	0.1	0.205784025578813	-1.37980575999608	-0.1
ENSG00000007384	RHBDF1	218686_s_at	2.21665491894761e-11	7.81611455272026	0.5	3.34629783025278e-06	5.06372817828999	0.3
ENSG00000007392	LUC7L	220143_x_at	0.940328199299536	0.0905656882344935	0	0.701577500022459	0.438987232207035	0
ENSG00000007402	CACNA2D2	204811_s_at	3.71168774097514e-13	-8.65012571209843	-0.7	2.91458322073578e-09	-6.63338234384138	-0.6
ENSG00000007516	BAIAP3	216356_x_at	5.46194734968842e-05	-4.43324329050171	-0.2	4.60785729187546e-11	-7.47614673290476	-0.3
ENSG00000007520	TSR3	213104_at	2.25320859151563e-05	-4.67022521721615	-0.2	0.00142933097900868	-3.42160028849315	-0.1
ENSG00000007541	PIGQ	204144_s_at	0.595432826923322	0.615348785614939	0	0.0203928465133091	-2.48967648428442	-0.1
ENSG00000007866	TEAD3	209454_s_at	0.917354476445528	-0.124902779490904	0	7.89938302764368e-06	4.8539140861703	0.3
ENSG00000007908	SELE	206211_at	0.181168707361623	1.48063422860089	0.2	0.000292152489118166	3.8983487726409	0.3
ENSG00000007923	DNAJC11	215792_s_at	0.515356965235085	0.7465995774336	0	0.386311351946255	-0.958574483204493	0
ENSG00000007933	FMO3	206496_at	0.00311898362409884	3.21791824764983	0.2	0.119001848519942	-1.68928163525518	-0.1
ENSG00000007944	MYLIP	220319_s_at	1.6700969059813e-05	4.74869858539332	0.4	3.09654221055436e-11	7.55448355313664	0.4
ENSG00000007952	NOX1	207380_x_at	6.29370595559234e-10	-7.1123324151541	-0.3	9.91716033245047e-11	-7.32432560010171	-0.3
ENSG00000007968	E2F2	207042_at	0.000270911196940134	-3.98272383835709	-0.1	0.00193759168510013	-3.32513957403407	-0.1
ENSG00000008018	PSMB1	214288_s_at	6.23364992225903e-14	9.01221858095873	0.4	3.59294920292292e-20	11.3958579420803	0.5
ENSG00000008056	SYN1	221914_at	0.34400634266359	-1.0627196131131	0	0.252584815293102	-1.25192823392394	-0.1
ENSG00000008083	JARID2	203298_s_at	0.0342469710655479	2.31072359491124	0.1	0.31936393667283	1.09541727648459	0.1
ENSG00000008086	CDKL5	206575_at	0.000131949709333	-4.18853316462806	-0.1	0.000595258752410725	-3.69087942834393	-0.1
ENSG00000008118	CAMK1G	215161_at	1.82478957766125e-09	-6.88234509424792	-0.3	4.6821405811852e-09	-6.53374735530027	-0.4
ENSG00000008130	NADK	208919_s_at	0.00143680698487042	3.47264006196771	0.2	0.692869817277111	-0.451952512430092	0
ENSG00000008196	TFAP2B	214451_at	0.19015270641397	-1.45128511934336	0	0.979161424720804	-0.0306066675383143	0
ENSG00000008226	DLEC1	215085_x_at	2.25320859151563e-05	-4.67027152748737	-0.2	4.25606183401032e-08	-6.05894885969722	-0.3
ENSG00000008256	CYTH3	206523_at	0.0139996718339642	-2.67444198133354	-0.1	0.0219111776266879	-2.46071407749061	-0.1
ENSG00000008277	ADAM22	208227_x_at	0.000645068460100867	-3.72311795486809	-0.1	3.66586758713333e-05	-4.46445827290727	-0.1
ENSG00000008282	SYPL1	201259_s_at	0.220158606472145	-1.36145534524709	-0.1	0.330027941268821	1.07259925483458	0.1
ENSG00000008283	CYB561	217200_x_at	8.10143576892796e-05	-4.32501888637613	-0.2	2.41576020662599e-09	-6.6718510715557	-0.2
ENSG00000008294	SPAG9	212470_at	0.0035332784315432	3.17433878733677	0.2	3.68192930887329e-09	6.58390845962454	0.4
ENSG00000008300	CELSR3	40020_at	0.163995772529819	1.53873550344613	0.1	0.96048590719517	0.0575601493998492	0
ENSG00000008311	AASS	214829_at	7.82558476412975e-05	-4.33521709041189	-0.2	0.0528316114221793	-2.08344972291353	-0.1
ENSG00000008323	PLEKHG6	220073_s_at	0.514097418429496	-0.748807216942079	0	0.000103243970357156	-4.18852703657794	-0.2
ENSG00000008324	SS18L2	218283_at	0.80295371900958	0.297641886497837	0	0.0374892285907121	-2.23530927719885	-0.1
ENSG00000008405	CRY1	209674_at	0.0354661591316038	2.29524385340775	0.2	0.0123192562073673	2.68429889193106	0.2
ENSG00000008438	PGLYRP1	207384_at	0.0049757726478952	-3.05627330070966	-0.1	0.00027953807164131	-3.91103678002144	-0.1
ENSG00000008441	NFIX	209807_s_at	0.0112504129279692	-2.75820654524771	-0.1	0.288848398358827	-1.16410073744809	0
ENSG00000008513	ST3GAL1	208322_s_at	0.190026764410366	-1.45169691696855	-0.1	0.0730324480035791	-1.9336315837753	-0.1
ENSG00000008516	MMP25	207890_s_at	9.67877471293912e-05	-4.27545151149846	-0.2	7.70132555225272e-11	-7.374394181098	-0.3
ENSG00000008517	IL32	203828_s_at	2.7980219476082e-17	10.5369492974185	1.4	9.3639804747335e-13	8.23533672808762	1
ENSG00000008710	PKD1	202327_s_at	0.00108666618988223	-3.5611807319103	-0.2	0.557644996448789	-0.660984554867411	0
ENSG00000008735	MAPK8IP2	208603_s_at	0.00430795831656541	-3.10717983320241	-0.1	0.000267187373399194	-3.92428290539408	-0.1
ENSG00000008838	MED24	213043_s_at	0.119441544095225	1.71499726495427	0.2	0.769257031219361	-0.339674647411882	0
ENSG00000008853	RHOBTB2	209441_at	0.00629951638588936	-2.9724114189836	-0.1	0.0144722449769209	-2.62348188956319	-0.1
ENSG00000008952	SEC62	208943_s_at	4.95915768535598e-05	-4.45911692329418	-0.4	9.07048482979518e-09	-6.39314174687099	-0.4
ENSG00000008988	RPS20	200949_x_at	0.00277445788823416	3.25801091178148	0.2	1.51672415490022e-11	7.69491583985928	0.4
ENSG00000009307	CSDE1	202646_s_at	4.58665809582231e-07	-5.6389815356224	-0.5	0.745357944928517	0.374651698740729	0
ENSG00000009335	UBE3C	201817_at	0.000763968930904152	3.67184353672053	0.2	7.73406309153803e-11	7.37351910279707	0.4
ENSG00000009413	REV3L	208070_s_at	0.0699146024082159	-1.98625966997163	-0.1	0.0377113950152121	2.23266337348142	0.1
ENSG00000009694	TENM1	205728_at	0.400708175089651	0.949316129230113	0.1	0.0130872912194848	2.66113595259966	0.1
ENSG00000009709	PAX7	208060_at	1.53656066094749e-10	-7.4159772821725	-0.2	2.66347738940998e-10	-7.12742153985187	-0.2
ENSG00000009724	MASP2	216968_at	3.01973906152824e-07	-5.73771071043129	-0.2	1.69428072078634e-12	-8.1213775990348	-0.3
ENSG00000009780	FAM76A	216897_s_at	0.786801946774916	-0.321644862925611	0	0.109449787080282	-1.73280616292894	-0.1
ENSG00000009790	TRAF3IP3	213888_s_at	0.0829055813013256	1.90286351595393	0.2	0.499152024742459	0.757637226392848	0.1
ENSG00000009830	POMT2	220632_s_at	0.909261869159582	-0.13715167243978	0	0.686486159338228	0.462058478966538	0
ENSG00000009950	MLXIPL	221163_s_at	0.000616423701680467	-3.73744678451271	-0.3	2.49253880722503e-06	-5.13399802867112	-0.3
ENSG00000009954	BAZ1B	208445_s_at	0.000363650497369203	3.89531471771765	0.2	5.67602458308538e-08	5.99671757671157	0.2
ENSG00000010017	RANBP9	202582_s_at	0.00255351135155457	3.28592608204101	0.2	1.35963012927889e-06	5.27808422655371	0.3
ENSG00000010030	ETV7	221680_s_at	5.57928173928433e-05	-4.42754260281751	-0.2	4.79740538908881e-10	-7.00780132897009	-0.4
ENSG00000010165	EEF1AKNMT	212407_at	0.485534223298055	-0.796293989717329	0	0.433478551490104	-0.871539100325004	0
ENSG00000010219	DYRK4	212954_at	0.0206769428158347	-2.52095437861856	-0.1	0.648918567047298	0.518546298242755	0
ENSG00000010244	ZNF207	200828_s_at	2.30924931834149e-13	8.74650896501957	0.5	2.78845808132663e-15	9.33497223772438	0.5
