Gene ID	Gene Name	Design Element	g4_g1.p-value	g4_g1.t-statistic	g4_g1.log2foldchange	g4_g2.p-value	g4_g2.t-statistic	g4_g2.log2foldchange	g4_g3.p-value	g4_g3.t-statistic	g4_g3.log2foldchange
ENSG00000002746	HECW1	210331_PM_at	0.302264832546961	-1.56189061126752	-0.1	3.40973059306867e-08	-6.19901595033994	-0.4	2.5582748229972e-09	-6.98876424827765	-0.6
ENSG00000002822	MAD1L1	204857_PM_at	0.272272669046407	1.65141990207567	0.2	3.65631259089802e-05	4.59519806884524	0.4	0.0884619094237784	2.03000700913139	0.3
ENSG00000002834	LASP1	200618_PM_at	0.0239450550774902	3.16494440141873	0.2	2.95443697178603e-05	4.6496535912577	0.2	0.0368982972119467	2.44383022895864	0.1
ENSG00000002919	SNX11	53912_PM_at	0.562518245131025	-0.94018829604365	-0.1	0.854100896315327	-0.247697219116783	0	0.249385552301338	1.42131561326842	0.1
ENSG00000002933	TMEM176A	218345_PM_at	0.368113369016907	-1.38887348585365	-0.2	0.0283820654736437	-2.48296664965386	-0.2	0.0106446143816729	-2.9550538272039	-0.4
ENSG00000003056	M6PR	200901_PM_s_at	NA	1.93293116283457	0.1	0.00624615688955819	3.06500374699137	0.1	0.292880150063883	1.30974785954627	0.1
ENSG00000003096	KLHL13	227875_PM_at	0.0311965674671604	3.03098970215233	0.3	2.52671818827577e-05	4.68906677168207	0.4	0.00955174506738186	2.99666846206452	0.4
ENSG00000003137	CYP26B1	219825_PM_at	0.0810407606532588	-2.50702896696209	-0.4	0.000479507043647834	-3.8870204875595	-0.4	0.0599761361953236	-2.22226781123292	-0.4
ENSG00000003147	ICA1	207949_PM_s_at	0.863388704394645	0.31468283896387	0	0.292540625084276	1.25669025818367	0.1	0.331152511324332	1.21838918604302	0.1
ENSG00000003249	DBNDD1	222234_PM_s_at	0.233579144433915	-1.77305341143043	-0.1	0.196950197850162	-1.518296307226	-0.1	0.648975801778391	-0.615016160042488	-0.1
ENSG00000003393	ALS2	226291_PM_at	0.790178518987455	-0.470206334737789	0	0.000641467750963912	-3.80112607987837	-0.2	0.00646817182326678	-3.14051090634049	-0.3
ENSG00000003400	CASP10	205467_PM_at	0.076931046736727	2.5357006030861	0.1	1.15983032107293e-06	5.43325630914633	0.3	4.67945397449728e-09	6.85767922508355	0.5
ENSG00000003402	CFLAR	209939_PM_x_at	0.438320713981785	1.21651899050799	0.1	0.00260654527821485	3.36422214023581	0.2	0.0132401514500965	2.86982514745367	0.2
ENSG00000003436	TFPI	213258_PM_at	0.000175728847702656	5.07183742927791	0.3	0.020834617711161	2.61163414783562	0.1	0.290634513906323	1.31548949720654	0.1
ENSG00000003756	RBM5	201395_PM_at	0.995563200539045	0.0123429933784468	0	0.00255363946817928	3.37086727831644	0.2	0.00189319198321844	3.56108724480325	0.3
ENSG00000003987	MTMR7	243804_PM_at	NA	-1.25269323177737	0	0.146414030377121	-1.69221613589047	-0.1	0.584436059633942	-0.726274560000634	0
ENSG00000003989	SLC7A2	225516_PM_at	0.499944434593951	1.07261380314646	0.1	0.609296233603962	0.648486640202037	0.1	0.411485081530895	1.04980914726211	0.1
ENSG00000004059	ARF5	201526_PM_at	0.356904807494224	-1.41855927812106	-0.1	0.434443227462326	-0.957514279823057	-0.1	0.164900817295912	-1.68196490294708	-0.2
ENSG00000004139	SARM1	213257_PM_at	0.766807705302797	-0.521754171229449	0	0.0592552920208754	-2.15637695566505	-0.1	0.930133199387657	0.13621909662789	0
ENSG00000004142	POLDIP2	217806_PM_s_at	0.0333059345768205	-2.9898625328902	-0.2	1.98462462669672e-08	-6.31261902708786	-0.3	1.03031862832701e-09	-7.19360386827528	-0.6
ENSG00000004399	PLXND1	212235_PM_at	0.380450045278199	1.35736088425172	0.1	9.09613086985582e-07	5.48996448178787	0.5	7.06336353612806e-07	5.712832554524	0.7
ENSG00000004455	AK2	212175_PM_s_at	0.26922590263034	-1.66113656932893	-0.1	2.95070305894126e-07	-5.7385487170182	-0.3	2.13324532638233e-08	-6.52387622442453	-0.6
ENSG00000004468	CD38	205692_PM_s_at	0.195515044747439	1.91168907864528	0.2	2.41498633162365e-11	7.60480713577801	1.1	7.41098020711116e-14	9.29595750134379	1.5
ENSG00000004478	FKBP4	200895_PM_s_at	0.530238302798115	-1.00719797170487	-0.1	0.0101093098697597	-2.89142476982933	-0.2	0.000878261881937555	-3.80574134395183	-0.4
ENSG00000004487	KDM1A	212348_PM_s_at	NA	1.72692102509814	0.1	0.0182304562451539	-2.66533671992921	-0.1	0.231900362107373	-1.47059080421509	-0.1
ENSG00000004534	RBM6	201967_PM_at	0.904389834888305	0.228119955680114	0	0.00379259239772106	3.23929321890319	0.2	0.0013357349602304	3.67398222111477	0.4
ENSG00000004660	CAMKK1	223460_PM_at	0.937453684194961	-0.154015522986072	0	0.793617195702176	-0.345615298102516	0	0.014343907727726	2.83856007521071	0.2
ENSG00000004700	RECQL	212918_PM_at	0.284342206140175	1.61293920139323	0.2	1.47840704347035e-08	6.37492003499576	0.4	1.01623947350623e-07	6.16660283496566	0.7
ENSG00000004776	HSPB6	226304_PM_at	0.669987185169634	0.721425355581926	0.1	0.0646833626767558	2.11457269876955	0.3	0.287624962509789	1.32233105423176	0.3
ENSG00000004777	ARHGAP33	215256_PM_x_at	0.693581650705116	-0.671696911032505	-0.1	7.88466117399556e-05	-4.39270874147087	-0.3	0.0845541395573503	-2.05277147769141	-0.3
ENSG00000004779	NDUFAB1	202077_PM_at	NA	-4.13314181091689	-0.2	1.4866165731638e-10	-7.26698744269473	-0.3	3.10416576604641e-11	-7.9698233349865	-0.4
ENSG00000004799	PDK4	225207_PM_at	0.0235056697809294	3.17527040880019	0.7	0.000681527094999327	3.78284236329084	0.6	0.392029252560322	1.09021222143523	0.3
ENSG00000004809	SLC22A16	232232_PM_s_at	0.422765968033196	-1.25298532078493	-0.1	0.882808354642375	-0.199799505961533	0	0.271426514995493	-1.36298375328073	-0.1
ENSG00000004838	ZMYND10	205714_PM_s_at	0.0658015923195454	2.62828096211453	0.2	0.824341767900347	-0.294927128982119	0	0.74518830488694	-0.45527379562446	0
ENSG00000004846	ABCB5	1555371_PM_at	NA	-0.719944071376131	0	0.290654302888607	-1.2613064353833	0	0.34494617695853	-1.18785369114759	-0.1
ENSG00000004848	ARX	231020_PM_at	0.208736771883823	-1.86294382091976	-0.1	0.00667899432640348	-3.04081128058762	-0.1	0.00246500343614151	-3.47409162533936	-0.2
ENSG00000004864	SLC25A13	203775_PM_at	0.0752202113130531	-2.54880531354318	-0.2	2.05302850470076e-06	-5.30060767650382	-0.4	1.1369853453475e-06	-5.59833997724537	-0.6
ENSG00000004866	ST7	207871_PM_s_at	0.0216512065984053	-3.21166003021664	-0.2	1.88536194728729e-07	-5.8362530744943	-0.4	2.89833234248986e-07	-5.9255431236842	-0.6
ENSG00000004897	CDC27	217880_PM_at	0.209604696306565	1.85847489964504	0.1	0.000176072745710044	4.17532190963291	0.2	0.00160724684430742	3.61524717801517	0.3
ENSG00000004939	SLC4A1	205592_PM_at	0.208667659658774	-1.86336583316617	-0.3	5.3366246651682e-10	-7.02515935949302	-1.2	1.01241294685212e-09	-7.19820520259547	-1.9
ENSG00000004948	CALCR	207886_PM_s_at	0.771219949371593	0.511773909740263	0	0.699570282705052	0.499161379339496	0	0.744696736391208	0.45655462619037	0
ENSG00000004961	HCCS	203745_PM_at	0.495622408914227	1.08405146687153	0.1	0.920092878116864	-0.138766645972181	0	0.0653860251076281	-2.1803529956121	-0.2
ENSG00000004975	DVL2	57532_PM_at	0.786134927697011	0.47926731126494	0	0.0671946439831989	2.09644632334954	0.1	0.000729890981949897	3.86297115644403	0.3
ENSG00000005001	PRSS22	205847_PM_at	0.855178183775084	0.331546243128445	0	0.14539581871909	-1.69601127257872	-0.1	0.604977401936116	-0.690129284039975	-0.1
ENSG00000005007	UPF1	211168_PM_s_at	0.419395677947093	-1.26034688319553	-0.1	0.0262510692636244	-2.51577239515922	-0.1	0.100878830905544	-1.95987368498001	-0.2
ENSG00000005020	SKAP2	204362_PM_at	0.00065375417503553	4.6439532548221	0.3	0.000304335422645141	4.02078478038609	0.2	0.193723167223999	1.58548899899021	0.1
ENSG00000005022	SLC25A5	200657_PM_at	0.13771873182282	-2.16461962887964	-0.1	3.23416648649646e-07	-5.71826178181854	-0.3	2.36736129956705e-08	-6.50102458981253	-0.6
ENSG00000005073	HOXA11	213823_PM_at	0.0205172246437592	3.23899405164191	0.3	0.000124700851255287	4.2688092175053	0.3	0.00375052632821957	3.33186613890851	0.4
ENSG00000005075	POLR2J	212782_PM_x_at	0.0195809381157712	-3.26179106743409	-0.2	0.0105428767472407	-2.87590248815026	-0.1	0.0475908938689663	-2.32935297690439	-0.1
ENSG00000005100	DHX33	226262_PM_at	0.390606821165018	1.32954218379944	0.1	0.0397377018796708	2.33884098222289	0.1	0.0544287839425302	2.26667776241706	0.2
ENSG00000005102	MEOX1	205619_PM_s_at	0.635795027946882	-0.790692526926857	-0.1	0.195791635986471	1.52193510897763	0.2	0.169251727866865	1.66649684406202	0.2
ENSG00000005108	THSD7A	213894_PM_at	0.948207372854593	-0.12769580518382	0	0.0211014648909885	-2.60637131052687	-0.3	0.0260193785008991	-2.59500260218005	-0.5
ENSG00000005156	LIG3	204123_PM_at	0.843493699436518	0.353752912936067	0	0.92957202831027	-0.122693414513407	0	0.506820537963262	-0.864161602277313	-0.1
ENSG00000005175	RPAP3	218842_PM_at	0.0421989532380206	2.87175236944615	0.3	0.0210378125544582	2.60763075095669	0.2	0.747905984307121	0.450806363098455	0.1
ENSG00000005187	ACSM3	205942_PM_s_at	0.945450648102857	-0.13530218863442	0	0.000119363354713577	-4.28050644929729	-0.8	5.95666971818366e-07	-5.75429572368034	-1.6
ENSG00000005194	CIAPIN1	208968_PM_s_at	0.0510441920522123	-2.77048493738804	-0.1	0.00124560392910075	-3.60031196098503	-0.1	0.00464559679099966	-3.25787930875105	-0.2
ENSG00000005206	SPPL2B	225248_PM_at	0.114425580638286	-2.28660790109412	-0.2	0.000373241070179067	-3.96113255466231	-0.2	0.119396918410806	-1.86723151177193	-0.2
ENSG00000005243	COPZ2	219561_PM_at	0.148179492579403	-2.11840770978087	-0.2	0.00644949743173072	-3.0534079733697	-0.3	0.0153405154444841	-2.81117300731833	-0.4
ENSG00000005249	PRKAR2B	203680_PM_at	0.138417976576323	2.16141007266037	0.4	0.0140817275474698	2.76714855385167	0.3	0.175425478884339	1.64499091957034	0.3
ENSG00000005302	MSL3	207551_PM_s_at	0.0239450550774902	3.16448065433612	0.2	1.67293095031613e-06	5.34841337937883	0.4	1.23433264758307e-06	5.57745808003767	0.5
ENSG00000005339	CREBBP	202160_PM_at	0.595895062836665	0.870813415436945	0.1	0.0927583408027553	1.93693150833915	0.1	0.00580135470506815	3.17981475517156	0.2
ENSG00000005381	MPO	203949_PM_at	NA	-0.676931426964348	0	0.807105893602737	-0.324270153411801	0	0.935245644841294	-0.126391234362511	0
ENSG00000005421	PON1	206345_PM_s_at	0.271899332924614	-1.65265063504663	-0.2	0.57555445781247	-0.705398296926343	-0.1	0.355488782087888	-1.16611998537126	-0.1
ENSG00000005448	WDR54	225898_PM_at	0.833444579183262	0.374269505141446	0	0.0541379906108619	2.19945901949656	0.1	0.00956295534618234	2.99616657718656	0.3
ENSG00000005469	CROT	204573_PM_at	0.841952971097571	0.35727718297313	0	0.152953296873625	-1.66758234720766	-0.1	0.0494972011080876	-2.31138874227908	-0.1
ENSG00000005471	ABCB4	207819_PM_s_at	0.484354864444393	-1.10966562401437	-0.1	0.673823292368514	-0.539149572261255	0	0.942113240848465	-0.112956809199269	0
ENSG00000005486	RHBDD2	222995_PM_s_at	0.431550405036919	-1.23270869163738	-0.1	0.00632144606806234	-3.06041260041939	-0.2	0.0118212748088966	-2.91399606191529	-0.4
ENSG00000005513	SOX8	226913_PM_s_at	0.624074464729535	-0.814215710660774	0	0.964565252468035	0.0615057688140348	0	0.222199707121988	1.49856181834136	0.1
ENSG00000005700	IBTK	210970_PM_s_at	0.904623030266635	-0.227287850890114	0	0.0333849879892877	-2.41445325926149	-0.1	0.187493337678154	-1.6055302560959	-0.1
ENSG00000005801	ZNF195	204234_PM_s_at	0.0635471073926006	2.64616619567577	0.3	0.168167481323245	1.61351245977448	0.1	0.82267946756631	-0.325601563486687	-0.1
ENSG00000005810	MYCBP2	201960_PM_s_at	0.206835570283101	1.86990617195519	0.1	4.27297662423923e-08	6.15235717560037	0.3	4.67750285072644e-07	5.81128251444023	0.5
ENSG00000005812	FBXL3	225132_PM_at	0.116266570833137	2.27706137135557	0.2	0.915797883110064	0.14600915741392	0	0.951494495297478	0.0956042530195656	0
ENSG00000005844	ITGAL	213475_PM_s_at	0.577407930240389	0.909570836189806	0.1	1.25527790613929e-11	7.72270431016018	0.7	2.41116361857915e-10	7.51585944885621	1
ENSG00000005882	PDK2	202590_PM_s_at	0.000316639265548871	-4.89880563862582	-0.5	3.35675091984679e-12	-7.95839732410127	-0.7	2.24078440570788e-11	-8.04225484057055	-1.1
ENSG00000005884	ITGA3	201474_PM_s_at	0.0978231420566053	2.38934433756864	0.2	2.52615888595723e-05	4.68918786051444	0.4	4.9785289344699e-05	4.63618459313925	0.5
ENSG00000005889	ZFX	229022_PM_at	0.517571645133809	1.0338192195768	0.1	0.0569322556742015	2.17589101575595	0.2	0.219227523164711	1.50718424475127	0.2
ENSG00000005893	LAMP2	203041_PM_s_at	0.691367730742564	-0.677104811095856	-0.1	0.000284948047812568	-4.0397033096785	-0.3	2.76799259802259e-05	-4.79277291584258	-0.5
ENSG00000005961	ITGA2B	206493_PM_at	0.316671677370884	-1.52378735735751	-0.1	2.70149470633581e-10	-7.15433743377647	-0.4	0.00209636211366421	-3.52791496746158	-0.4
ENSG00000005981	ASB4	217228_PM_s_at	0.290179229803449	-1.59419008516383	-0.1	0.17307478545926	-1.59701336015229	-0.1	0.0171364145748842	-2.76656383696641	-0.1
ENSG00000006007	GDE1	226214_PM_at	NA	-0.353516151340963	0	0.197178225696787	-1.51755057294451	-0.1	0.24336940677928	-1.43808146344025	-0.1
ENSG00000006016	CRLF1	206315_PM_at	0.0110471658868489	3.53907241098328	0.3	2.10250838989052e-06	5.29494644772513	0.4	7.75084157597017e-05	4.5141937864773	0.4
ENSG00000006025	OSBPL7	227946_PM_at	0.773092121585734	-0.50760886242688	0	0.000127384831667953	4.26281588128111	0.2	1.60530622852791e-07	6.06204145441918	0.5
ENSG00000006042	TMEM98	223170_PM_at	0.691228179083871	-0.677856438467833	-0.1	0.229290801496692	-1.42143654297385	-0.1	0.0974696510142268	-1.97760976628283	-0.3
ENSG00000006047	YBX2	219704_PM_at	0.607473792323794	-0.849067539353793	0	0.139621704147719	-1.71883701184744	-0.1	0.97578120873306	-0.0497479049535768	0
ENSG00000006071	ABCC8	210246_PM_s_at	0.995563200539045	0.0120039678864541	0	0.00399286786336974	-3.22179220490429	-0.1	0.0342411335058544	-2.47652260047615	-0.1
ENSG00000006116	CACNG3	206384_PM_at	0.929974037284035	0.17045680746288	0	0.0721254869716718	-2.06257259806795	-0.1	0.886611307634129	0.214049133100139	0
ENSG00000006118	TMEM132A	218834_PM_s_at	0.231717921813956	1.77970713474696	0.1	0.000542667277307938	3.85025070029252	0.3	0.000306671518316971	4.12325685356972	0.4
ENSG00000006125	AP2B1	200612_PM_s_at	0.234679353030643	1.7685090843329	0.2	0.803488798487064	0.330048334265213	0	0.758319936008132	-0.432103103606289	-0.1
ENSG00000006128	TAC1	206552_PM_s_at	0.7538500804972	-0.547397256393306	-0.1	0.000195148356735362	4.14645015744394	0.7	4.98284363767868e-06	5.23216215615448	1.2
ENSG00000006194	ZNF263	203707_PM_at	0.12274193708533	2.24076157265253	0.1	0.0431071246589668	2.30272916833976	0.1	0.00049174833648266	3.98382515032821	0.2
ENSG00000006210	CX3CL1	823_PM_at	0.618951195215132	0.824143464936115	0.1	4.35872052894439e-05	4.54977013334418	0.4	0.22265997679543	1.49728889699286	0.2
ENSG00000006282	SPATA20	218164_PM_at	0.455263219763929	-1.17277125879385	-0.1	0.632072629484218	0.610433985391028	0.1	0.906426188911196	-0.178379305025019	0
ENSG00000006283	CACNA1G	211802_PM_x_at	0.0537572064882572	-2.74509163897521	-0.2	4.96969185369791e-05	-4.51538384961476	-0.2	0.0106602702211628	-2.95445099840009	-0.2
ENSG00000006327	TNFRSF12A	218368_PM_s_at	0.000420970861105716	4.81647295340718	0.6	5.29140644517163e-09	6.58307728287	0.6	0.000155231856900166	4.31929798969767	0.7
ENSG00000006377	DLX6	221289_PM_at	NA	-1.30182765210842	-0.1	0.535032346083954	-0.774832326144589	0	0.703960388452221	0.523987032200414	0
ENSG00000006432	MAP3K9	213927_PM_at	0.410328321527321	1.2811088254722	0.1	0.109303479804155	1.85221960533809	0.1	0.185536997128141	1.61187009059403	0.2
ENSG00000006451	RALA	224880_PM_at	0.503152906080012	1.06614304121627	0.1	0.0103313436032346	2.88338288278296	0.1	0.0127967659371713	2.88326146645501	0.2
ENSG00000006453	BAIAP2L1	222675_PM_s_at	0.747138716368448	0.560959745316934	0	0.750429465711745	0.415067837684945	0	0.48646835882269	0.902627351235614	0.1
ENSG00000006468	ETV1	221911_PM_at	0.0141964573359416	3.41856285470038	0.4	3.46973202389788e-05	4.60856527119578	0.4	0.00130562681357823	3.68123525676963	0.5
ENSG00000006534	ALDH3B1	205640_PM_at	0.027532866715344	-3.09806622011246	-0.3	1.04404605019262e-06	-5.45697842557181	-0.4	0.000156095031887353	-4.31765744415352	-0.6
ENSG00000006555	TTC22	235651_PM_at	0.669204997437972	-0.723137952199956	-0.1	0.0278408194288379	-2.4910377070678	-0.3	0.0170085481389119	-2.7697238507095	-0.5
ENSG00000006576	PHTF2	209780_PM_at	0.787181561123617	0.477255009796437	0.1	0.0033221309100424	3.2835110371976	0.3	0.00693825069585712	3.11499412517125	0.5
ENSG00000006606	CCL26	223710_PM_at	0.308779436883579	1.54421339192994	0.1	0.181039416550618	1.569947351523	0.1	0.101399710206534	-1.95706736322392	-0.1
ENSG00000006607	FARP2	204511_PM_at	0.274200138285443	-1.64380540783313	-0.1	0.415505422610198	-0.994516999813922	0	0.967208685356476	0.0645271095679165	0
ENSG00000006611	USH1C	211184_PM_s_at	0.641013188366574	-0.779298234210981	-0.1	0.0173314756533989	-2.68647480614327	-0.4	0.00158866532838633	-3.61903879337121	-0.9
ENSG00000006625	GGCT	215380_PM_s_at	0.0556083385771483	-2.72565171420136	-0.1	8.00341420241932e-08	-6.01959841039863	-0.2	6.76817460129943e-11	-7.79888022592627	-0.4
ENSG00000006634	DBF4	204244_PM_s_at	0.0212385854998723	3.21885753210718	0.2	5.41076963050957e-10	7.02222116548889	0.5	1.22767964870153e-07	6.12271849892642	0.6
ENSG00000006638	TBXA2R	207555_PM_s_at	0.0416487136768055	-2.87899499316383	-0.3	7.2292734538001e-09	-6.51980234620423	-0.4	0.000501652909007918	-3.97748682554072	-0.4
ENSG00000006652	IFRD1	202146_PM_at	0.325126112656637	-1.50108603062486	-0.2	0.626471543887065	0.620332347035721	0	0.948433856608379	0.100765967419666	0
ENSG00000006659	LGALS14	220158_PM_at	NA	-1.28715735389822	0	0.438769298318868	0.949039654366524	0	0.963447604566542	-0.0716662836308253	0
ENSG00000006695	COX10	203858_PM_s_at	0.330196327656671	-1.48863880099	-0.1	0.0556791033802462	-2.18656940532948	-0.1	0.00182494863168519	-3.57326601153325	-0.3
ENSG00000006704	GTF2IRD1	218412_PM_s_at	0.651802725697473	-0.75839865954875	0	0.85429585101463	0.247321811041908	0	0.0453668475463916	-2.35177095773291	-0.2
ENSG00000006712	PAF1	202093_PM_s_at	0.589092777216417	0.886104934477298	0	0.720844556912538	-0.464222436118548	0	0.375391185089125	1.12442673359259	0.1
ENSG00000006715	VPS41	210849_PM_s_at	0.0835697529107674	2.49000397055062	0.2	0.026528383642082	2.51128916485901	0.1	0.0962172967334381	1.98426258311268	0.2
ENSG00000006744	ELAC2	201767_PM_s_at	0.467101789692309	1.14749455183819	0.1	0.144126925384695	1.7011378528239	0.1	0.749100524261564	-0.448763612574123	0
ENSG00000006747	SCIN	1552365_PM_at	0.126647927648525	2.21755523154406	0.3	0.934411953636385	-0.115063020746505	0	0.904474594220877	-0.182068370881076	0
ENSG00000006756	ARSD	225286_PM_at	0.680915972342673	0.699049374576662	0.1	0.304073623598731	-1.22904765603494	-0.1	0.134014323745336	-1.80313655354948	-0.2
ENSG00000006757	PNPLA4	209739_PM_s_at	0.203415136862149	-1.88228901674329	-0.2	8.7938038009739e-06	-4.95369320146986	-0.4	3.81057938662114e-08	-6.39060135690047	-0.9
ENSG00000006788	MYH13	208208_PM_at	0.250000367454757	-1.72157740277068	-0.1	0.00367079185290741	-3.24999049466001	-0.1	0.35464593120065	-1.1678978657106	-0.1
ENSG00000006831	ADIPOR2	201346_PM_at	0.905041266345413	0.226268127879017	0	0.0671946439831989	-2.09640026326587	-0.1	0.00549265602220157	-3.19961956011015	-0.2
ENSG00000006837	CDKL3	219831_PM_at	0.930936807554321	-0.167299299007899	0	0.0875428516058116	-1.96632070587233	-0.1	0.0484767276774965	-2.32109375823134	-0.2
ENSG00000007001	UPP2	231376_PM_at	0.0436297227697011	-2.85371268274201	-0.7	2.62392744576951e-06	-5.24378262420187	-1.2	2.03678103857539e-09	-7.04031251464684	-2.4
ENSG00000007038	PRSS21	220051_PM_at	NA	-1.04483812242597	0	0.774083828353613	-0.377511989934695	0	0.570119537085814	0.75154270850855	0
ENSG00000007047	MARK4	55065_PM_at	0.888566326750188	-0.264280015167025	0	0.686253217812091	-0.520142710473608	0	0.716232101518227	0.503578682953384	0
ENSG00000007062	PROM1	204304_PM_s_at	0.0256420840368947	3.12864608668423	0.8	1.58890373318558e-07	5.87491944035704	1	1.38181687792766e-05	4.97313570557268	1.5
ENSG00000007080	CCDC124	225454_PM_at	0.562518245131025	-0.940081232642646	-0.1	0.589580061022617	-0.68081061819335	0	0.319879257709388	-1.24454824878301	-0.1
ENSG00000007168	PAFAH1B1	200816_PM_s_at	0.637751767597534	0.785974141665927	0	0.340347937190097	-1.14590777111027	0	0.613987200930648	-0.674687982104989	0
ENSG00000007171	NOS2	210037_PM_s_at	0.322727830385228	-1.50931137889739	-0.1	6.66931854834729e-07	-5.55891560594287	-0.2	0.000307054888043374	-4.12285116459126	-0.3
ENSG00000007174	DNAH9	210345_PM_s_at	0.621675111955058	0.81880231007193	0.1	0.782090286165852	-0.364937410996252	0	0.319880429502813	1.24446983551517	0.1
ENSG00000007202	KIAA0100	201729_PM_s_at	0.712418311261347	-0.631338730886263	-0.1	0.0289351963770316	-2.47478848131855	-0.2	7.48808180268462e-05	-4.52434216008381	-0.6
ENSG00000007216	SLC13A2	239805_PM_at	0.093280925913156	-2.42231640294546	-0.5	0.000316155714160265	-4.00995913404414	-0.7	1.18489816867042e-06	-5.58752672502439	-1.7
ENSG00000007237	GAS7	202192_PM_s_at	0.760857273477361	0.533541370857754	0.1	0.000301482844399898	4.02382961190044	0.4	0.00664987908722673	3.13034666990158	0.5
