Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange	g2_g3.p-value	g2_g3.t-statistic	g2_g3.log2foldchange
ENSG00000002726	AOC1	203559_s_at	0.0251826420759511	2.92358718054878	0.4	0.000318052845341344	3.99620407752776	0.5
ENSG00000002745	WNT16	221113_s_at	0.828053830138255	-0.401910198602169	0	5.44680740019856e-07	-5.54139389565325	-0.2
ENSG00000002746	HECW1	215584_at	0.144824719385694	2.02357800776771	0.1	0.823403852992499	0.307687129240555	0
ENSG00000002834	LASP1	200618_at	0.679882467430791	-0.707515140047109	0	4.65874204299637e-14	8.5584868995539	0.4
ENSG00000002919	SNX11	53912_at	NA	-2.52283592152856	-0.1	3.03103641934395e-05	-4.61439566750848	-0.1
ENSG00000002933	TMEM176A	218345_at	0.0847204782385399	2.32804400949374	0.4	9.53013392086741e-07	5.42041264821196	0.7
ENSG00000003056	M6PR	200901_s_at	0.750203512963427	0.564766884588814	0	8.8726353724159e-16	9.20761559941726	0.5
ENSG00000003096	KLHL13	227875_at	0.563644507323641	0.940686284338959	0.2	0.965720146612822	-0.0639547032930242	0
ENSG00000003137	CYP26B1	219825_at	5.48692366879178e-10	8.60024058055511	1.4	4.43772130723299e-11	7.37875317811296	1.3
ENSG00000003147	ICA1	210547_x_at	8.24498204465454e-07	-6.41683511407915	-0.7	1.22969583492009e-06	-5.36385007304385	-0.6
ENSG00000003249	DBNDD1	222234_s_at	0.00886801859548789	-3.36638831179277	-0.5	5.10321855352055e-20	-10.7347037021954	-0.8
ENSG00000003393	ALS2	226291_at	0.00306537066513688	3.77808726416082	0.3	1.94348984005375e-06	5.26197756637256	0.4
ENSG00000003400	CASP10	205467_at	0.92594944840655	0.18625404368796	0	0.077892539530731	-2.0491262462468	-0.2
ENSG00000003402	CFLAR	209939_x_at	0.0505752008330181	-2.59452081708792	-0.3	0.393810854269783	-1.05664785917833	-0.1
ENSG00000003436	TFPI	213258_at	0.267190704489051	-1.60788064851124	-0.3	0.0339896240344032	-2.42687467661629	-0.3
ENSG00000003509	NDUFAF7	223560_s_at	0.183399212729907	-1.87439467737632	-0.2	0.982162663911318	-0.0330200917967117	0
ENSG00000003756	RBM5	201395_at	0.194066707685941	-1.83619434160745	-0.1	3.95797223343207e-07	-5.60998942512065	-0.4
ENSG00000003987	MTMR7	243804_at	NA	1.88767127837708	0.1	0.805561893973335	0.338314396507402	0
ENSG00000003989	SLC7A2	225516_at	0.667650880059749	-0.731077213025618	-0.1	0.00046240336431915	-3.89105572033598	-0.7
ENSG00000004139	SARM1	213257_at	0.497344882609345	-1.07439626477041	-0.1	6.08999268765041e-06	-4.99987609046135	-0.3
ENSG00000004142	POLDIP2	222425_s_at	0.757497989751713	-0.548990991415166	0	0.179428291587656	-1.59969692680773	-0.1
ENSG00000004399	PLXND1	38671_at	0.00228505919860984	3.88411931746928	0.5	4.28396099057514e-07	5.59293320749184	0.5
ENSG00000004455	AK2	212174_at	0.216054369974629	1.76442731151856	0.2	0.00307708670794944	3.31452054653286	0.3
ENSG00000004468	CD38	205692_s_at	0.784906339299451	0.494628333378309	0.1	0.000104646634324735	4.29596502879334	0.8
ENSG00000004478	FKBP4	200895_s_at	0.827033977626058	-0.403578464810802	0	0.39154765035218	1.06154686094997	0.1
ENSG00000004487	KDM1A	212348_s_at	0.000837465408812361	4.24818580942602	0.3	3.47544483479489e-12	7.82721705270122	0.6
ENSG00000004534	RBM6	201967_at	0.328117635036092	-1.44818610359318	-0.1	0.000374890860545556	-3.95034185887234	-0.3
ENSG00000004660	CAMKK1	223460_at	0.0594636414131211	2.51247181155714	0.2	0.00989854706842229	-2.91281907314286	-0.1
ENSG00000004700	RECQL	212917_x_at	0.757826628532417	0.548415593052715	0.1	7.46171305860513e-08	5.95929234750479	0.5
ENSG00000004766	VPS50	226031_at	0.0858151905818939	-2.32085044476615	-0.2	0.000948939284503833	-3.68132659912315	-0.3
ENSG00000004776	HSPB6	214767_s_at	0.88507077086323	0.281455789925246	0.1	0.00730024944655537	-3.02207120709976	-0.4
ENSG00000004777	ARHGAP33	213827_at	0.843008052748411	0.370983420129807	0	0.800586904054246	0.346607728633748	0
ENSG00000004779	NDUFAB1	202077_at	0.727292929811174	-0.60953410903286	0	0.78879650082509	-0.366363859266551	0
ENSG00000004799	PDK4	225207_at	0.142390786085634	-2.03334812293857	-1	0.472117888629193	-0.906498028502455	-0.3
ENSG00000004809	SLC22A16	232232_s_at	0.879063789969308	-0.293729301636362	0	0.344583320061494	1.16242610859371	0.1
ENSG00000004846	ABCB5	1555371_at	0.700570629510048	0.667125398428064	0	0.533846266461955	-0.79441958535221	0
ENSG00000004848	ARX	238878_at	0.844020920294025	-0.36822858728895	-0.1	0.0110331825368295	-2.87279005201118	-0.2
ENSG00000004864	SLC25A13	203775_at	0.729642578060142	0.604848337644045	0.1	0.162221088931296	1.65897666140201	0.2
ENSG00000004866	ST7	207871_s_at	0.335377500166905	1.4310172148705	0.1	0.266574373629596	1.34767050311328	0.1
ENSG00000004897	CDC27	217879_at	0.227661115923926	1.72890424704873	0.1	1.59457919748644e-10	7.14805598176178	0.6
ENSG00000004939	SLC4A1	205592_at	0.474804632563682	-1.11994999661213	-0.1	0.000379424097204617	-3.94707798033052	-0.2
ENSG00000004948	CALCR	207887_s_at	0.275437771522367	1.58507620365417	0.1	0.0084892771984217	-2.96910584731773	-0.1
ENSG00000004961	HCCS	203746_s_at	0.97658905804162	-0.0590674427113445	0	0.315593218105427	1.22833227502754	0.1
ENSG00000004975	DVL2	57532_at	0.481442379916569	1.10630620013968	0.1	0.0702957243608665	2.09876268776012	0.1
ENSG00000005001	PRSS22	205847_at	0.0511721604959429	-2.58884063867349	-0.4	0.000993096941395415	-3.66747321020851	-0.4
ENSG00000005007	UPF1	211168_s_at	0.843008052748411	0.371039996627139	0	0.0373564504312272	2.38662053949549	0.1
ENSG00000005020	SKAP2	204362_at	0.582433075450145	-0.899832573849577	-0.2	0.234048402906207	1.43381538584392	0.1
ENSG00000005022	SLC25A5	200657_at	0.255344806020402	-1.64320893771304	-0.2	0.00374971760770259	-3.25003126581175	-0.2
ENSG00000005059	MCUB	218802_at	0.0175474985898225	3.08023561163276	0.6	9.01426832232311e-11	7.25133131664281	0.8
ENSG00000005073	HOXA11	213823_at	0.201902390944355	1.80999212213853	0.1	1.22054336001726e-05	4.83570233792221	0.3
ENSG00000005100	DHX33	222875_at	0.978077120485989	-0.0539023998618171	0	1.26415003450679e-05	4.82724136607066	0.3
ENSG00000005102	MEOX1	205619_s_at	0.000324106376845987	4.56890424929036	0.7	0.876936896356286	0.219796693983565	0
ENSG00000005108	THSD7A	230008_at	0.562381577935234	0.942998420152554	0.1	0.034075986569129	-2.42577911119158	-0.2
ENSG00000005156	LIG3	1554599_x_at	0.475237782046414	-1.11924437545458	-0.1	0.01665130573732	-2.71634869258505	-0.2
ENSG00000005175	RPAP3	218842_at	0.0590825460288838	-2.51605299421924	-0.3	0.00175639885647871	3.49381422374525	0.3
ENSG00000005187	ACSM3	210377_at	0.264406761749989	-1.61561445475237	-0.3	2.78173479930495e-07	-5.68392021383269	-0.5
ENSG00000005189	REXO5	208107_s_at	0.208086885927436	-1.79074320004109	-0.2	0.011363793372704	-2.86192068133456	-0.2
ENSG00000005194	CIAPIN1	208968_s_at	0.107482147790844	2.19848889794304	0.2	0.478668208703603	0.894441828952177	0.1
ENSG00000005206	SPPL2B	225248_at	0.449311831875976	1.17132867983529	0.1	0.22793032742407	-1.45121612334229	-0.1
ENSG00000005238	FAM214B	211433_x_at	0.536799451604971	0.994477232290743	0.1	0.944633819734258	0.104732378390532	0
ENSG00000005243	COPZ2	219561_at	1.637105928658e-08	7.5858269549143	0.8	1.98212728524271e-10	7.1086115242203	0.8
ENSG00000005249	PRKAR2B	203680_at	0.991712431772508	0.0234334432832562	0	0.0920437681166755	-1.96534492854852	-0.4
ENSG00000005302	MSL3	207551_s_at	0.761346609192567	0.541884493970741	0.1	0.682639155647233	0.541831892487742	0
ENSG00000005339	CREBBP	202160_at	0.309369169971855	1.49688338375063	0.1	0.61537635292588	-0.653656401463634	0
ENSG00000005379	TSPOAP1	205839_s_at	0.000807891182619805	-4.25980926194102	-0.3	1.31734829281554e-08	-6.30925132477721	-0.4
ENSG00000005381	MPO	203949_at	0.564630587341084	0.938515175806868	0	0.731907797724348	-0.460491955261347	0
ENSG00000005421	PON1	206345_s_at	0.635711425883169	-0.792242148255378	0	0.573406432580708	0.725601586615578	0
ENSG00000005436	GCFC2	216305_s_at	0.0864785734478126	-2.31714943135596	-0.2	0.0245554632506982	-2.56254491627677	-0.2
ENSG00000005448	WDR54	225898_at	0.0095841915575291	3.33543176134344	0.4	3.31345318240201e-20	10.8042139432261	1.2
ENSG00000005469	CROT	204573_at	0.654869770274555	-0.756218643632023	-0.1	1.40698214963103e-05	-4.80185988379335	-0.5
ENSG00000005471	ABCB4	207819_s_at	0.513319455440633	-1.04225484706317	-0.2	0.00316027297575035	-3.30583385752365	-0.3
ENSG00000005483	KMT2E	223190_s_at	0.885607009671705	-0.280209406068375	0	0.0383288708048041	-2.37563190517354	-0.2
ENSG00000005486	RHBDD2	222995_s_at	0.503458685854583	-1.06147656032557	-0.1	0.0424584582310292	2.33074052457397	0.2
ENSG00000005513	SOX8	226913_s_at	0.0119989099921328	-3.244323961194	-0.5	0.00326168564711697	-3.29548381719805	-0.5
ENSG00000005700	IBTK	210970_s_at	0.000537535217940368	-4.3983593522368	-0.3	0.00016053144380648	-4.18315273574195	-0.2
ENSG00000005801	ZNF195	204234_s_at	0.511099267306859	-1.04682993738219	-0.1	0.684300473835302	-0.539370820544357	0
ENSG00000005810	MYCBP2	201960_s_at	0.682394085869697	0.702688664139933	0.1	1.46840599142397e-09	-6.73411872021358	-0.6
ENSG00000005812	FBXL3	225132_at	0.000810384631517036	-4.25874504472409	-0.3	1.2979839387724e-07	-5.84520249077702	-0.4
ENSG00000005844	ITGAL	1554240_a_at	0.8267804187163	0.404181180721699	0.2	0.402540833495403	1.03905385211335	0.3
ENSG00000005882	PDK2	202590_s_at	0.771029802683174	0.521886689944178	0.1	0.927651516984197	-0.134007831927632	0
ENSG00000005889	ZFX	214678_x_at	0.272856726091446	-1.5920428850548	-0.1	0.684665974044343	0.538636387407119	0
ENSG00000005893	LAMP2	203041_s_at	0.518389026858406	1.03177748423887	0.1	0.0652218946829555	2.1345234721688	0.2
ENSG00000005961	ITGA2B	206493_at	0.879063789969308	-0.293478961067935	0	0.376879455331069	-1.09203817554967	-0.1
ENSG00000005981	ASB4	235619_at	0.92596699895214	0.18612343624685	0	0.199752384542215	-1.53369489180302	-0.1
ENSG00000006007	GDE1	202593_s_at	0.763276547134808	-0.537612706606465	-0.1	0.539396793220675	-0.784324950119027	-0.1
ENSG00000006015	REX1BD	51200_at	0.92307676864514	-0.193803548387502	0	0.00279354197892123	3.34618617419538	0.2
ENSG00000006016	CRLF1	206315_at	3.67183880335824e-06	5.9805995192612	0.9	0.873085845098328	-0.226571666789591	0
ENSG00000006025	OSBPL7	227946_at	0.437277597883225	-1.19691298275141	-0.1	0.169815752334253	1.63230303690856	0.1
ENSG00000006042	TMEM98	223170_at	0.445119033062029	1.17961042131294	0.2	0.941022544845435	-0.111048878674615	0
ENSG00000006047	YBX2	219704_at	0.16248757329794	-1.95047150036873	-0.1	0.023315311873169	-2.58385419240899	-0.2
ENSG00000006059	KRT33A	208483_x_at	0.147966553841119	-2.00907184893917	-0.5	2.82819647113581e-15	-9.02052379372454	-1.1
ENSG00000006062	MAP3K14	205192_at	0.044689240540427	-2.65595282490222	-0.3	0.113166594286343	-1.8583827259793	-0.2
ENSG00000006071	ABCC8	210246_s_at	0.201190726540586	-1.81242005104283	-0.1	0.00397098356840762	-3.23109578718098	-0.2
ENSG00000006116	CACNG3	206384_at	0.846351444917113	-0.363138970599324	0	0.119886302570262	-1.82683932024703	-0.1
ENSG00000006118	TMEM132A	218834_s_at	0.0461385833167965	2.63964749460722	0.3	2.97951802334695e-15	9.01165138485005	0.9
ENSG00000006125	AP2B1	200612_s_at	0.646102995045005	0.772493105370724	0.1	1.07847138299976e-06	5.39308267796067	0.5
ENSG00000006128	TAC1	206552_s_at	0.856723959848017	-0.34257908261687	0	0.351864877517919	-1.14673954369981	0
ENSG00000006194	ZNF263	203707_at	0.754325761616649	0.55532970278799	0	0.00315014114696556	3.30682046154417	0.1
ENSG00000006210	CX3CL1	823_at	0.88194468802773	-0.288801203373975	0	0.748814045251655	0.43395548521741	0.1
ENSG00000006282	SPATA20	218164_at	0.959904629754724	-0.104651103530978	0	0.258460856259933	1.36782646272585	0.1
ENSG00000006283	CACNA1G	211802_x_at	0.951408765404029	-0.124151475561792	0	0.0210607591554276	2.62419056999425	0.1
ENSG00000006327	TNFRSF12A	218368_s_at	0.00513027507689568	3.58342800211126	0.4	3.33915130595172e-20	10.8027828974397	1.6
ENSG00000006377	DLX6	221289_at	0.976659502449994	0.0578954120827719	0	0.756600640306926	-0.420643175767075	0
ENSG00000006432	MAP3K9	213927_at	0.146196416785514	-2.01673316407228	-0.5	5.85591022562644e-10	-6.90793237135061	-1.1
ENSG00000006451	RALA	224880_at	2.58424998282637e-06	-6.08749898523603	-0.7	3.00278015840227e-16	-9.38323322705958	-0.6
ENSG00000006453	BAIAP2L1	227372_s_at	0.0237803898777465	-2.9489253963259	-0.6	0.725460474178319	-0.4701612698846	-0.1
ENSG00000006459	KDM7A	221778_at	0.81212863822883	0.435365871334122	0	0.0869007084809406	1.99386314585407	0.2
ENSG00000006468	ETV1	221911_at	0.00846565949308939	-3.3857085528926	-1.4	0.149504230974928	-1.70562143790983	-0.4
ENSG00000006530	AGK	222132_s_at	0.882228645426514	0.288012451050078	0	0.0874942824418675	1.99055925945879	0.1
ENSG00000006534	ALDH3B1	211004_s_at	0.96691785361474	0.0875082107323717	0	0.228019127979414	-1.45085481871926	-0.1
ENSG00000006555	TTC22	235651_at	0.0672400323906409	-2.44888575627035	-0.5	9.81296372805264e-19	-10.2800555034367	-1.9
ENSG00000006576	PHTF2	209780_at	0.854310117755681	0.347395979037924	0	0.0595460176663966	2.1775144970705	0.2
ENSG00000006606	CCL26	223710_at	0.387836015220329	1.30517346403611	0.2	0.473538463821764	-0.903743578340179	-0.1
ENSG00000006607	FARP2	225652_at	0.00628084302201764	3.5036104783756	0.3	0.809799648712151	0.330712728435081	0
ENSG00000006611	USH1C	205137_x_at	0.974057508427124	-0.0661913157672614	0	0.345321269120394	1.16088159344759	0.1
ENSG00000006625	GGCT	215380_s_at	0.326775306841002	1.4514022491551	0.2	0.844049700104371	-0.27345777059143	0
ENSG00000006634	DBF4	204244_s_at	0.739198976852272	0.5861605601451	0.1	4.90554076072589e-07	5.56393771647101	0.6
ENSG00000006638	TBXA2R	207555_s_at	0.498356759871245	-1.07220945530699	-0.1	1.09388503243193e-05	-4.86157532652546	-0.3
ENSG00000006652	IFRD1	202146_at	0.342570199304556	1.41400910082018	0.2	0.288582506253073	1.29190233652563	0.1
ENSG00000006659	LGALS14	220158_at	0.253711625005167	-1.64819651970242	-0.1	0.00110036800942867	-3.63708961029478	-0.1
ENSG00000006695	COX10	1569685_at	0.0247321142908322	-2.93125057627676	-0.2	0.00285976366634174	-3.33866199721973	-0.2
ENSG00000006695	COX10	203858_s_at	0.0912989579968999	-2.28924174774526	-0.1	0.199063724205275	-1.53589009248248	-0.1
ENSG00000006704	GTF2IRD1	218412_s_at	0.489570020272674	1.09030257403999	0.1	0.0444059872222179	-2.31077222142603	-0.2
ENSG00000006712	PAF1	202093_s_at	0.839739004247071	-0.379089659587853	0	0.00321587987633032	-3.30006918385438	-0.2
ENSG00000006715	VPS41	210849_s_at	0.859814534798648	0.33577104062691	0	0.0107570814582	2.88232126467175	0.2
ENSG00000006740	ARHGAP44	215232_at	0.733042033656596	-0.598732488314393	0	9.93809675885722e-05	-4.30971077451537	-0.2
ENSG00000006744	ELAC2	201767_s_at	0.743450322121267	-0.578628036678066	0	0.796893486047342	-0.352659041528908	0
ENSG00000006747	SCIN	222272_x_at	0.00427106960734734	-3.65593891261518	-0.2	2.54483698436267e-11	-7.4769332821914	-0.3
ENSG00000006756	ARSD	225286_at	0.00230550094340095	-3.88113522234339	-0.4	7.3780867822549e-08	-5.96188772082313	-0.6
ENSG00000006757	PNPLA4	209739_s_at	0.208287735166281	-1.78967716499268	-0.2	6.73653658775336e-06	-4.97617022048363	-0.4
ENSG00000006788	MYH13	208208_at	0.921519676785007	-0.199531208905154	0	0.00142014387652371	-3.55943906940852	-0.2
ENSG00000006831	ADIPOR2	201346_at	0.518584482344881	-1.03123861801758	-0.1	1.35391619218838e-05	-4.81099272575145	-0.3
ENSG00000006837	CDKL3	241911_at	0.980914858925643	-0.0480687870077134	0	0.93895822889826	-0.114519617758271	0
ENSG00000007001	UPP2	233155_at	NA	-1.13375382497344	0	0.377605646944319	-1.09066454512086	0
ENSG00000007038	PRSS21	220051_at	0.171911817837575	1.91575581557477	0.4	0.0671510332050155	2.12035776968958	0.4
ENSG00000007047	MARK4	55065_at	0.0142961997391646	3.17145878900195	0.3	3.09241114547585e-05	4.60961375147782	0.4
ENSG00000007062	PROM1	204304_s_at	0.0381986233674392	-2.73241130964185	-1.6	0.0238941582793692	-2.5738769704426	-1
ENSG00000007080	CCDC124	225454_at	0.00798665337244627	3.41018919977353	0.3	0.000279531481605879	4.03151067312921	0.3
ENSG00000007129	CEACAM21	214907_at	0.823509102269177	0.411057038521127	0	0.775390503936746	0.389663658960141	0
ENSG00000007168	PAFAH1B1	200816_s_at	0.0574579566242727	2.52992743253822	0.2	0.0393533449658743	-2.36423989751256	-0.2
ENSG00000007171	NOS2	210037_s_at	0.486363681160045	-1.09732735636069	-0.1	0.0808865689965521	-2.02998523093762	-0.1
ENSG00000007174	DNAH9	210345_s_at	0.552505183229993	0.962407543516251	0.1	0.327358074491964	-1.20115888288708	-0.1
ENSG00000007202	KIAA0100	201729_s_at	0.216644840010824	1.76270130570591	0.1	0.787656982782919	-0.368282288064743	0
ENSG00000007216	SLC13A2	207567_at	0.965516824625522	0.0910255782394011	0	0.220437528237759	-1.47263337586382	-0.1
ENSG00000007237	GAS7	202192_s_at	0.195674380295412	-1.83112761648278	-0.2	5.37075525409535e-16	-9.28947804513703	-1
ENSG00000007255	TRAPPC6A	204985_s_at	1.35851847173321e-06	-6.27805473253194	-0.5	3.5951802712447e-08	-6.10757235405055	-0.5
ENSG00000007264	MATK	206267_s_at	0.677168400650659	0.712555234640664	0.1	0.896210205312051	0.187664494011662	0
ENSG00000007306	CEACAM7	206199_at	0.0405501548200375	-2.70177824730189	-1.4	1.20326081439863e-09	-6.77244466917088	-2.7
ENSG00000007312	CD79B	205297_s_at	0.308382100075888	-1.49966351702121	-0.5	0.150028220138757	-1.7036039985553	-0.3
ENSG00000007314	SCN4A	206981_at	0.780323105057205	0.50370959500572	0.1	0.455051522821759	-0.938768794207216	-0.1
ENSG00000007341	ST7L	230079_at	0.802276645339727	0.456365350788894	0	0.0222226605744264	-2.60291572206189	-0.1
ENSG00000007350	TKTL1	216370_s_at	0.803896027503166	0.452952327510079	0	0.972473035194357	0.0497224582814345	0
ENSG00000007372	PAX6	205646_s_at	0.376054077225544	-1.33301606362305	-0.2	0.406693996644509	-1.03076201595122	-0.1
ENSG00000007376	RPUSD1	226078_at	0.59956884414847	-0.863908608742605	-0.1	0.915712345979762	0.154604804981762	0
ENSG00000007384	RHBDF1	218686_s_at	0.651002692335386	0.763692934512027	0.1	0.00417315431551814	-3.21455527911533	-0.2
ENSG00000007392	LUC7L	223295_s_at	0.449903090712143	1.17016509815455	0.1	0.602039230702119	0.676996938636412	0
ENSG00000007402	CACNA2D2	204811_s_at	0.0760196486575537	-2.38624647966901	-0.2	1.52414267856796e-07	-5.81133907235984	-0.3
ENSG00000007516	BAIAP3	216356_x_at	0.917588542046477	-0.210226084102717	0	0.0396230848967535	-2.36130542967905	-0.1
ENSG00000007520	TSR3	213105_s_at	0.136956841307103	2.05648467019222	0.2	0.000421225584418613	3.91776038189287	0.3
ENSG00000007541	PIGQ	204144_s_at	0.96946017294883	-0.0808866525367515	0	0.286348566568701	-1.29758236095604	-0.1
ENSG00000007545	CRAMP1	225172_at	0.0907528145358966	2.29256966029369	0.1	0.763133570404648	0.409542176322654	0
ENSG00000007866	TEAD3	209454_s_at	0.794424700757829	0.473455374767771	0.1	0.944291537040311	0.105319072437483	0
ENSG00000007908	SELE	206211_at	9.75987456917219e-05	4.96013470618656	1.8	0.0599020682874652	2.17484416468527	0.7
ENSG00000007923	DNAJC11	215792_s_at	0.460280901458448	1.14933625119118	0.1	0.000504315560693673	3.86635503894933	0.2
ENSG00000007933	FMO3	206496_at	0.902473837239622	0.243897333718044	0.1	0.720473212291919	-0.478617958154826	-0.1
ENSG00000007944	MYLIP	228098_s_at	0.117927772891042	-2.14555229861433	-0.3	5.67241920050177e-09	-6.47489621013338	-0.9
ENSG00000007952	NOX1	207380_x_at	0.927697127415773	0.182552371679695	0	0.276394398133518	-1.32238734821832	-0.1
ENSG00000007968	E2F2	228361_at	0.0739656241238092	-2.39957838964373	-0.3	1.64568507962214e-08	-6.26423487353804	-0.5
ENSG00000008018	PSMB1	214288_s_at	0.177995169947416	1.89354775098796	0.1	3.6626951551913e-07	5.62634939308269	0.3
ENSG00000008056	SYN1	1553264_a_at	0.201195790686758	-1.81213986785932	-0.1	0.0419631435919408	-2.33587944334275	-0.1
ENSG00000008083	JARID2	203297_s_at	0.434457193483627	1.20332665442663	0.1	0.252078044319712	1.38507007189429	0.1
ENSG00000008086	CDKL5	227004_at	0.000321496304338093	-4.57196369079327	-1	2.24300947392703e-09	-6.65331011063717	-0.9
ENSG00000008118	CAMK1G	215161_at	0.655544219415478	0.75497712216512	0	0.632104206147682	-0.625685484324933	0
ENSG00000008130	NADK	208918_s_at	0.0240601248909395	2.94388787591038	0.3	7.26502016320774e-13	8.09564808846915	0.6
ENSG00000008196	TFAP2B	215686_x_at	NA	0.338538078551789	0	0.0585381318903312	-2.18551632659714	-0.1
ENSG00000008197	TFAP2D	233987_at	0.358018793495147	1.37425276661248	0.1	0.115293669184642	-1.84822778288172	-0.1
ENSG00000008226	DLEC1	215085_x_at	0.917494577179039	-0.210990573260579	0	0.871070192469513	-0.230117799702648	0
ENSG00000008256	CYTH3	225147_at	0.0269820293744201	2.89304316082099	0.3	0.00394676349358771	3.23316668214849	0.3
ENSG00000008277	ADAM22	208227_x_at	0.255808537373184	-1.64155018676264	-0.1	0.496493569288992	-0.861029671465311	0
ENSG00000008282	SYPL1	201259_s_at	0.127017669486999	-2.1022997701074	-0.3	0.00230017156855946	-3.40867404756594	-0.4
ENSG00000008283	CYB561	217200_x_at	0.00550344160206209	-3.55667433526126	-0.2	4.04504033701618e-08	-6.0838567960932	-0.3
ENSG00000008294	SPAG9	212470_at	0.00026493766565318	4.63577836361047	0.5	7.63338392441508e-05	4.37900779121022	0.4
ENSG00000008300	CELSR3	40020_at	1.86394743054932e-05	5.48203618326936	0.5	5.35746906399598e-06	5.02974028253856	0.5
ENSG00000008311	AASS	210852_s_at	0.000249075945278089	4.65627393013178	0.5	0.0736569467894423	-2.077000106565	-0.2
ENSG00000008323	PLEKHG6	220073_s_at	0.00193378692854446	-3.94502619066719	-0.7	2.34353240068049e-25	-12.5819091367679	-1.2
ENSG00000008324	SS18L2	218283_at	0.0642913060425167	2.472524681484	0.2	0.967277849528701	-0.0602306425421716	0
ENSG00000008382	MPND	233651_s_at	0.041364156254501	-2.69232863272595	-0.3	6.95430054692488e-07	-5.48868006957886	-0.4
ENSG00000008394	MGST1	224918_x_at	0.487366843967689	-1.09439754595764	-0.5	0.251814731722929	-1.38585112426969	-0.5
ENSG00000008405	CRY1	209674_at	0.00100103557421157	-4.18268508760405	-0.5	0.0836723284378927	-2.01263012584666	-0.2
ENSG00000008438	PGLYRP1	207384_at	0.953313862118585	-0.120288032269309	0	0.123504330743153	-1.81091112482423	-0.1
ENSG00000008441	NFIX	227400_at	0.802066271262238	-0.456720549603941	-0.1	5.94817476016343e-11	-7.32564822195508	-0.9
ENSG00000008513	ST3GAL1	225033_at	5.91890101701023e-06	-5.83338723924077	-0.9	0.0726070591401243	-2.08374012140076	-0.3
ENSG00000008516	MMP25	207890_s_at	0.374544237930355	1.33622979167843	0.1	0.168778824405618	1.63574260912417	0.1
ENSG00000008517	IL32	203828_s_at	0.0754536605324546	2.38997521914658	0.7	6.20145551350245e-12	7.7262271061442	1.3
