Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSG00000006432	MAP3K9	0.0806241128239863	-0.3
ENSG00000006451	RALA	0.823928549903046	0
ENSG00000006453	BAIAP2L1	0.202762838668951	0.2
ENSG00000006459	KDM7A	0.0474661410387885	0.4
ENSG00000006468	ETV1	0.471543804484245	-0.3
ENSG00000006530	AGK	0.218910075860813	-0.2
ENSG00000006534	ALDH3B1	0.462696770073292	0.1
ENSG00000006555	TTC22	0.511623963792618	-0.1
ENSG00000006576	PHTF2	0.857476595311144	0
ENSG00000006606	CCL26	NA	0.1
ENSG00000006607	FARP2	0.350268662367296	-0.1
ENSG00000006611	USH1C	NA	0
ENSG00000006625	GGCT	0.122026757771012	0.2
ENSG00000006634	DBF4	0.687628607715224	-0.1
ENSG00000006638	TBXA2R	0.2025627029751	-0.3
ENSG00000006652	IFRD1	0.0521016586199949	0.4
ENSG00000006659	LGALS14	0.406598418575518	-0.4
ENSG00000006695	COX10	0.435924051970609	-0.1
ENSG00000006704	GTF2IRD1	0.670325613240484	-0.1
ENSG00000006712	PAF1	0.0362859515749911	-0.3
ENSG00000006715	VPS41	0.858004120275262	0
ENSG00000006740	ARHGAP44	0.682055032152728	-0.1
ENSG00000006744	ELAC2	0.155381158074024	-0.2
ENSG00000006747	SCIN	0.262782432281414	0.3
ENSG00000006756	ARSD	0.735701889622668	0.1
ENSG00000006757	PNPLA4	0.348816443905879	-0.1
ENSG00000006788	MYH13	NA	0
ENSG00000006831	ADIPOR2	0.585019183281358	0
ENSG00000006837	CDKL3	0.921320587410421	0
ENSG00000007001	UPP2	0.711306773147779	-0.2
ENSG00000007038	PRSS21	0.841175517288377	0.1
ENSG00000007047	MARK4	0.930089914710064	0
ENSG00000007062	PROM1	0.116049378561236	-0.5
ENSG00000007080	CCDC124	0.0900062714059256	-0.2
ENSG00000007129	CEACAM21	0.197370092776334	0.2
ENSG00000007168	PAFAH1B1	0.688972304505284	0
ENSG00000007171	NOS2	0.24589115167137	-0.5
ENSG00000007174	DNAH9	0.959629614358612	0
ENSG00000007202	KIAA0100	0.335695676881645	0.1
ENSG00000007216	SLC13A2	NA	0
ENSG00000007237	GAS7	0.593623268962855	0.2
ENSG00000007255	TRAPPC6A	0.0532264228599951	-0.3
ENSG00000007264	MATK	0.21307977632334	-0.3
ENSG00000007306	CEACAM7	0.0208851852616121	0.8
ENSG00000007312	CD79B	0.248974622046588	-0.3
ENSG00000007314	SCN4A	0.128718765311477	-0.5
ENSG00000007341	ST7L	0.0183121760523948	0.2
ENSG00000007350	TKTL1	0.0197344060819802	-0.6
ENSG00000007372	PAX6	0.681266128628697	0.2
ENSG00000007376	RPUSD1	0.875322594540014	0
ENSG00000007384	RHBDF1	0.728550833356783	-0.1
ENSG00000007392	LUC7L	0.116570477309245	-0.2
ENSG00000007402	CACNA2D2	0.370389972718516	-0.2
ENSG00000007516	BAIAP3	0.88307859191282	-0.1
ENSG00000007520	TSR3	0.913028058764365	0
ENSG00000007541	PIGQ	0.966946043783049	0
ENSG00000007545	CRAMP1	0.28647440634079	-0.1
ENSG00000007866	TEAD3	0.931714974291316	0
ENSG00000007908	SELE	0.106703119508207	0.6
ENSG00000007923	DNAJC11	0.426542267014666	-0.1
ENSG00000007933	FMO3	NA	0
ENSG00000007944	MYLIP	0.166344165565103	0.3
ENSG00000007952	NOX1	0.227465110709304	-0.3
ENSG00000007968	E2F2	0.00550562734974223	0.6
ENSG00000008018	PSMB1	0.000232956779062263	0.3
ENSG00000008056	SYN1	0.75524852509903	-0.1
ENSG00000008083	JARID2	0.7048141754273	-0.1
ENSG00000008086	CDKL5	0.275333298022324	0.2
ENSG00000008118	CAMK1G	NA	-0.1
ENSG00000008128	CDK11A	0.929899168690856	0
ENSG00000008130	NADK	0.00555051248167108	0.6
ENSG00000008196	TFAP2B	NA	0.1
ENSG00000008197	TFAP2D	NA	0.1
ENSG00000008226	DLEC1	0.350545791379603	0.1
ENSG00000008256	CYTH3	2.42219575260755e-06	-0.6
ENSG00000008277	ADAM22	0.504744444309676	-0.1
ENSG00000008282	SYPL1	0.00181785745178585	-0.2
ENSG00000008283	CYB561	0.766766331779962	0.1
ENSG00000008294	SPAG9	0.326366977280672	0.2
ENSG00000008300	CELSR3	0.532134073464253	0.1
ENSG00000008311	AASS	0.159093781509442	-0.4
ENSG00000008323	PLEKHG6	0.00101104470898468	0.6
ENSG00000008324	SS18L2	0.000971381909012659	0.4
ENSG00000008382	MPND	0.6216559519165	-0.1
ENSG00000008394	MGST1	0.260816891364184	0.2
ENSG00000008405	CRY1	0.000890034402130338	-0.4
ENSG00000008438	PGLYRP1	0.37456788630595	0.3
ENSG00000008441	NFIX	0.114727078610397	-0.4
ENSG00000008513	ST3GAL1	0.817710041606493	0
ENSG00000008516	MMP25	0.51486337503851	0.2
ENSG00000008517	IL32	0.248628719237976	-0.3
ENSG00000008710	PKD1	0.964731918566028	0
ENSG00000008735	MAPK8IP2	0.00535096875718099	0.5
ENSG00000008838	MED24	0.693330349923398	-0.1
ENSG00000008853	RHOBTB2	0.247619499014513	-0.2
ENSG00000008869	HEATR5B	0.0874706499522216	0.2
ENSG00000008952	SEC62	0.110398074559402	0.2
ENSG00000008988	RPS20	0.0707322208553248	0.3
ENSG00000009307	CSDE1	0.277527153720872	-0.1
ENSG00000009335	UBE3C	0.435698247782712	-0.1
ENSG00000009413	REV3L	0.680724387819995	0.1
ENSG00000009694	TENM1	0.0235930473008469	0.7
ENSG00000009709	PAX7	NA	0
ENSG00000009724	MASP2	0.852739099975737	0
ENSG00000009765	IYD	NA	0.1
ENSG00000009780	FAM76A	0.70289005168443	0
ENSG00000009790	TRAF3IP3	0.564172258709566	0.1
ENSG00000009830	POMT2	0.0439732033152603	-0.2
ENSG00000009844	VTA1	4.85890448523944e-05	0.3
ENSG00000009950	MLXIPL	0.00420343182085708	1.1
ENSG00000009954	BAZ1B	0.0516084154125445	-0.2
ENSG00000010017	RANBP9	0.434061960584289	-0.1
ENSG00000010030	ETV7	1.1929959322075e-06	1.6
ENSG00000010072	SPRTN	0.149186673278456	0.1
ENSG00000010165	EEF1AKNMT	0.700521883182219	0
ENSG00000010219	DYRK4	0.886758386393927	0
ENSG00000010244	ZNF207	0.105715236057852	0.1
ENSG00000010256	UQCRC1	0.937100885481737	0
ENSG00000010270	STARD3NL	0.00839517584604451	0.3
ENSG00000010278	CD9	0.036123445315539	-0.6
ENSG00000010282	HHATL	0.286199554283428	0.4
ENSG00000010292	NCAPD2	0.181685459907775	-0.1
ENSG00000010295	IFFO1	0.212484816059432	0.1
ENSG00000010310	GIPR	0.473801349767022	-0.2
ENSG00000010318	PHF7	0.519865156090055	-0.1
ENSG00000010319	SEMA3G	4.01281413634453e-07	1.1
ENSG00000010322	NISCH	0.483179960976114	0.1
ENSG00000010327	STAB1	1.50545611593358e-05	0.6
ENSG00000010361	FUZ	0.798213377563615	-0.1
ENSG00000010379	SLC6A13	0.388065804987191	0.2
ENSG00000010404	IDS	0.816198569088494	-0.1
ENSG00000010438	PRSS3	0.101436352143629	-0.6
ENSG00000010539	ZNF200	0.101924124545021	0.2
ENSG00000010610	CD4	1.1838178408906e-05	-0.6
ENSG00000010626	LRRC23	0.718836773216828	-0.1
ENSG00000010671	BTK	0.100072366775168	0.2
ENSG00000010704	HFE	0.00274720600509995	0.4
ENSG00000010803	SCMH1	0.00052784488705437	-0.3
ENSG00000010810	FYN	0.000266130808554317	-0.4
ENSG00000010818	HIVEP2	0.699789839468878	-0.1
ENSG00000010932	FMO1	0.533815580831169	0.2
ENSG00000011007	ELOA	0.0466569413813075	-0.2
ENSG00000011009	LYPLA2	0.697982579852674	-0.1
ENSG00000011021	CLCN6	0.905411289427731	0
ENSG00000011028	MRC2	0.382973237864828	-0.3
ENSG00000011052	NME1-NME2	NA	0
ENSG00000011083	SLC6A7	NA	-0.1
ENSG00000011105	TSPAN9	0.887172359754569	0.1
ENSG00000011114	BTBD7	0.0309966270689554	-0.2
ENSG00000011132	APBA3	0.838354371920714	0
ENSG00000011143	MKS1	0.224589000450118	-0.1
ENSG00000011198	ABHD5	0.576701579002095	0.2
ENSG00000011201	ANOS1	0.00939815632513813	0.9
ENSG00000011243	AKAP8L	0.885589869227487	0
ENSG00000011258	MBTD1	0.423968213559026	-0.1
ENSG00000011260	UTP18	0.854380015073696	0
ENSG00000011275	RNF216	0.0115092145133052	-0.2
ENSG00000011295	TTC19	0.460732214579115	-0.1
ENSG00000011304	PTBP1	7.98313814178302e-10	-0.4
ENSG00000011332	DPF1	0.139255746717056	0.5
ENSG00000011347	SYT7	0.881046851666714	0.1
ENSG00000011376	LARS2	0.20368310604645	-0.1
ENSG00000011405	PIK3C2A	0.628028373193249	0.1
ENSG00000011422	PLAUR	0.384557734991657	0.2
ENSG00000011426	ANLN	3.12968267231052e-05	1
ENSG00000011451	WIZ	0.680086101702269	-0.1
ENSG00000011454	RABGAP1	0.0574925719612179	-0.1
ENSG00000011465	DCN	0.986689785963533	0
ENSG00000011478	QPCTL	0.313392677089556	-0.1
ENSG00000011485	PPP5C	0.249331022921536	-0.1
ENSG00000011523	CEP68	0.0920177246571368	-0.2
ENSG00000011566	MAP4K3	0.659809454329954	-0.1
ENSG00000011590	ZBTB32	0.0537046708298926	0.6
ENSG00000011600	TYROBP	0.305562643635048	0.2
ENSG00000011638	TMEM159	0.479903110532131	-0.1
ENSG00000011677	GABRA3	NA	0
ENSG00000012048	BRCA1	3.02769710110075e-08	0.8
ENSG00000012061	ERCC1	0.352100890845433	-0.1
ENSG00000012124	CD22	0.656855671061502	-0.2
ENSG00000012171	SEMA3B	2.17715546156315e-07	1
ENSG00000012174	MBTPS2	0.482926350118209	0.1
ENSG00000012211	PRICKLE3	0.0916065922590157	-0.2
ENSG00000012223	LTF	0.000769624293473973	1.2
ENSG00000012232	EXTL3	0.767062397572513	0.1
ENSG00000012504	NR1H4	NA	0
ENSG00000012660	ELOVL5	0.989378731775078	0
ENSG00000012779	ALOX5	0.234219272710384	0.3
ENSG00000012817	KDM5D	0.310447669518049	-0.5
ENSG00000012822	CALCOCO1	0.980855169570172	0
ENSG00000012963	UBR7	0.0450550395350983	-0.1
ENSG00000012983	MAP4K5	0.18983525369871	-0.2
ENSG00000013016	EHD3	0.406977953922856	-0.2
ENSG00000013275	PSMC4	0.0733614180129736	-0.2
ENSG00000013288	MAN2B2	0.850833063932756	0
ENSG00000013293	SLC7A14	NA	0.2
ENSG00000013297	CLDN11	0.668879837670947	0.1
ENSG00000013306	SLC25A39	0.309053959490195	-0.3
ENSG00000013364	MVP	0.31346037080867	0.2
ENSG00000013374	NUB1	0.000146188768264866	0.6
ENSG00000013375	PGM3	0.706500232234561	-0.1
ENSG00000013392	RWDD2A	0.541765881569301	-0.1
ENSG00000013441	CLK1	0.264540604751237	0.2
ENSG00000013503	POLR3B	0.00250915042176505	-0.3
ENSG00000013523	ANGEL1	0.0525099759751947	-0.2
ENSG00000013561	RNF14	0.544003891876629	0.1
ENSG00000013563	DNASE1L1	0.00147999427652357	0.3
ENSG00000013573	DDX11	0.664602502816476	-0.2
ENSG00000013583	HEBP1	0.532726594622884	-0.1
ENSG00000013588	GPRC5A	0.142274936044817	0.7
ENSG00000013619	MAMLD1	0.189027273311361	-0.3
ENSG00000013725	CD6	0.0586570829573246	-0.3
ENSG00000013810	TACC3	0.553788001316963	0.1
ENSG00000014123	UFL1	0.881031797131134	0
ENSG00000014138	POLA2	0.91878993072125	0
ENSG00000014164	ZC3H3	0.995145736393227	0
ENSG00000014216	CAPN1	0.210813165484039	-0.2
ENSG00000014257	ACP3	0.755936933585654	-0.1
ENSG00000014641	MDH1	0.00141875405794987	0.3
ENSG00000014824	SLC30A9	0.100848916385549	0.2
ENSG00000014914	MTMR11	0.665011835112014	0.1
ENSG00000014919	COX15	0.209693020438585	0.1
ENSG00000015133	CCDC88C	0.722594158473743	0
ENSG00000015153	YAF2	0.547071358637912	0.1
ENSG00000015171	ZMYND11	0.00886931492776013	-0.3
ENSG00000015285	WAS	0.855886907181597	-0.1
ENSG00000015413	DPEP1	0.00199267235209311	1.3
ENSG00000015475	BID	0.914262208987241	0
ENSG00000015479	MATR3	0.518686355018164	0.1
ENSG00000015520	NPC1L1	0.0448909319120909	-0.5
ENSG00000015532	XYLT2	0.0752065113975781	-0.2
ENSG00000015568	RGPD5	0.335522521302742	-0.4
ENSG00000015592	STMN4	0.853432501914999	0.1
ENSG00000015676	NUDCD3	0.100157993749661	-0.1
ENSG00000016082	ISL1	NA	0
ENSG00000016391	CHDH	0.980354320192939	0
ENSG00000016402	IL20RA	0.652701968565557	-0.3
ENSG00000016490	CLCA1	NA	0
ENSG00000016602	CLCA4	0.838956532801116	-0.1
ENSG00000016864	GLT8D1	0.00958264295034452	-0.1
ENSG00000017260	ATP2C1	0.983117728596142	0
ENSG00000017427	IGF1	0.000907787489809682	1.4
ENSG00000017483	SLC38A5	0.289415850743061	-0.3
ENSG00000017797	RALBP1	0.821450964383742	0.1
ENSG00000018189	RUFY3	0.97152740527395	0
ENSG00000018236	CNTN1	NA	0
ENSG00000018280	SLC11A1	0.170066753584655	0.4
ENSG00000018408	WWTR1	0.703651461324409	-0.1
ENSG00000018510	AGPS	0.620661369011611	0.1
ENSG00000018607	ZNF806	NA	0
ENSG00000018610	STEEP1	0.24203127938482	0.1
ENSG00000018625	ATP1A2	0.254776646687105	-0.5
ENSG00000018699	TTC27	0.721000531590183	-0.1
ENSG00000018869	ZNF582	0.73800858384877	-0.1
ENSG00000019102	VSIG2	0.372512017057267	-0.3
ENSG00000019144	PHLDB1	0.278001992610635	-0.2
ENSG00000019169	MARCO	0.0247035884921788	0.6
ENSG00000019186	CYP24A1	0.635606422282351	0.2
ENSG00000019485	PRDM11	0.00614637060047854	-0.3
ENSG00000019505	SYT13	NA	0
ENSG00000019549	SNAI2	NA	0
ENSG00000019582	CD74	4.97653910107839e-06	-0.6
ENSG00000019991	HGF	0.331923265497181	0.2
ENSG00000019995	ZRANB1	0.857738467655691	0
ENSG00000020129	NCDN	0.160469995023592	-0.2
ENSG00000020181	ADGRA2	0.462796979660068	-0.2
ENSG00000020219	CCT8L1P	0.769813999529779	-0.2
ENSG00000020256	ZFP64	0.00530761582111329	-0.3
ENSG00000020426	MNAT1	0.0446335518388207	0.2
ENSG00000020577	SAMD4A	1.34398555760185e-05	1
ENSG00000020633	RUNX3	0.017698919713068	-0.4
ENSG00000020922	MRE11	0.637643283461459	0
ENSG00000021300	PLEKHB1	0.00175183594267808	-0.5
ENSG00000021355	SERPINB1	0.000234933772071101	0.6
ENSG00000021461	CYP3A43	0.93800887903308	0
ENSG00000021488	SLC7A9	0.930985393107372	0
ENSG00000021574	SPAST	0.10341707198524	0.2
ENSG00000021645	NRXN3	0.778399851288464	0.2
ENSG00000021762	OSBPL5	0.422470523854379	0.2
ENSG00000021776	AQR	0.510470487417205	-0.1
ENSG00000021826	CPS1	0.858571667050753	-0.1
ENSG00000021852	C8B	0.548439505773416	0.3
ENSG00000022267	FHL1	3.66408796473907e-06	-0.6
ENSG00000022277	RTF2	0.358254268526799	0.2
ENSG00000022355	GABRA1	NA	0.1
ENSG00000022556	NLRP2	0.216384705478645	0.3
ENSG00000022567	SLC45A4	0.547075319904312	0.2
ENSG00000022840	RNF10	0.704697816163444	-0.1
ENSG00000022976	ZNF839	0.00198303682145248	0.3
ENSG00000023041	ZDHHC6	0.237574126900519	0.1
ENSG00000023171	GRAMD1B	1.18540605442608e-05	0.9
ENSG00000023191	RNH1	0.0501643486707824	-0.3
ENSG00000023228	NDUFS1	0.663856194679355	0
ENSG00000023287	RB1CC1	0.156065543368682	0.3
ENSG00000023318	ERP44	0.257140174769748	0.1
ENSG00000023330	ALAS1	0.531664722494793	0.1
ENSG00000023445	BIRC3	0.195071960659856	0.3
ENSG00000023516	AKAP11	0.460075455216065	-0.1
ENSG00000023572	GLRX2	0.0960476935055558	0.2
ENSG00000023608	SNAPC1	0.319725349969313	0.2
ENSG00000023697	DERA	0.0627226351215664	0.1
ENSG00000023734	STRAP	0.235148237187884	-0.1
ENSG00000023839	ABCC2	6.54357154931618e-05	0.6
ENSG00000023892	DEF6	0.435225533428984	0.1
ENSG00000023902	PLEKHO1	0.865927349701572	0
ENSG00000023909	GCLM	0.462182296212182	0.1
ENSG00000024048	UBR2	0.0961891175742891	0.3
ENSG00000024422	EHD2	0.185589424041835	-0.4
ENSG00000024526	DEPDC1	5.97334511146665e-05	1.3
ENSG00000024862	CCDC28A	0.051368304940397	0.2
ENSG00000025039	RRAGD	0.00145224392818676	0.6
ENSG00000025156	HSF2	0.033083765952815	-0.3
ENSG00000025293	PHF20	0.129841745676215	-0.2
ENSG00000025423	HSD17B6	0.97590257545486	0
ENSG00000025434	NR1H3	0.801441952139413	0
ENSG00000025708	TYMP	2.36550970514753e-08	1
ENSG00000025770	NCAPH2	0.605120281503182	-0.1
ENSG00000025772	TOMM34	0.00665795861935479	-0.3
ENSG00000025796	SEC63	0.00431972120944485	-0.2
ENSG00000025800	KPNA6	0.0973769831303416	-0.1
ENSG00000026025	VIM	0.21387655808706	-0.2
ENSG00000026036	RTEL1-TNFRSF6B	0.00221264219198982	0.5
ENSG00000026103	FAS	0.000660981796359459	0.6
ENSG00000026297	RNASET2	0.764259654463445	-0.1
ENSG00000026508	CD44	0.142371916048464	-0.2
ENSG00000026559	KCNG1	0.289894302977506	-0.5
ENSG00000026652	AGPAT4	0.998318848800873	0
ENSG00000026751	SLAMF7	0.496950038815812	0.2
ENSG00000026950	BTN3A1	1.170634440188e-06	0.7
ENSG00000027001	MIPEP	0.37456788630595	-0.1
ENSG00000027075	PRKCH	0.0163926606777652	-0.3
ENSG00000027644	INSRR	0.859523863184078	-0.1
ENSG00000027697	IFNGR1	0.00482979750819486	0.6
ENSG00000027847	B4GALT7	0.102982203478696	-0.2
ENSG00000027869	SH2D2A	0.436135383723072	-0.2
ENSG00000028116	VRK2	3.54170512958128e-07	0.6
ENSG00000028137	TNFRSF1B	0.861582879665123	0
ENSG00000028203	VEZT	0.958346602450297	0
ENSG00000028277	POU2F2	0.91003008918996	0
ENSG00000028310	BRD9	0.874856038402165	0
ENSG00000028528	SNX1	0.230144430645287	0.1
ENSG00000028839	TBPL1	0.0838860513675375	0.1
ENSG00000029153	ARNTL2	5.93200807204975e-06	0.9
ENSG00000029363	BCLAF1	0.15329293083534	-0.1
ENSG00000029364	SLC39A9	0.607761659855476	0
ENSG00000029534	ANK1	0.95715823944579	0
ENSG00000029559	IBSP	NA	0
ENSG00000029639	TFB1M	0.514693793043258	-0.1
ENSG00000029725	RABEP1	0.984133920110018	0
ENSG00000029993	HMGB3	0.045634461361209	0.4
ENSG00000030066	NUP160	0.0398623588249578	-0.2
ENSG00000030110	BAK1	0.00281990189704536	0.4
ENSG00000030304	MUSK	NA	0.2
ENSG00000030419	IKZF2	0.250444100557952	-0.3
ENSG00000030582	GRN	0.193346410872303	0.3
ENSG00000031003	FAM13B	0.982213735974545	0
ENSG00000031081	ARHGAP31	0.282828213200203	-0.2
ENSG00000031691	CENPQ	0.0584764779564106	0.5
ENSG00000031698	SARS1	0.136849482006045	-0.2
ENSG00000031823	RANBP3	0.0626909422165527	-0.2
ENSG00000032219	ARID4A	0.154141728894222	0.2
ENSG00000032389	EIPR1	0.708698666603608	0
ENSG00000032444	PNPLA6	0.472988946279641	-0.1
ENSG00000032742	IFT88	0.236384473607011	-0.1
ENSG00000033011	ALG1	0.777191654044725	0
ENSG00000033030	ZCCHC8	0.0108058865072402	-0.1
ENSG00000033050	ABCF2	0.149686892542652	-0.2
ENSG00000033100	CHPF2	0.211605348409032	0.1
ENSG00000033122	LRRC7	0.679291944770464	-0.1
ENSG00000033170	FUT8	0.710974238391369	-0.1
ENSG00000033178	UBA6	0.646686727530694	0.1
ENSG00000033327	GAB2	0.0121168586659786	0.5
ENSG00000033627	ATP6V0A1	0.131874131378769	0.2
ENSG00000033800	PIAS1	0.101366374195512	0.2
ENSG00000033867	SLC4A7	0.728766663604837	-0.1
ENSG00000034053	APBA2	0.0802305621799516	-0.3
ENSG00000034152	MAP2K3	0.868438670531553	0
ENSG00000034239	EFCAB1	0.518478238670499	-0.3
ENSG00000034510	TMSB10	0.00129348874723456	0.4
ENSG00000034533	ASTE1	0.346984238551057	-0.1
ENSG00000034677	RNF19A	0.0885272808841802	0.2
ENSG00000034693	PEX3	0.576701579002095	0.1
ENSG00000034713	GABARAPL2	0.549513405566977	0.1
ENSG00000034971	MYOC	NA	0.1
ENSG00000035115	SH3YL1	0.103264556710887	-0.3
ENSG00000035141	FAM136A	0.826489309879807	0
